model_size,method,seed,step,train_format,train_correctness,val_format,val_correctness,pi_correctness,w_correctness,active_groups_correctness,pi_format,w_format,active_groups_format
3B,rdgdpo_positive,2,92,0.970703125,1.965546012,,,0.087890625,1.000000000,45.000000000,0.021484375,2.022599587,11.000000000
3B,rdgdpo_positive,2,93,0.962890625,1.867175460,,,0.066406250,1.000000000,34.000000000,0.027343750,1.558387445,14.000000000
3B,rdgdpo_positive,2,94,0.978027344,2.056524038,,,0.070312500,1.000000000,36.000000000,0.005859375,3.464101615,3.000000000
3B,rdgdpo_positive,2,95,0.972656250,1.962994576,,,0.083984375,1.000000000,43.000000000,0.017578125,2.185812841,9.000000000
3B,rdgdpo_positive,2,96,0.966308594,2.007438898,,,0.060546875,1.000000000,31.000000000,0.017578125,1.855921454,9.000000000
3B,rdgdpo_positive,2,97,0.972656250,2.014018059,,,0.064453125,1.000000000,33.000000000,0.017578125,1.914854216,9.000000000
3B,rdgdpo_positive,2,98,0.979980469,1.913671970,,,0.080078125,1.000000000,41.000000000,0.019531250,2.024845673,10.000000000
3B,rdgdpo_positive,2,99,0.971679688,1.978290677,,,0.074218750,1.000000000,38.000000000,0.007812500,3.082207001,4.000000000
3B,rdgdpo_positive,2,100,0.964843750,1.923238993,1.000000000,1.721852521,0.062500000,1.000000000,32.000000000,0.015625000,2.000000000,8.000000000
3B,rdgdpo_positive,4,0,,,0.100000000,0.965457250,,,,,,
3B,rdgdpo_positive,4,1,0.055175781,-0.690663159,,,0.718750000,1.000000000,368.000000000,0.144531250,2.230016362,74.000000000
3B,rdgdpo_positive,4,2,0.059082031,-0.627773046,,,0.742187500,1.000000000,380.000000000,0.154296875,2.193200078,79.000000000
3B,rdgdpo_positive,4,3,0.094726562,-0.392509699,,,0.769531250,1.000000000,394.000000000,0.220703125,1.867277608,113.000000000
3B,rdgdpo_positive,4,4,0.215332031,0.235877603,,,0.699218750,1.000000000,358.000000000,0.394531250,1.331269029,202.000000000
3B,rdgdpo_positive,4,5,0.365234375,0.683995306,,,0.619140625,1.000000000,317.000000000,0.451171875,1.171449688,231.000000000
3B,rdgdpo_positive,4,6,0.474609375,0.961434364,,,0.535156250,1.000000000,274.000000000,0.449218750,1.091468895,230.000000000
3B,rdgdpo_positive,4,7,0.591796875,1.142365217,,,0.503906250,1.000000000,258.000000000,0.417968750,1.098001583,214.000000000
3B,rdgdpo_positive,4,8,0.692382812,1.275390863,,,0.494140625,1.000000000,253.000000000,0.355468750,1.179029215,182.000000000
3B,rdgdpo_positive,4,9,0.810058594,1.333907843,,,0.449218750,1.000000000,230.000000000,0.251953125,1.335269911,129.000000000
3B,rdgdpo_positive,4,10,0.832519531,1.414206147,0.950000000,1.756056859,0.462890625,1.000000000,237.000000000,0.214843750,1.467836999,110.000000000
3B,rdgdpo_positive,4,11,0.832519531,1.329589486,,,0.433593750,1.000000000,222.000000000,0.140625000,1.755942292,72.000000000
3B,rdgdpo_positive,4,12,0.833496094,1.489870310,,,0.406250000,1.000000000,208.000000000,0.138671875,1.711600849,71.000000000
3B,rdgdpo_positive,4,13,0.875488281,1.595036626,,,0.337890625,1.000000000,173.000000000,0.095703125,1.878992348,49.000000000
3B,rdgdpo_positive,4,14,0.874511719,1.516909957,,,0.402343750,1.000000000,206.000000000,0.080078125,2.241515167,41.000000000
3B,rdgdpo_positive,4,15,0.892089844,1.594336033,,,0.359375000,1.000000000,184.000000000,0.076171875,2.172083957,39.000000000
3B,rdgdpo_positive,4,16,0.898925781,1.610492229,,,0.328125000,1.000000000,168.000000000,0.064453125,2.256304299,33.000000000
3B,rdgdpo_positive,4,17,0.900878906,1.654798746,,,0.326171875,1.000000000,167.000000000,0.058593750,2.359378449,30.000000000
3B,rdgdpo_positive,4,18,0.900878906,1.715335369,,,0.306640625,1.000000000,157.000000000,0.078125000,1.981161276,40.000000000
3B,rdgdpo_positive,4,19,0.911621094,1.611669660,,,0.310546875,1.000000000,159.000000000,0.093750000,1.820027472,48.000000000
3B,rdgdpo_positive,4,20,0.900390625,1.653746009,0.950000000,1.768794956,0.296875000,1.000000000,152.000000000,0.099609375,1.726381232,51.000000000
3B,rdgdpo_positive,4,21,0.920410156,1.725493550,,,0.312500000,1.000000000,160.000000000,0.058593750,2.309401077,30.000000000
3B,rdgdpo_positive,4,22,0.926757812,1.622040987,,,0.300781250,1.000000000,154.000000000,0.070312500,2.068278941,36.000000000
3B,rdgdpo_positive,4,23,0.921875000,1.750340104,,,0.248046875,1.000000000,127.000000000,0.062500000,1.992172181,32.000000000
3B,rdgdpo_positive,4,24,0.928222656,1.785186768,,,0.269531250,1.000000000,138.000000000,0.052734375,2.260776661,27.000000000
3B,rdgdpo_positive,4,25,0.946777344,1.752791166,,,0.318359375,1.000000000,163.000000000,0.044921875,2.662133829,23.000000000
3B,rdgdpo_positive,4,26,0.926269531,1.661303878,,,0.298828125,1.000000000,153.000000000,0.074218750,2.006568162,38.000000000
3B,rdgdpo_positive,4,27,0.934570312,1.668645978,,,0.255859375,1.000000000,131.000000000,0.054687500,2.163000561,28.000000000
3B,rdgdpo_positive,4,28,0.937988281,1.681311488,,,0.265625000,1.000000000,136.000000000,0.068359375,1.971221521,35.000000000
3B,rdgdpo_positive,4,29,0.938964844,1.649050832,,,0.273437500,1.000000000,140.000000000,0.064453125,2.059714602,33.000000000
3B,rdgdpo_positive,4,30,0.948730469,1.773573756,0.975000000,1.628997877,0.255859375,1.000000000,131.000000000,0.054687500,2.163000561,28.000000000
3B,rdgdpo_positive,4,31,0.958984375,1.777236342,,,0.230468750,1.000000000,118.000000000,0.033203125,2.634611256,17.000000000
3B,rdgdpo_positive,4,32,0.946777344,1.837842345,,,0.236328125,1.000000000,121.000000000,0.048828125,2.200000000,25.000000000
3B,rdgdpo_positive,4,33,0.946777344,1.811627865,,,0.226562500,1.000000000,116.000000000,0.042968750,2.296241989,22.000000000
3B,rdgdpo_positive,4,34,0.939941406,1.696034193,,,0.251953125,1.000000000,129.000000000,0.037109375,2.605661851,19.000000000
3B,rdgdpo_positive,4,35,0.950683594,1.843491793,,,0.214843750,1.000000000,110.000000000,0.037109375,2.406132516,19.000000000
3B,rdgdpo_positive,4,36,0.960449219,1.801657319,,,0.166015625,1.000000000,85.000000000,0.041015625,2.011869540,21.000000000
3B,rdgdpo_positive,4,37,0.956054688,1.827877283,,,0.210937500,1.000000000,108.000000000,0.033203125,2.520504151,17.000000000
3B,rdgdpo_positive,4,38,0.945800781,1.712413788,,,0.244140625,1.000000000,125.000000000,0.052734375,2.151657415,27.000000000
3B,rdgdpo_positive,4,39,0.954589844,1.843961239,,,0.185546875,1.000000000,95.000000000,0.039062500,2.179449472,20.000000000
3B,rdgdpo_positive,4,40,0.953125000,1.837446928,0.975000000,1.785463079,0.203125000,1.000000000,104.000000000,0.039062500,2.280350850,20.000000000
3B,rdgdpo_positive,4,41,0.938964844,1.739534497,,,0.205078125,1.000000000,105.000000000,0.056640625,1.902810988,29.000000000
3B,rdgdpo_positive,4,42,0.971679688,1.884661198,,,0.226562500,1.000000000,116.000000000,0.035156250,2.538591035,18.000000000
3B,rdgdpo_positive,4,43,0.960937500,1.804756403,,,0.193359375,1.000000000,99.000000000,0.042968750,2.121320344,22.000000000
3B,rdgdpo_positive,4,44,0.957031250,1.792789817,,,0.205078125,1.000000000,105.000000000,0.037109375,2.350811730,19.000000000
3B,rdgdpo_positive,4,45,0.958007812,1.823786974,,,0.207031250,1.000000000,106.000000000,0.033203125,2.497057091,17.000000000
3B,rdgdpo_positive,4,46,0.965820312,1.825771093,,,0.185546875,1.000000000,95.000000000,0.031250000,2.436698586,16.000000000
3B,rdgdpo_positive,4,47,0.962402344,1.791581035,,,0.169921875,1.000000000,87.000000000,0.041015625,2.035400978,21.000000000
3B,rdgdpo_positive,4,48,0.956054688,1.711095452,,,0.177734375,1.000000000,91.000000000,0.021484375,2.876234913,11.000000000
3B,rdgdpo_positive,4,49,0.961425781,1.980566859,,,0.148437500,1.000000000,76.000000000,0.017578125,2.905932629,9.000000000
3B,rdgdpo_positive,4,50,0.955566406,1.853634596,0.975000000,1.729478647,0.158203125,1.000000000,81.000000000,0.041015625,1.963961012,21.000000000
3B,rdgdpo_positive,4,51,0.959472656,1.770884991,,,0.142578125,1.000000000,73.000000000,0.027343750,2.283481052,14.000000000
3B,rdgdpo_positive,4,52,0.978027344,1.847252488,,,0.146484375,1.000000000,75.000000000,0.029296875,2.236067977,15.000000000
3B,rdgdpo_positive,4,53,0.963378906,1.950315475,,,0.164062500,1.000000000,84.000000000,0.021484375,2.763397119,11.000000000
3B,rdgdpo_positive,4,54,0.965332031,1.911217928,,,0.175781250,1.000000000,90.000000000,0.025390625,2.631174058,13.000000000
3B,rdgdpo_positive,4,55,0.967773438,1.939782143,,,0.156250000,1.000000000,80.000000000,0.029296875,2.309401077,15.000000000
3B,rdgdpo_positive,4,56,0.959472656,1.729041338,,,0.169921875,1.000000000,87.000000000,0.035156250,2.198484326,18.000000000
3B,rdgdpo_positive,4,57,0.966308594,1.923645020,,,0.167968750,1.000000000,86.000000000,0.037109375,2.127513993,19.000000000
3B,rdgdpo_positive,4,58,0.954101562,1.808758259,,,0.130859375,1.000000000,67.000000000,0.031250000,2.046338193,16.000000000
3B,rdgdpo_positive,4,59,0.968261719,1.910738707,,,0.160156250,1.000000000,82.000000000,0.027343750,2.420153478,14.000000000
3B,rdgdpo_positive,4,60,0.970214844,1.899855375,0.987500000,1.737038169,0.144531250,1.000000000,74.000000000,0.039062500,1.923538406,20.000000000
3B,rdgdpo_positive,4,61,0.959472656,1.925420165,,,0.152343750,1.000000000,78.000000000,0.039062500,1.974841766,20.000000000
3B,rdgdpo_positive,4,62,0.974121094,1.911278486,,,0.130859375,1.000000000,67.000000000,0.019531250,2.588435821,10.000000000
3B,rdgdpo_positive,4,63,0.963378906,1.869484901,,,0.126953125,1.000000000,65.000000000,0.023437500,2.327373341,12.000000000
3B,rdgdpo_positive,4,64,0.977050781,1.917775631,,,0.107421875,1.000000000,55.000000000,0.023437500,2.140872096,12.000000000
3B,rdgdpo_positive,4,65,0.969726562,1.991322398,,,0.119140625,1.000000000,61.000000000,0.029296875,2.016597795,15.000000000
3B,rdgdpo_positive,4,66,0.960449219,1.880509257,,,0.150390625,1.000000000,77.000000000,0.019531250,2.774887385,10.000000000
3B,rdgdpo_positive,4,67,0.956054688,1.871217966,,,0.119140625,1.000000000,61.000000000,0.031250000,1.952562419,16.000000000
3B,rdgdpo_positive,4,68,0.967285156,1.913136363,,,0.101562500,1.000000000,52.000000000,0.031250000,1.802775638,16.000000000
3B,rdgdpo_positive,4,69,0.974121094,1.928717852,,,0.152343750,1.000000000,78.000000000,0.029296875,2.280350850,15.000000000
3B,rdgdpo_positive,4,70,0.970703125,1.859422922,1.000000000,1.759900723,0.148437500,1.000000000,76.000000000,0.025390625,2.417882099,13.000000000
3B,rdgdpo_positive,4,71,0.969726562,1.908493519,,,0.130859375,1.000000000,67.000000000,0.039062500,1.830300522,20.000000000
3B,rdgdpo_positive,4,72,0.969726562,1.959281564,,,0.126953125,1.000000000,65.000000000,0.029296875,2.081665999,15.000000000
3B,rdgdpo_positive,4,73,0.957519531,1.920707226,,,0.113281250,1.000000000,58.000000000,0.037109375,1.747178176,19.000000000
3B,rdgdpo_positive,4,74,0.960937500,1.885804892,,,0.107421875,1.000000000,55.000000000,0.023437500,2.140872096,12.000000000
3B,rdgdpo_positive,4,75,0.978515625,1.931976914,,,0.128906250,1.000000000,66.000000000,0.029296875,2.097617696,15.000000000
3B,rdgdpo_positive,4,76,0.977539062,1.912273288,,,0.087890625,1.000000000,45.000000000,0.023437500,1.936491673,12.000000000
3B,rdgdpo_positive,4,77,0.979980469,1.952900767,,,0.101562500,1.000000000,52.000000000,0.023437500,2.081665999,12.000000000
3B,rdgdpo_positive,4,78,0.976562500,1.805684209,,,0.107421875,1.000000000,55.000000000,0.021484375,2.236067977,11.000000000
3B,rdgdpo_positive,4,79,0.971679688,1.911210299,,,0.117187500,1.000000000,60.000000000,0.019531250,2.449489743,10.000000000
3B,rdgdpo_positive,4,80,0.974121094,2.037404776,0.987500000,1.794357101,0.105468750,1.000000000,54.000000000,0.023437500,2.121320344,12.000000000
3B,rdgdpo_positive,4,81,0.976074219,1.886174321,,,0.128906250,1.000000000,66.000000000,0.027343750,2.171240593,14.000000000
3B,rdgdpo_positive,4,82,0.969726562,1.988951087,,,0.091796875,1.000000000,47.000000000,0.025390625,1.901416476,13.000000000
3B,rdgdpo_positive,4,83,0.981445312,1.876157045,,,0.107421875,1.000000000,55.000000000,0.013671875,2.803059553,7.000000000
3B,rdgdpo_positive,4,84,0.974121094,1.950231194,,,0.085937500,1.000000000,44.000000000,0.029296875,1.712697677,15.000000000
3B,rdgdpo_positive,4,85,0.985351562,1.949004889,,,0.107421875,1.000000000,55.000000000,0.019531250,2.345207880,10.000000000
3B,rdgdpo_positive,4,86,0.974609375,2.000142097,,,0.095703125,1.000000000,49.000000000,0.027343750,1.870828693,14.000000000
3B,rdgdpo_positive,4,87,0.960449219,1.850476027,,,0.095703125,1.000000000,49.000000000,0.035156250,1.649915823,18.000000000
3B,rdgdpo_positive,4,88,0.969726562,1.972523451,,,0.115234375,1.000000000,59.000000000,0.031250000,1.920286437,16.000000000
3B,rdgdpo_positive,4,89,0.980957031,2.055344820,,,0.068359375,1.000000000,35.000000000,0.021484375,1.783765170,11.000000000
3B,rdgdpo_positive,4,90,0.974609375,1.928768039,0.987500000,1.743212413,0.101562500,1.000000000,52.000000000,0.015625000,2.549509757,8.000000000
3B,rdgdpo_positive,4,91,0.969238281,1.822093129,,,0.095703125,1.000000000,49.000000000,0.029296875,1.807392228,15.000000000
3B,rdgdpo_positive,4,92,0.984375000,1.942195296,,,0.083984375,1.000000000,43.000000000,0.017578125,2.185812841,9.000000000
3B,rdgdpo_positive,4,93,0.978027344,2.010231495,,,0.085937500,1.000000000,44.000000000,0.013671875,2.507132682,7.000000000
3B,rdgdpo_positive,4,94,0.974609375,1.905045033,,,0.064453125,1.000000000,33.000000000,0.023437500,1.658312395,12.000000000
3B,rdgdpo_positive,4,95,0.979980469,2.001546383,,,0.080078125,1.000000000,41.000000000,0.009765625,2.863564213,5.000000000
3B,rdgdpo_positive,4,96,0.958007812,2.010269880,,,0.076171875,1.000000000,39.000000000,0.023437500,1.802775638,12.000000000
3B,rdgdpo_positive,4,97,0.973144531,1.875746846,,,0.095703125,1.000000000,49.000000000,0.033203125,1.697749375,17.000000000
3B,rdgdpo_positive,4,98,0.977539062,2.024029732,,,0.080078125,1.000000000,41.000000000,0.009765625,2.863564213,5.000000000
3B,rdgdpo_positive,4,99,0.982910156,1.912163258,,,0.074218750,1.000000000,38.000000000,0.023437500,1.779513042,12.000000000
3B,rdgdpo_positive,4,100,0.978027344,2.138218641,1.000000000,1.783940434,0.068359375,1.000000000,35.000000000,0.021484375,1.783765170,11.000000000
3B,rdgdpo_positive,5,0,,,0.100000000,1.071260820,,,,,,
3B,rdgdpo_positive,5,1,0.051757812,-0.567448139,,,0.738281250,1.000000000,378.000000000,0.142578125,2.275539978,73.000000000
3B,rdgdpo_positive,5,2,0.061035156,-0.644388556,,,0.751953125,1.000000000,385.000000000,0.160156250,2.166823009,82.000000000
3B,rdgdpo_positive,5,3,0.091796875,-0.310330629,,,0.761718750,1.000000000,390.000000000,0.253906250,1.732050808,130.000000000
3B,rdgdpo_positive,5,4,0.192871094,0.273299694,,,0.687500000,1.000000000,352.000000000,0.375000000,1.354006401,192.000000000
3B,rdgdpo_positive,5,5,0.316894531,0.615102410,,,0.632812500,1.000000000,324.000000000,0.419921875,1.227589811,215.000000000
3B,rdgdpo_positive,5,6,0.485839844,1.016414285,,,0.546875000,1.000000000,280.000000000,0.427734375,1.130724906,219.000000000
3B,rdgdpo_positive,5,7,0.573730469,1.106436610,,,0.548828125,1.000000000,281.000000000,0.394531250,1.179444407,202.000000000
3B,rdgdpo_positive,5,8,0.681152344,1.330623269,,,0.486328125,1.000000000,249.000000000,0.339843750,1.196258535,174.000000000
3B,rdgdpo_positive,5,9,0.766601562,1.374201894,,,0.439453125,1.000000000,225.000000000,0.265625000,1.286239389,136.000000000
3B,rdgdpo_positive,5,10,0.801269531,1.437211037,0.925000000,1.762155344,0.449218750,1.000000000,230.000000000,0.191406250,1.531972185,98.000000000
3B,rdgdpo_positive,5,11,0.820800781,1.435423374,,,0.378906250,1.000000000,194.000000000,0.148437500,1.597695709,76.000000000
3B,rdgdpo_positive,5,12,0.857910156,1.429386497,,,0.396484375,1.000000000,203.000000000,0.115234375,1.854906458,59.000000000
3B,rdgdpo_positive,5,13,0.869628906,1.487194777,,,0.349609375,1.000000000,179.000000000,0.095703125,1.911298309,49.000000000
3B,rdgdpo_positive,5,14,0.889160156,1.539567590,,,0.349609375,1.000000000,179.000000000,0.117187500,1.727232854,60.000000000
3B,rdgdpo_positive,5,15,0.891601562,1.558662415,,,0.306640625,1.000000000,157.000000000,0.103515625,1.721122933,53.000000000
3B,rdgdpo_positive,5,16,0.895996094,1.701619387,,,0.320312500,1.000000000,164.000000000,0.068359375,2.164651077,35.000000000
3B,rdgdpo_positive,5,17,0.918457031,1.638486147,,,0.312500000,1.000000000,160.000000000,0.107421875,1.705605731,55.000000000
3B,rdgdpo_positive,5,18,0.917968750,1.594569802,,,0.337890625,1.000000000,173.000000000,0.064453125,2.289634085,33.000000000
3B,rdgdpo_positive,5,19,0.924316406,1.641068816,,,0.281250000,1.000000000,144.000000000,0.064453125,2.088931871,33.000000000
3B,rdgdpo_positive,5,20,0.907226562,1.654649496,0.950000000,1.794843492,0.292968750,1.000000000,150.000000000,0.087890625,1.825741858,45.000000000
3B,rdgdpo_positive,5,21,0.943847656,1.758812785,,,0.275390625,1.000000000,141.000000000,0.058593750,2.167948339,30.000000000
3B,rdgdpo_positive,5,22,0.922851562,1.640684843,,,0.265625000,1.000000000,136.000000000,0.072265625,1.917205173,37.000000000
3B,rdgdpo_positive,5,23,0.949707031,1.752762794,,,0.255859375,1.000000000,131.000000000,0.054687500,2.163000561,28.000000000
3B,rdgdpo_positive,5,24,0.933593750,1.786252499,,,0.248046875,1.000000000,127.000000000,0.054687500,2.129721645,28.000000000
3B,rdgdpo_positive,5,25,0.958984375,1.666175842,,,0.273437500,1.000000000,140.000000000,0.041015625,2.581988897,21.000000000
3B,rdgdpo_positive,5,26,0.928222656,1.706570148,,,0.259765625,1.000000000,133.000000000,0.058593750,2.105548226,30.000000000
3B,rdgdpo_positive,5,27,0.948730469,1.896874905,,,0.246093750,1.000000000,126.000000000,0.041015625,2.449489743,21.000000000
3B,rdgdpo_positive,5,28,0.943359375,1.852070451,,,0.230468750,1.000000000,118.000000000,0.050781250,2.130366527,26.000000000
3B,rdgdpo_positive,5,29,0.956054688,1.759971738,,,0.232421875,1.000000000,119.000000000,0.039062500,2.439262184,20.000000000
3B,rdgdpo_positive,5,30,0.953613281,1.741111517,0.975000000,1.764605397,0.220703125,1.000000000,113.000000000,0.050781250,2.084743113,26.000000000
3B,rdgdpo_positive,5,31,0.950195312,1.743497968,,,0.210937500,1.000000000,108.000000000,0.058593750,1.897366596,30.000000000
3B,rdgdpo_positive,5,32,0.947753906,1.729450583,,,0.212890625,1.000000000,109.000000000,0.041015625,2.278261660,21.000000000
3B,rdgdpo_positive,5,33,0.958496094,1.847230792,,,0.199218750,1.000000000,102.000000000,0.042968750,2.153221688,22.000000000
3B,rdgdpo_positive,5,34,0.941894531,1.754423618,,,0.195312500,1.000000000,100.000000000,0.050781250,1.961161351,26.000000000
3B,rdgdpo_positive,5,35,0.940917969,1.852193117,,,0.187500000,1.000000000,96.000000000,0.037109375,2.247805948,19.000000000
3B,rdgdpo_positive,5,36,0.943359375,1.724277735,,,0.148437500,1.000000000,76.000000000,0.050781250,1.709700829,26.000000000
3B,rdgdpo_positive,5,37,0.952636719,1.812887549,,,0.201171875,1.000000000,103.000000000,0.054687500,1.917960226,28.000000000
3B,rdgdpo_positive,5,38,0.952636719,1.805071473,,,0.189453125,1.000000000,97.000000000,0.031250000,2.462214450,16.000000000
3B,rdgdpo_positive,5,39,0.946289062,1.825320005,,,0.146484375,1.000000000,75.000000000,0.046875000,1.767766953,24.000000000
3B,rdgdpo_positive,5,40,0.957519531,1.814411879,0.975000000,1.678115011,0.183593750,1.000000000,94.000000000,0.021484375,2.923260944,11.000000000
3B,rdgdpo_positive,5,41,0.970214844,1.914376974,,,0.154296875,1.000000000,79.000000000,0.021484375,2.679891450,11.000000000
3B,rdgdpo_positive,5,42,0.949707031,1.864364862,,,0.150390625,1.000000000,77.000000000,0.031250000,2.193741097,16.000000000
3B,rdgdpo_positive,5,43,0.963378906,1.881240964,,,0.130859375,1.000000000,67.000000000,0.035156250,1.929306150,18.000000000
3B,rdgdpo_positive,5,44,0.948242188,1.827209592,,,0.152343750,1.000000000,78.000000000,0.023437500,2.549509757,12.000000000
3B,rdgdpo_positive,5,45,0.964355469,1.884863853,,,0.146484375,1.000000000,75.000000000,0.017578125,2.886751346,9.000000000
3B,rdgdpo_positive,5,46,0.958496094,1.798214316,,,0.148437500,1.000000000,76.000000000,0.035156250,2.054804668,18.000000000
3B,rdgdpo_positive,5,47,0.951171875,1.885876536,,,0.136718750,1.000000000,70.000000000,0.029296875,2.160246899,15.000000000
3B,rdgdpo_positive,5,48,0.961425781,1.736621857,,,0.164062500,1.000000000,84.000000000,0.011718750,3.741657387,6.000000000
3B,rdgdpo_positive,5,49,0.972656250,1.964446425,,,0.132812500,1.000000000,68.000000000,0.033203125,2.000000000,17.000000000
3B,rdgdpo_positive,5,50,0.957519531,1.888488889,0.975000000,1.765317392,0.115234375,1.000000000,59.000000000,0.048828125,1.536229150,25.000000000
3B,rdgdpo_positive,5,51,0.965820312,1.824480295,,,0.128906250,1.000000000,66.000000000,0.025390625,2.253202849,13.000000000
3B,rdgdpo_positive,5,52,0.966796875,1.949341059,,,0.121093750,1.000000000,62.000000000,0.027343750,2.104417123,14.000000000
3B,rdgdpo_positive,5,53,0.962890625,1.885195613,,,0.126953125,1.000000000,65.000000000,0.023437500,2.327373341,12.000000000
3B,rdgdpo_positive,5,54,0.960937500,1.821382999,,,0.126953125,1.000000000,65.000000000,0.019531250,2.549509757,10.000000000
3B,rdgdpo_positive,5,55,0.953613281,1.785427451,,,0.140625000,1.000000000,72.000000000,0.046875000,1.732050808,24.000000000
3B,rdgdpo_positive,5,56,0.947753906,1.950901985,,,0.123046875,1.000000000,63.000000000,0.025390625,2.201398157,13.000000000
3B,rdgdpo_positive,5,57,0.959960938,1.865656376,,,0.126953125,1.000000000,65.000000000,0.021484375,2.430862174,11.000000000
3B,rdgdpo_positive,5,58,0.967773438,1.894922256,,,0.109375000,1.000000000,56.000000000,0.031250000,1.870828693,16.000000000
3B,rdgdpo_positive,5,59,0.961914062,1.844879866,,,0.107421875,1.000000000,55.000000000,0.015625000,2.622022120,8.000000000
3B,rdgdpo_positive,5,60,0.986328125,1.898777723,0.962500000,1.682135574,0.111328125,1.000000000,57.000000000,0.021484375,2.276360732,11.000000000
3B,rdgdpo_positive,5,61,0.961914062,1.838248134,,,0.091796875,1.000000000,47.000000000,0.027343750,1.832250763,14.000000000
3B,rdgdpo_positive,5,62,0.950195312,1.933201075,,,0.111328125,1.000000000,57.000000000,0.037109375,1.732050808,19.000000000
3B,rdgdpo_positive,5,63,0.961914062,1.948559403,,,0.115234375,1.000000000,59.000000000,0.025390625,2.130366527,13.000000000
3B,rdgdpo_positive,5,64,0.952636719,1.995235443,,,0.097656250,1.000000000,50.000000000,0.015625000,2.500000000,8.000000000
3B,rdgdpo_positive,5,65,0.962890625,1.794116139,,,0.097656250,1.000000000,50.000000000,0.023437500,2.041241452,12.000000000
3B,rdgdpo_positive,5,66,0.966796875,1.827010870,,,0.105468750,1.000000000,54.000000000,0.029296875,1.897366596,15.000000000
3B,rdgdpo_positive,5,67,0.953613281,1.888368249,,,0.109375000,1.000000000,56.000000000,0.035156250,1.763834207,18.000000000
3B,rdgdpo_positive,5,68,0.970703125,1.910206795,,,0.115234375,1.000000000,59.000000000,0.031250000,1.920286437,16.000000000
3B,rdgdpo_positive,5,69,0.972167969,1.892034292,,,0.101562500,1.000000000,52.000000000,0.021484375,2.174229226,11.000000000
3B,rdgdpo_positive,5,70,0.979003906,1.954681993,0.987500000,1.757135574,0.087890625,1.000000000,45.000000000,0.023437500,1.936491673,12.000000000
3B,rdgdpo_positive,5,71,0.974609375,1.954620242,,,0.095703125,1.000000000,49.000000000,0.019531250,2.213594362,10.000000000
3B,rdgdpo_positive,5,72,0.953613281,1.918566704,,,0.085937500,1.000000000,44.000000000,0.023437500,1.914854216,12.000000000
3B,rdgdpo_positive,5,73,0.971679688,1.853750706,,,0.109375000,1.000000000,56.000000000,0.035156250,1.763834207,18.000000000
3B,rdgdpo_positive,5,74,0.966796875,1.931231737,,,0.085937500,1.000000000,44.000000000,0.033203125,1.608799333,17.000000000
3B,rdgdpo_positive,5,75,0.961914062,1.961183310,,,0.064453125,1.000000000,33.000000000,0.017578125,1.914854216,9.000000000
3B,rdgdpo_positive,5,76,0.977050781,1.935560465,,,0.097656250,1.000000000,50.000000000,0.015625000,2.500000000,8.000000000
