model_size,method,seed,step,train_format,train_correctness,val_format,val_correctness,pi_correctness,w_correctness,active_groups_correctness,pi_format,w_format,active_groups_format
1.5B,rdgdpo_positive,4,89,0.954101562,1.995685458,,,0.128906250,1.000000000,66.000000000,0.015625000,2.872281323,8.000000000
1.5B,rdgdpo_positive,4,90,0.937011719,1.856566310,0.975000000,1.783111575,0.115234375,1.000000000,59.000000000,0.017578125,2.560381916,9.000000000
1.5B,rdgdpo_positive,4,91,0.931640625,1.786422491,,,0.103515625,1.000000000,53.000000000,0.021484375,2.195035721,11.000000000
1.5B,rdgdpo_positive,4,92,0.946289062,1.892037511,,,0.095703125,1.000000000,49.000000000,0.019531250,2.213594362,10.000000000
1.5B,rdgdpo_positive,4,93,0.949707031,1.963583469,,,0.085937500,1.000000000,44.000000000,0.013671875,2.507132682,7.000000000
1.5B,rdgdpo_positive,4,94,0.939453125,1.798394918,,,0.083984375,1.000000000,43.000000000,0.019531250,2.073644135,10.000000000
1.5B,rdgdpo_positive,4,95,0.953125000,1.940345764,,,0.099609375,1.000000000,51.000000000,0.011718750,2.915475947,6.000000000
1.5B,rdgdpo_positive,4,96,0.920410156,1.996630549,,,0.062500000,1.000000000,32.000000000,0.017578125,1.885618083,9.000000000
1.5B,rdgdpo_positive,4,97,0.933593750,1.844163418,,,0.121093750,1.000000000,62.000000000,0.011718750,3.214550254,6.000000000
1.5B,rdgdpo_positive,4,98,0.949218750,1.925002337,,,0.107421875,1.000000000,55.000000000,0.011718750,3.027650354,6.000000000
1.5B,rdgdpo_positive,4,99,0.948730469,1.890525818,,,0.085937500,1.000000000,44.000000000,0.009765625,2.966479395,5.000000000
1.5B,rdgdpo_positive,4,100,0.943847656,2.086661577,0.975000000,1.822871189,0.076171875,1.000000000,39.000000000,0.009765625,2.792848009,5.000000000
1.5B,rdgdpo_positive,5,0,,,0.025000000,-2.543750000,,,,,,
1.5B,rdgdpo_positive,5,1,0.006835938,-2.469160795,,,0.146484375,1.000000000,75.000000000,0.023437500,2.500000000,12.000000000
1.5B,rdgdpo_positive,5,2,0.004882812,-2.414266109,,,0.148437500,1.000000000,76.000000000,0.015625000,3.082207001,8.000000000
1.5B,rdgdpo_positive,5,3,0.009277344,-2.127661705,,,0.326171875,1.000000000,167.000000000,0.031250000,3.230711996,16.000000000
1.5B,rdgdpo_positive,5,4,0.008300781,-1.503247261,,,0.578125000,1.000000000,296.000000000,0.029296875,4.442221666,15.000000000
1.5B,rdgdpo_positive,5,5,0.009765625,-0.492856205,,,0.718750000,1.000000000,368.000000000,0.029296875,4.953113499,15.000000000
1.5B,rdgdpo_positive,5,6,0.025878906,0.109311745,,,0.710937500,1.000000000,364.000000000,0.089843750,2.813013238,46.000000000
1.5B,rdgdpo_positive,5,7,0.042968750,0.377642900,,,0.681640625,1.000000000,349.000000000,0.136718750,2.232871310,70.000000000
1.5B,rdgdpo_positive,5,8,0.079101562,0.768460512,,,0.697265625,1.000000000,357.000000000,0.191406250,1.908627031,98.000000000
1.5B,rdgdpo_positive,5,9,0.123046875,0.958146334,,,0.601562500,1.000000000,308.000000000,0.283203125,1.457442257,145.000000000
1.5B,rdgdpo_positive,5,10,0.214843750,0.946637094,0.375000000,1.412176260,0.582031250,1.000000000,298.000000000,0.376953125,1.242594645,193.000000000
1.5B,rdgdpo_positive,5,11,0.310546875,1.050230861,,,0.531250000,1.000000000,272.000000000,0.451171875,1.085121734,231.000000000
1.5B,rdgdpo_positive,5,12,0.474121094,0.976369321,,,0.570312500,1.000000000,292.000000000,0.529296875,1.038022531,271.000000000
1.5B,rdgdpo_positive,5,13,0.600585938,0.945372462,,,0.560546875,1.000000000,287.000000000,0.509765625,1.048626177,261.000000000
1.5B,rdgdpo_positive,5,14,0.729003906,1.087089300,,,0.552734375,1.000000000,283.000000000,0.382812500,1.201614560,196.000000000
1.5B,rdgdpo_positive,5,15,0.785644531,1.118706942,,,0.525390625,1.000000000,269.000000000,0.261718750,1.416849564,134.000000000
1.5B,rdgdpo_positive,5,16,0.838378906,1.323157549,,,0.498046875,1.000000000,255.000000000,0.146484375,1.843908891,75.000000000
1.5B,rdgdpo_positive,5,17,0.831542969,1.341935873,,,0.462890625,1.000000000,237.000000000,0.156250000,1.721191448,80.000000000
1.5B,rdgdpo_positive,5,18,0.867187500,1.274031281,,,0.490234375,1.000000000,251.000000000,0.111328125,2.098453900,57.000000000
1.5B,rdgdpo_positive,5,19,0.850097656,1.384793043,,,0.433593750,1.000000000,222.000000000,0.113281250,1.956421787,58.000000000
1.5B,rdgdpo_positive,5,20,0.845703125,1.407166243,0.925000000,1.577682213,0.406250000,1.000000000,208.000000000,0.089843750,2.126438132,46.000000000
1.5B,rdgdpo_positive,5,21,0.877929688,1.544848919,,,0.396484375,1.000000000,203.000000000,0.085937500,2.147937700,44.000000000
1.5B,rdgdpo_positive,5,22,0.852050781,1.415386200,,,0.410156250,1.000000000,210.000000000,0.103515625,1.990543682,53.000000000
1.5B,rdgdpo_positive,5,23,0.882324219,1.486413717,,,0.371093750,1.000000000,190.000000000,0.078125000,2.179449472,40.000000000
1.5B,rdgdpo_positive,5,24,0.887695312,1.632784367,,,0.324218750,1.000000000,166.000000000,0.068359375,2.177810171,35.000000000
1.5B,rdgdpo_positive,5,25,0.889648438,1.463049769,,,0.349609375,1.000000000,179.000000000,0.076171875,2.142368687,39.000000000
1.5B,rdgdpo_positive,5,26,0.889160156,1.572798848,,,0.298828125,1.000000000,153.000000000,0.082031250,1.908627031,42.000000000
1.5B,rdgdpo_positive,5,27,0.922363281,1.750946283,,,0.337890625,1.000000000,173.000000000,0.068359375,2.223253729,35.000000000
1.5B,rdgdpo_positive,5,28,0.926269531,1.769544840,,,0.308593750,1.000000000,158.000000000,0.058593750,2.294921930,30.000000000
1.5B,rdgdpo_positive,5,29,0.926757812,1.610649109,,,0.318359375,1.000000000,163.000000000,0.068359375,2.158041440,35.000000000
1.5B,rdgdpo_positive,5,30,0.909667969,1.586153626,0.975000000,1.713157363,0.277343750,1.000000000,142.000000000,0.060546875,2.140244183,31.000000000
1.5B,rdgdpo_positive,5,31,0.933593750,1.627627850,,,0.306640625,1.000000000,157.000000000,0.062500000,2.215005643,32.000000000
1.5B,rdgdpo_positive,5,32,0.928222656,1.659516811,,,0.285156250,1.000000000,146.000000000,0.060546875,2.170179121,31.000000000
1.5B,rdgdpo_positive,5,33,0.928222656,1.677409172,,,0.306640625,1.000000000,157.000000000,0.062500000,2.215005643,32.000000000
1.5B,rdgdpo_positive,5,34,0.912109375,1.651014686,,,0.300781250,1.000000000,154.000000000,0.056640625,2.304418544,29.000000000
1.5B,rdgdpo_positive,5,35,0.921875000,1.754037738,,,0.246093750,1.000000000,126.000000000,0.060546875,2.016064515,31.000000000
1.5B,rdgdpo_positive,5,36,0.928710938,1.643111587,,,0.248046875,1.000000000,127.000000000,0.041015625,2.459190730,21.000000000
1.5B,rdgdpo_positive,5,37,0.915039062,1.688868999,,,0.283203125,1.000000000,145.000000000,0.041015625,2.627691364,21.000000000
1.5B,rdgdpo_positive,5,38,0.930175781,1.674179554,,,0.251953125,1.000000000,129.000000000,0.054687500,2.146425600,28.000000000
1.5B,rdgdpo_positive,5,39,0.934570312,1.760010958,,,0.222656250,1.000000000,114.000000000,0.039062500,2.387467277,20.000000000
1.5B,rdgdpo_positive,5,40,0.929199219,1.692848444,0.975000000,1.802591888,0.248046875,1.000000000,127.000000000,0.041015625,2.459190730,21.000000000
1.5B,rdgdpo_positive,5,41,0.958984375,1.705695868,,,0.265625000,1.000000000,136.000000000,0.035156250,2.748737084,18.000000000
1.5B,rdgdpo_positive,5,42,0.929687500,1.744109273,,,0.214843750,1.000000000,110.000000000,0.052734375,2.018433569,27.000000000
1.5B,rdgdpo_positive,5,43,0.939453125,1.801921964,,,0.205078125,1.000000000,105.000000000,0.029296875,2.645751311,15.000000000
1.5B,rdgdpo_positive,5,44,0.924316406,1.769142032,,,0.224609375,1.000000000,115.000000000,0.037109375,2.460209662,19.000000000
1.5B,rdgdpo_positive,5,45,0.938476562,1.760281324,,,0.222656250,1.000000000,114.000000000,0.060546875,1.917659864,31.000000000
1.5B,rdgdpo_positive,5,46,0.945800781,1.702471733,,,0.230468750,1.000000000,118.000000000,0.044921875,2.265046309,23.000000000
1.5B,rdgdpo_positive,5,47,0.934082031,1.797266722,,,0.199218750,1.000000000,102.000000000,0.039062500,2.258317958,20.000000000
1.5B,rdgdpo_positive,5,48,0.922363281,1.606075048,,,0.222656250,1.000000000,114.000000000,0.044921875,2.226324716,23.000000000
1.5B,rdgdpo_positive,5,49,0.947265625,1.831792355,,,0.218750000,1.000000000,112.000000000,0.033203125,2.566755792,17.000000000
1.5B,rdgdpo_positive,5,50,0.932128906,1.749198318,0.975000000,1.795449031,0.185546875,1.000000000,95.000000000,0.025390625,2.703274368,13.000000000
1.5B,rdgdpo_positive,5,51,0.943847656,1.767791271,,,0.208984375,1.000000000,107.000000000,0.029296875,2.670830083,15.000000000
1.5B,rdgdpo_positive,5,52,0.945800781,1.900321603,,,0.189453125,1.000000000,97.000000000,0.021484375,2.969542358,11.000000000
1.5B,rdgdpo_positive,5,53,0.941406250,1.801954508,,,0.191406250,1.000000000,98.000000000,0.048828125,1.979898987,25.000000000
1.5B,rdgdpo_positive,5,54,0.938964844,1.733865619,,,0.142578125,1.000000000,73.000000000,0.023437500,2.466441431,12.000000000
1.5B,rdgdpo_positive,5,55,0.924316406,1.751399636,,,0.207031250,1.000000000,106.000000000,0.025390625,2.855494030,13.000000000
1.5B,rdgdpo_positive,5,56,0.930664062,1.869835973,,,0.177734375,1.000000000,91.000000000,0.023437500,2.753785274,12.000000000
1.5B,rdgdpo_positive,5,57,0.931640625,1.742669582,,,0.218750000,1.000000000,112.000000000,0.025390625,2.935197543,13.000000000
1.5B,rdgdpo_positive,5,58,0.937500000,1.830093384,,,0.162109375,1.000000000,83.000000000,0.025390625,2.526779647,13.000000000
1.5B,rdgdpo_positive,5,59,0.941406250,1.822465420,,,0.134765625,1.000000000,69.000000000,0.033203125,2.014652211,17.000000000
1.5B,rdgdpo_positive,5,60,0.960937500,1.823491335,0.975000000,1.768452276,0.175781250,1.000000000,90.000000000,0.019531250,3.000000000,10.000000000
1.5B,rdgdpo_positive,5,61,0.922851562,1.756489754,,,0.146484375,1.000000000,75.000000000,0.031250000,2.165063509,16.000000000
1.5B,rdgdpo_positive,5,62,0.934570312,1.878165364,,,0.146484375,1.000000000,75.000000000,0.017578125,2.886751346,9.000000000
1.5B,rdgdpo_positive,5,63,0.934082031,1.862245083,,,0.158203125,1.000000000,81.000000000,0.015625000,3.181980515,8.000000000
1.5B,rdgdpo_positive,5,64,0.933105469,1.941482902,,,0.169921875,1.000000000,87.000000000,0.019531250,2.949576241,10.000000000
1.5B,rdgdpo_positive,5,65,0.936523438,1.771194339,,,0.123046875,1.000000000,63.000000000,0.013671875,3.000000000,7.000000000
1.5B,rdgdpo_positive,5,66,0.943847656,1.769944787,,,0.152343750,1.000000000,78.000000000,0.017578125,2.943920289,9.000000000
1.5B,rdgdpo_positive,5,67,0.931152344,1.838990450,,,0.173828125,1.000000000,89.000000000,0.019531250,2.983286778,10.000000000
1.5B,rdgdpo_positive,5,68,0.940429688,1.852038980,,,0.140625000,1.000000000,72.000000000,0.019531250,2.683281573,10.000000000
1.5B,rdgdpo_positive,5,69,0.946777344,1.797162652,,,0.156250000,1.000000000,80.000000000,0.021484375,2.696799450,11.000000000
1.5B,rdgdpo_positive,5,70,0.952148438,1.877596736,0.975000000,1.793395457,0.132812500,1.000000000,68.000000000,0.011718750,3.366501646,6.000000000
1.5B,rdgdpo_positive,5,71,0.946777344,1.893257737,,,0.146484375,1.000000000,75.000000000,0.009765625,3.872983346,5.000000000
1.5B,rdgdpo_positive,5,72,0.928222656,1.868855000,,,0.107421875,1.000000000,55.000000000,0.011718750,3.027650354,6.000000000
1.5B,rdgdpo_positive,5,73,0.947753906,1.770685673,,,0.152343750,1.000000000,78.000000000,0.023437500,2.549509757,12.000000000
1.5B,rdgdpo_positive,5,74,0.949707031,1.850927591,,,0.142578125,1.000000000,73.000000000,0.027343750,2.283481052,14.000000000
1.5B,rdgdpo_positive,5,75,0.928222656,1.924059272,,,0.111328125,1.000000000,57.000000000,0.017578125,2.516611478,9.000000000
1.5B,rdgdpo_positive,5,76,0.953613281,1.852343678,,,0.148437500,1.000000000,76.000000000,0.015625000,3.082207001,8.000000000
1.5B,rdgdpo_positive,5,77,0.939941406,1.858872294,,,0.150390625,1.000000000,77.000000000,0.027343750,2.345207880,14.000000000
1.5B,rdgdpo_positive,5,78,0.945800781,1.856250286,,,0.144531250,1.000000000,74.000000000,0.025390625,2.385855757,13.000000000
1.5B,rdgdpo_positive,5,79,0.960937500,1.759192824,,,0.128906250,1.000000000,66.000000000,0.029296875,2.097617696,15.000000000
1.5B,rdgdpo_positive,5,80,0.937988281,1.842789054,0.975000000,1.781280071,0.123046875,1.000000000,63.000000000,0.017578125,2.645751311,9.000000000
1.5B,rdgdpo_positive,5,81,0.929199219,1.944486380,,,0.125000000,1.000000000,64.000000000,0.023437500,2.309401077,12.000000000
1.5B,rdgdpo_positive,5,82,0.936523438,1.915452957,,,0.105468750,1.000000000,54.000000000,0.025390625,2.038098661,13.000000000
1.5B,rdgdpo_positive,5,83,0.957031250,1.965937614,,,0.097656250,1.000000000,50.000000000,0.013671875,2.672612419,7.000000000
1.5B,rdgdpo_positive,5,84,0.937011719,1.947934389,,,0.121093750,1.000000000,62.000000000,0.007812500,3.937003937,4.000000000
1.5B,rdgdpo_positive,5,85,0.939941406,1.938644528,,,0.109375000,1.000000000,56.000000000,0.015625000,2.645751311,8.000000000
1.5B,rdgdpo_positive,5,86,0.940917969,1.917857409,,,0.138671875,1.000000000,71.000000000,0.007812500,4.213074887,4.000000000
1.5B,rdgdpo_positive,5,87,0.940429688,1.884579301,,,0.134765625,1.000000000,69.000000000,0.013671875,3.139608711,7.000000000
1.5B,rdgdpo_positive,5,88,0.948730469,1.995577097,,,0.111328125,1.000000000,57.000000000,0.009765625,3.376388603,5.000000000
1.5B,rdgdpo_positive,5,89,0.934082031,1.905586362,,,0.111328125,1.000000000,57.000000000,0.035156250,1.779513042,18.000000000
1.5B,rdgdpo_positive,5,90,0.946289062,1.847705603,0.975000000,1.847818536,0.117187500,1.000000000,60.000000000,0.011718750,3.162277660,6.000000000
1.5B,rdgdpo_positive,5,91,0.926757812,1.832631826,,,0.115234375,1.000000000,59.000000000,0.023437500,2.217355783,12.000000000
1.5B,rdgdpo_positive,5,92,0.940917969,1.878892899,,,0.099609375,1.000000000,51.000000000,0.013671875,2.699206233,7.000000000
1.5B,rdgdpo_positive,5,93,0.949218750,1.905599833,,,0.091796875,1.000000000,47.000000000,0.011718750,2.798809271,6.000000000
1.5B,rdgdpo_positive,5,94,0.933105469,1.940015435,,,0.093750000,1.000000000,48.000000000,0.013671875,2.618614683,7.000000000
1.5B,rdgdpo_positive,5,95,0.949218750,1.970498562,,,0.091796875,1.000000000,47.000000000,0.015625000,2.423839929,8.000000000
1.5B,rdgdpo_positive,5,96,0.955078125,1.951845407,,,0.085937500,1.000000000,44.000000000,0.021484375,2.000000000,11.000000000
1.5B,rdgdpo_positive,5,97,0.937011719,1.918451309,,,0.111328125,1.000000000,57.000000000,0.007812500,3.774917218,4.000000000
1.5B,rdgdpo_positive,5,98,0.927246094,1.929752946,,,0.113281250,1.000000000,58.000000000,0.011718750,3.109126351,6.000000000
1.5B,rdgdpo_positive,5,99,0.950195312,2.053533077,,,0.091796875,1.000000000,47.000000000,0.021484375,2.067057637,11.000000000
1.5B,rdgdpo_positive,5,100,0.945800781,1.905602217,0.975000000,1.810167021,0.105468750,1.000000000,54.000000000,0.015625000,2.598076211,8.000000000
3B,rdgdpo_positive,0,0,,,0.112500000,1.146707250,,,,,,
3B,rdgdpo_positive,0,1,0.057128906,-0.665785789,,,0.738281250,1.000000000,378.000000000,0.164062500,2.121320344,84.000000000
3B,rdgdpo_positive,0,2,0.052734375,-0.549759984,,,0.759765625,1.000000000,389.000000000,0.144531250,2.292761819,74.000000000
3B,rdgdpo_positive,0,3,0.096191406,-0.375366211,,,0.755859375,1.000000000,387.000000000,0.236328125,1.788392325,121.000000000
3B,rdgdpo_positive,0,4,0.194824219,0.266777456,,,0.724609375,1.000000000,371.000000000,0.380859375,1.379334659,195.000000000
3B,rdgdpo_positive,0,5,0.276855469,0.633956969,,,0.638671875,1.000000000,327.000000000,0.431640625,1.216403720,221.000000000
3B,rdgdpo_positive,0,6,0.485351562,1.018610001,,,0.564453125,1.000000000,289.000000000,0.488281250,1.075174404,250.000000000
3B,rdgdpo_positive,0,7,0.598632812,1.068316936,,,0.531250000,1.000000000,272.000000000,0.447265625,1.089849956,229.000000000
3B,rdgdpo_positive,0,8,0.638183594,1.213271141,,,0.533203125,1.000000000,273.000000000,0.416015625,1.132117547,213.000000000
3B,rdgdpo_positive,0,9,0.735839844,1.223925352,,,0.455078125,1.000000000,233.000000000,0.302734375,1.226061094,155.000000000
3B,rdgdpo_positive,0,10,0.847656250,1.441997290,0.925000000,1.744119629,0.462890625,1.000000000,237.000000000,0.224609375,1.435572905,115.000000000
3B,rdgdpo_positive,0,11,0.844726562,1.478289008,,,0.429687500,1.000000000,220.000000000,0.173828125,1.572230935,89.000000000
3B,rdgdpo_positive,0,12,0.841796875,1.400989890,,,0.412109375,1.000000000,211.000000000,0.181640625,1.506259342,93.000000000
3B,rdgdpo_positive,0,13,0.841796875,1.455848813,,,0.408203125,1.000000000,209.000000000,0.156250000,1.616322988,80.000000000
3B,rdgdpo_positive,0,14,0.859863281,1.511246204,,,0.373046875,1.000000000,191.000000000,0.111328125,1.830540137,57.000000000
3B,rdgdpo_positive,0,15,0.882812500,1.482739210,,,0.375000000,1.000000000,192.000000000,0.136718750,1.656157342,70.000000000
3B,rdgdpo_positive,0,16,0.884277344,1.602148890,,,0.355468750,1.000000000,182.000000000,0.085937500,2.033805211,44.000000000
3B,rdgdpo_positive,0,17,0.919433594,1.736672997,,,0.349609375,1.000000000,179.000000000,0.064453125,2.329000306,33.000000000
3B,rdgdpo_positive,0,18,0.922851562,1.536462069,,,0.363281250,1.000000000,186.000000000,0.083984375,2.079803211,43.000000000
3B,rdgdpo_positive,0,19,0.912597656,1.708749890,,,0.294921875,1.000000000,151.000000000,0.082031250,1.896111309,42.000000000
3B,rdgdpo_positive,0,20,0.917480469,1.578828335,0.950000000,1.761807778,0.347656250,1.000000000,178.000000000,0.095703125,1.905952009,49.000000000
3B,rdgdpo_positive,0,21,0.918945312,1.689149141,,,0.287109375,1.000000000,147.000000000,0.056640625,2.251436323,29.000000000
3B,rdgdpo_positive,0,22,0.941406250,1.735290170,,,0.306640625,1.000000000,157.000000000,0.050781250,2.457328130,26.000000000
3B,rdgdpo_positive,0,23,0.941894531,1.697378874,,,0.310546875,1.000000000,159.000000000,0.066406250,2.162514876,34.000000000
3B,rdgdpo_positive,0,24,0.924804688,1.733552814,,,0.255859375,1.000000000,131.000000000,0.054687500,2.163000561,28.000000000
3B,rdgdpo_positive,0,25,0.938964844,1.659940124,,,0.263671875,1.000000000,135.000000000,0.062500000,2.053959591,32.000000000
3B,rdgdpo_positive,0,26,0.946289062,1.754389763,,,0.244140625,1.000000000,125.000000000,0.056640625,2.076136996,29.000000000
3B,rdgdpo_positive,0,27,0.931152344,1.558771610,,,0.248046875,1.000000000,127.000000000,0.042968750,2.402650052,22.000000000
3B,rdgdpo_positive,0,28,0.943847656,1.816938400,,,0.222656250,1.000000000,114.000000000,0.039062500,2.387467277,20.000000000
3B,rdgdpo_positive,0,29,0.946289062,1.766709566,,,0.234375000,1.000000000,120.000000000,0.052734375,2.108185107,27.000000000
3B,rdgdpo_positive,0,30,0.934082031,1.815529823,0.975000000,1.810557777,0.232421875,1.000000000,119.000000000,0.054687500,2.061552813,28.000000000
3B,rdgdpo_positive,0,31,0.951171875,1.780257106,,,0.234375000,1.000000000,120.000000000,0.068359375,1.851640200,35.000000000
3B,rdgdpo_positive,0,32,0.953125000,1.639672279,,,0.230468750,1.000000000,118.000000000,0.054687500,2.052872552,28.000000000
3B,rdgdpo_positive,0,33,0.948242188,1.791984797,,,0.195312500,1.000000000,100.000000000,0.056640625,1.856953382,29.000000000
3B,rdgdpo_positive,0,34,0.970703125,1.779052377,,,0.240234375,1.000000000,123.000000000,0.044921875,2.312536721,23.000000000
3B,rdgdpo_positive,0,35,0.941406250,1.786934257,,,0.230468750,1.000000000,118.000000000,0.056640625,2.017167697,29.000000000
3B,rdgdpo_positive,0,36,0.965332031,1.908947825,,,0.207031250,1.000000000,106.000000000,0.027343750,2.751622898,14.000000000
3B,rdgdpo_positive,0,37,0.943847656,1.857189775,,,0.193359375,1.000000000,99.000000000,0.056640625,1.847645286,29.000000000
3B,rdgdpo_positive,0,38,0.946289062,1.743940949,,,0.171875000,1.000000000,88.000000000,0.042968750,2.000000000,22.000000000
3B,rdgdpo_positive,0,39,0.959960938,1.707186460,,,0.224609375,1.000000000,115.000000000,0.029296875,2.768874621,15.000000000
3B,rdgdpo_positive,0,40,0.953613281,1.771484613,0.975000000,1.774067392,0.205078125,1.000000000,105.000000000,0.039062500,2.291287847,20.000000000
3B,rdgdpo_positive,0,41,0.959472656,1.856229663,,,0.199218750,1.000000000,102.000000000,0.037109375,2.316985337,19.000000000
3B,rdgdpo_positive,0,42,0.958496094,1.696388602,,,0.226562500,1.000000000,116.000000000,0.041015625,2.350278606,21.000000000
3B,rdgdpo_positive,0,43,0.955566406,1.877265692,,,0.203125000,1.000000000,104.000000000,0.046875000,2.081665999,24.000000000
3B,rdgdpo_positive,0,44,0.950683594,1.794395685,,,0.183593750,1.000000000,94.000000000,0.046875000,1.979057015,24.000000000
3B,rdgdpo_positive,0,45,0.950195312,1.778779268,,,0.175781250,1.000000000,90.000000000,0.035156250,2.236067977,18.000000000
3B,rdgdpo_positive,0,46,0.972167969,1.846359730,,,0.189453125,1.000000000,97.000000000,0.033203125,2.388698883,17.000000000
3B,rdgdpo_positive,0,47,0.959960938,1.808925986,,,0.191406250,1.000000000,98.000000000,0.025390625,2.745625892,13.000000000
3B,rdgdpo_positive,0,48,0.959472656,1.757703662,,,0.177734375,1.000000000,91.000000000,0.039062500,2.133072901,20.000000000
3B,rdgdpo_positive,0,49,0.960937500,1.916047692,,,0.158203125,1.000000000,81.000000000,0.025390625,2.496150883,13.000000000
3B,rdgdpo_positive,0,50,0.965332031,1.889342546,0.975000000,1.722135574,0.169921875,1.000000000,87.000000000,0.041015625,2.035400978,21.000000000
3B,rdgdpo_positive,0,51,0.973144531,1.844832182,,,0.146484375,1.000000000,75.000000000,0.041015625,1.889822365,21.000000000
3B,rdgdpo_positive,0,52,0.965332031,1.890035987,,,0.156250000,1.000000000,80.000000000,0.039062500,2.000000000,20.000000000
3B,rdgdpo_positive,0,53,0.963378906,1.883848071,,,0.154296875,1.000000000,79.000000000,0.031250000,2.222048604,16.000000000
3B,rdgdpo_positive,0,54,0.961425781,1.835591078,,,0.175781250,1.000000000,90.000000000,0.025390625,2.631174058,13.000000000
3B,rdgdpo_positive,0,55,0.951660156,1.844859481,,,0.130859375,1.000000000,67.000000000,0.027343750,2.187627547,14.000000000
3B,rdgdpo_positive,0,56,0.958496094,1.849096894,,,0.150390625,1.000000000,77.000000000,0.023437500,2.533114026,12.000000000
3B,rdgdpo_positive,0,57,0.970214844,1.848556876,,,0.125000000,1.000000000,64.000000000,0.025390625,2.218800785,13.000000000
3B,rdgdpo_positive,0,58,0.959472656,1.839835882,,,0.132812500,1.000000000,68.000000000,0.025390625,2.287087500,13.000000000
3B,rdgdpo_positive,0,59,0.958984375,1.994402766,,,0.126953125,1.000000000,65.000000000,0.019531250,2.549509757,10.000000000
3B,rdgdpo_positive,0,60,0.970703125,1.845206141,0.975000000,1.778000960,0.111328125,1.000000000,57.000000000,0.035156250,1.779513042,18.000000000
3B,rdgdpo_positive,0,61,0.973632812,1.960355043,,,0.140625000,1.000000000,72.000000000,0.027343750,2.267786838,14.000000000
3B,rdgdpo_positive,0,62,0.964355469,1.764653087,,,0.162109375,1.000000000,83.000000000,0.031250000,2.277608395,16.000000000
3B,rdgdpo_positive,0,63,0.960937500,1.987112999,,,0.132812500,1.000000000,68.000000000,0.031250000,2.061552813,16.000000000
3B,rdgdpo_positive,0,64,0.966308594,1.854278564,,,0.109375000,1.000000000,56.000000000,0.019531250,2.366431913,10.000000000
3B,rdgdpo_positive,0,65,0.970703125,2.003671408,,,0.132812500,1.000000000,68.000000000,0.027343750,2.203892660,14.000000000
3B,rdgdpo_positive,0,66,0.979003906,1.867958069,,,0.097656250,1.000000000,50.000000000,0.019531250,2.236067977,10.000000000
3B,rdgdpo_positive,0,67,0.965332031,1.905792236,,,0.111328125,1.000000000,57.000000000,0.019531250,2.387467277,10.000000000
3B,rdgdpo_positive,0,68,0.974609375,1.896113396,,,0.136718750,1.000000000,70.000000000,0.027343750,2.236067977,14.000000000
3B,rdgdpo_positive,0,69,0.962890625,1.859836221,,,0.099609375,1.000000000,51.000000000,0.031250000,1.785357107,16.000000000
3B,rdgdpo_positive,0,70,0.962890625,1.920149803,0.987500000,1.697314146,0.083984375,1.000000000,43.000000000,0.035156250,1.545603083,18.000000000
3B,rdgdpo_positive,0,71,0.973144531,1.936482072,,,0.099609375,1.000000000,51.000000000,0.015625000,2.524876235,8.000000000
3B,rdgdpo_positive,0,72,0.965332031,1.895363092,,,0.095703125,1.000000000,49.000000000,0.019531250,2.213594362,10.000000000
3B,rdgdpo_positive,0,73,0.975097656,1.969300389,,,0.089843750,1.000000000,46.000000000,0.027343750,1.812653934,14.000000000
3B,rdgdpo_positive,0,74,0.953125000,1.797092319,,,0.095703125,1.000000000,49.000000000,0.037109375,1.605910137,19.000000000
3B,rdgdpo_positive,0,75,0.955566406,1.877513409,,,0.064453125,1.000000000,33.000000000,0.033203125,1.393261092,17.000000000
3B,rdgdpo_positive,0,76,0.976562500,1.878983498,,,0.111328125,1.000000000,57.000000000,0.025390625,2.093947321,13.000000000
3B,rdgdpo_positive,0,77,0.979492188,1.953282118,,,0.115234375,1.000000000,59.000000000,0.027343750,2.052872552,14.000000000
3B,rdgdpo_positive,0,78,0.987792969,2.038492680,,,0.066406250,1.000000000,34.000000000,0.021484375,1.758098146,11.000000000
3B,rdgdpo_positive,0,79,0.971191406,2.005161762,,,0.087890625,1.000000000,45.000000000,0.019531250,2.121320344,10.000000000
3B,rdgdpo_positive,0,80,0.978515625,1.953790188,1.000000000,1.718742717,0.109375000,1.000000000,56.000000000,0.009765625,3.346640106,5.000000000
3B,rdgdpo_positive,0,81,0.974609375,1.854558825,,,0.113281250,1.000000000,58.000000000,0.031250000,1.903943276,16.000000000
3B,rdgdpo_positive,0,82,0.970214844,1.962225437,,,0.111328125,1.000000000,57.000000000,0.041015625,1.647508942,21.000000000
3B,rdgdpo_positive,0,83,0.975097656,1.848573923,,,0.097656250,1.000000000,50.000000000,0.015625000,2.500000000,8.000000000
3B,rdgdpo_positive,0,84,0.964843750,1.839147449,,,0.095703125,1.000000000,49.000000000,0.025390625,1.941450687,13.000000000
3B,rdgdpo_positive,0,85,0.976074219,1.920259714,,,0.087890625,1.000000000,45.000000000,0.027343750,1.792842914,14.000000000
3B,rdgdpo_positive,0,86,0.978027344,1.958418131,,,0.080078125,1.000000000,41.000000000,0.017578125,2.134374746,9.000000000
3B,rdgdpo_positive,0,87,0.975585938,1.933505774,,,0.097656250,1.000000000,50.000000000,0.035156250,1.666666667,18.000000000
3B,rdgdpo_positive,0,88,0.979003906,1.921861529,,,0.066406250,1.000000000,34.000000000,0.013671875,2.203892660,7.000000000
