step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,grpo/pi_correctness,grpo/w_correctness,grpo/active_groups_correctness,grpo/pi_format,grpo/w_format,grpo/active_groups_format,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/gen,timing_per_token_ms/adv,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_s/testing,timing_s/save_checkpoint
31,,,,,416945,445233,28288,436119,436119,436119.0,0.07565701007843018,0.001,0.40234375,1.0,206.0,0.31640625,1.0,162.0,0.31625909820712844,-0.0510869397428529,0.0024450395822300224,0.00034400056198325633,90.72306680679321,0.3898232633319807,1e-06,1.6016154289245605,4.0,-3.0,0.1689453125,1.0,0.0,1.432669997215271,3.0,-3.0,0.0,0.0,0.0,1.5980043411254883,4.91943883895874,-3.0146453380584717,0.03784662112593651,0.707542896270752,1.4999996423721313,-1.4999996423721313,0.03784662112593651,1.4999996423721313,-1.4999996423721313,84.0625,1024.0,1.0,0.0029296875,767.732421875,2048.0,399.0,0.00390625,39.155715123000846,11.08441466899967,1.4400936580022972,40.45860739999989,92.2405307140034,0.22743793635572052,0.0008255164633977751,0.006354008119916623,0.023192412735973375,,
32,,,,,433264,460082,26818,444409,444409,444409.0,0.06856109946966171,0.001,0.404296875,1.0,207.0,0.48828125,1.0,250.0,0.33464010779199926,-0.13505285309129877,0.003311624662179885,0.0010138520849954273,60.43243497610092,0.38043149393633957,1e-06,1.5854735374450684,4.0,-3.0,0.32470703125,1.0,0.0,1.2607665061950684,3.0,-3.0,0.0,0.0,0.0,1.5815298557281494,4.490512847900391,-3.261610269546509,0.036265648901462555,0.7417693734169006,1.4999994039535522,-1.4999996423721313,0.036265648901462555,1.4999994039535522,-1.4999996423721313,93.712890625,1024.0,1.0,0.0029296875,774.2734375,2048.0,414.0,0.005859375,38.61423803499929,11.144072475999565,1.366770306001854,42.28659480799979,93.49050958400039,0.20119546296971347,0.0007688696144777975,0.006269040723747474,0.02378810668100769,,
33,,,,,426307,472917,46610,447647,447648,447647.75,0.06871961802244186,0.001,0.455078125,1.0,233.0,0.58203125,1.0,298.0,0.35290330400069553,-0.050618770997971296,0.003755742687887202,0.0003000103087591318,16.347383975982666,0.3719994153374366,1e-06,1.9322272539138794,4.0,-3.0,0.56689453125,1.0,0.0,1.3653327226638794,3.0,-3.0,0.0,0.0,0.0,1.9273271560668945,3.9991941452026367,-3.0149295330047607,0.019866639748215675,0.7471662163734436,1.4999995231628418,-1.4999996423721313,0.019866639748215675,1.4999995231628418,-1.4999996423721313,98.49560546875,1024.0,1.0,0.0009765625,775.81640625,1869.0,399.0,0.0,41.21930765900106,11.298754348998045,1.7090389899967704,43.535589400999015,97.84261973899993,0.20434023398391357,0.0009544552552742477,0.006310069886980358,0.024313530784528133,,
34,,,,,437414,462322,24908,446911,446912,446911.75,0.07027861475944519,0.001,0.498046875,1.0,255.0,0.416015625,1.0,213.0,0.2934487429447472,-0.07348424029623857,0.001859413143392885,0.00032722475123136974,40.353918731212616,0.3638082685874313,1e-06,2.0671439170837402,4.0,-3.0,0.724609375,1.0,0.0,1.3425346612930298,3.0,-3.0,0.0,0.0,0.0,2.0614399909973145,3.9974308013916016,-3.0213253498077393,-0.009815799072384834,0.7604990005493164,1.4999994039535522,-1.499999761581421,-0.009815799072384834,1.4999994039535522,-1.499999761581421,105.28076171875,1024.0,1.0,0.00146484375,767.59375,2048.0,413.0,0.0078125,35.61871179799709,11.309201674001088,1.4125218389999645,44.427536430001055,92.86359918200105,0.16519588988705375,0.0007901570270864239,0.006326305850092936,0.024852522019168804,,
35,,,,,444255,464304,20049,454015,454016,454015.25,0.07220667600631714,0.001,0.462890625,1.0,237.0,0.2734375,1.0,140.0,0.30490426113829017,-0.04106498531473335,0.0017091297140723327,1.5516007238147722e-05,27.177706122398376,0.36956278094386474,1e-06,2.119316339492798,4.0,-3.0,0.76806640625,1.0,0.0,1.3512499332427979,3.0,-3.0,0.0,0.0,0.0,2.1131224632263184,3.9987399578094482,-3.0116968154907227,-0.014664600603282452,0.7668766975402832,1.4999994039535522,-1.4999996423721313,-0.014664600603282452,1.4999994039535522,-1.4999996423721313,108.81884765625,1024.0,3.0,0.001953125,777.9296875,2048.0,393.0,0.01171875,40.84604981599841,11.627027001002716,1.4273207639998873,44.492412449002586,98.49327183599962,0.18328038470615501,0.0007859431836264791,0.006402332851706367,0.02449940417695363,,
36,,,,,449906,458272,8366,452855,452855,452855.0,0.07394717633724213,0.001,0.421875,1.0,216.0,0.228515625,1.0,117.0,0.3209904250688851,0.009676175854110625,0.0022892382457939675,-1.2650592736918043e-05,21.42814600467682,0.3630765703295448,1e-06,2.381469249725342,4.0,-3.0,0.837890625,1.0,0.0,1.5435785055160522,3.0,-3.0,0.0,0.0,0.0,2.376922845840454,4.519469261169434,-3.0129785537719727,0.008804813027381897,0.7619425058364868,1.499998927116394,-1.499999761581421,0.008804813027381897,1.499998927116394,-1.499999761581421,107.400390625,1024.0,1.0,0.001953125,777.08203125,2048.0,418.0,0.00390625,35.52330047800206,11.524594758000603,1.4102490879995457,45.11795459399946,93.65967442799956,0.16150184799688144,0.0007785323602475106,0.006362188094423493,0.024907506041668668,,
37,,,,,446022,465985,19963,455935,455936,455935.25,0.07149024307727814,0.001,0.4296875,1.0,220.0,0.16796875,1.0,86.0,0.4282671890912517,-0.03350207706793181,0.011105314163761515,-0.00687208422920277,22.122113525867462,0.3759626587578876,1e-06,2.215364694595337,4.0,-3.0,0.8251953125,1.0,0.0,1.390169382095337,3.0,-3.0,0.0,0.0,0.0,2.211225986480713,5.536708354949951,-3.0144762992858887,-0.0013952888548374176,0.763766348361969,1.4999995231628418,-1.4999996423721313,-0.0013952888548374176,1.4999995231628418,-1.4999996423721313,113.82275390625,1024.0,9.0,0.0029296875,776.67578125,2048.0,399.0,0.005859375,37.09834965799746,11.609154316000058,1.4892731820000336,43.90802541800076,94.19131882899819,0.15914593455421053,0.0008166034442390852,0.006365571819682761,0.02407580101450851,,
38,,,,,427380,451023,23643,438270,438271,438270.5,0.07503597438335419,0.001,0.408203125,1.0,209.0,0.13671875,1.0,70.0,0.3365487389523408,0.03719768319921247,0.002095425200391689,-0.007034056554904714,123.4875168800354,0.3779219661260118,1e-06,2.2068331241607666,4.0,-3.0,0.82080078125,1.0,0.0,1.386032223701477,3.0,-3.0,0.0,0.0,0.0,2.1993563175201416,3.9975905418395996,-4.171740531921387,-0.037717435508966446,0.7725781798362732,1.4999994039535522,-1.4999996423721313,-0.037717435508966446,1.4999994039535522,-1.4999996423721313,111.9091796875,1024.0,8.0,0.001953125,744.087890625,2048.0,399.0,0.00390625,44.21633047400246,11.215314443001262,1.6332252169995627,41.940314579002006,99.09956124100063,0.19292434431695302,0.0009316308176112485,0.00639748422663701,0.023923760884546192,,
39,,,,,439389,466772,27383,452999,453000,452999.75,0.07489021867513657,0.001,0.41015625,1.0,210.0,0.115234375,1.0,59.0,0.4670792552642524,-0.014402778673684224,0.010477460609763511,0.00440766160138395,19.81224650144577,0.3726641999779818,1e-06,2.251756429672241,4.0,-3.0,0.8251953125,1.0,0.0,1.4265612363815308,3.0,-3.0,0.0,0.0,0.0,2.24580979347229,3.9978034496307373,-3.0127005577087402,-0.031048784032464027,0.7698513269424438,1.4999994039535522,-1.4999996423721313,-0.031048784032464027,1.4999994039535522,-1.4999996423721313,112.24560546875,1024.0,25.0,0.0009765625,772.51953125,2048.0,389.0,0.00390625,37.41647148899938,11.968925917000888,1.5701270770005067,43.974261233001016,95.02777413699732,0.1627659398596626,0.0008665165251197747,0.006605371149211941,0.024268369481992548,,
40,2.40600608009845,0.9125,1.4935060756281018,0.0,423945,470245,46300,443716,443717,443716.75,0.08029785007238388,0.001,0.3984375,1.0,204.0,0.087890625,1.0,45.0,0.31424377063910164,0.048061060191442566,0.0012804123834939674,0.0001850826981050583,2.261140674352646,0.3778937970269477,1e-06,2.325824499130249,4.0,-3.0,0.857421875,1.0,0.0,1.468402624130249,3.0,-3.0,0.0,0.0,0.0,2.317962884902954,3.99831223487854,-3.0130369663238525,-0.020924698561429977,0.7809238433837891,1.4999994039535522,-1.4999996423721313,-0.020924698561429977,1.4999994039535522,-1.4999996423721313,107.13818359375,1024.0,18.0,0.00146484375,759.49609375,2048.0,413.0,0.009765625,36.462594919001276,11.41277065399845,1.7648659630031034,42.479343914998026,113.06146250900201,0.1661779286160327,0.0009943651907456184,0.006430211758964728,0.02393381809172069,7.347973987001751,13.475369294999837
41,,,,,420830,471560,50730,445703,445704,445703.75,0.08294805884361267,0.001,0.41015625,1.0,210.0,0.083984375,1.0,43.0,0.3174602414170901,-0.034253283869475126,0.001900271192425862,4.680704296333715e-06,4.178658902645111,0.3798055927998514,1e-06,2.398674964904785,4.0,-3.0,0.875,1.0,0.0,1.5236748456954956,3.0,-3.0,0.0,0.0,0.0,2.391227960586548,3.99668550491333,-3.0093157291412354,-0.027425317093729973,0.7562360763549805,1.4999994039535522,-1.4999996423721313,-0.027425317093729973,1.4999994039535522,-1.4999996423721313,103.04443359375,1024.0,17.0,0.00146484375,767.470703125,2048.0,393.0,0.0078125,37.35635470599664,11.165005273000133,1.3873505299998214,42.45354094800132,92.45629821700277,0.17701497242635883,0.0007781797494410926,0.006262570862933133,0.02381264514153253,,
42,,,,,434403,447239,12836,441678,441679,441678.75,0.0758824571967125,0.001,0.41796875,1.0,214.0,0.09765625,1.0,50.0,0.33904272654364187,-0.019004226767367894,0.0009623863105286634,0.00014985533680777325,19.166760206222534,0.36976810008353533,1e-06,2.265798330307007,4.0,-3.0,0.85205078125,1.0,0.0,1.4137475490570068,3.0,-3.0,0.0,0.0,0.0,2.2602856159210205,5.821601867675781,-3.0087082386016846,-0.004966221284121275,0.7664592862129211,1.4999994039535522,-1.4999996423721313,-0.004966221284121275,1.4999994039535522,-1.4999996423721313,110.75146484375,1024.0,21.0,0.0009765625,751.90234375,1918.0,407.0,0.0,34.49994355299714,11.551473917999829,1.384295085001213,43.18751484499808,90.72784961399884,0.15210341088267357,0.000783541819139597,0.006538391261748403,0.024445094338927376,,
43,,,,,438198,464099,25901,449175,449176,449175.75,0.07615457475185394,0.001,0.353515625,1.0,181.0,0.076171875,1.0,39.0,0.32965022573868435,-0.015538000967353582,0.003849419586670895,-0.000666219259725646,13.49536794424057,0.3822947487335487,1e-06,2.453634023666382,4.0,-3.0,0.85595703125,1.0,0.0,1.5976769924163818,3.0,-3.0,0.0,0.0,0.0,2.4474496841430664,3.99849796295166,-3.0121240615844727,-0.0050340802408754826,0.7668924331665039,1.4999994039535522,-1.4999996423721313,-0.0050340802408754826,1.4999994039535522,-1.4999996423721313,110.06787109375,1024.0,3.0,0.00244140625,767.228515625,2048.0,407.0,0.00390625,37.17263268700117,11.69832306600074,1.360361679999187,42.5183024379985,92.84429106699827,0.16490461179847826,0.0007571433230752033,0.0065109943413022295,0.02366462483671397,,
44,,,,,435785,475739,39954,460455,460456,460455.75,0.07662714272737503,0.001,0.365234375,1.0,187.0,0.095703125,1.0,49.0,0.4016767567203891,0.028883935988790566,0.0009048297323451768,-0.0016078838715686524,27.644481539726257,0.3860938589153217,1e-06,2.3637146949768066,4.0,-3.0,0.8447265625,1.0,0.0,1.5189881324768066,3.0,-3.0,0.0,0.0,0.0,2.3587026596069336,3.9970862865448,-3.0156893730163574,-0.011766474694013596,0.7708933353424072,1.4999994039535522,-1.4999996423721313,-0.011766474694013596,1.4999994039535522,-1.4999996423721313,108.93115234375,1024.0,20.0,0.00244140625,790.396484375,2048.0,416.0,0.009765625,39.63785062700117,11.574392988000909,1.398724898997898,43.231899208996765,95.93759622799917,0.17767570465415983,0.0007594241677934839,0.0062842048275002045,0.023472341918304183,,
45,,,,,438668,467405,28737,452829,452829,452829.0,0.07584463059902191,0.001,0.40234375,1.0,206.0,0.095703125,1.0,49.0,0.3379874466918409,0.011848132257000543,0.0011438968813308747,3.961072309266456e-06,12.41864538192749,0.3811926514706533,1e-06,2.315629482269287,4.0,-3.0,0.85205078125,1.0,0.0,1.4635788202285767,3.0,-3.0,0.0,0.0,0.0,2.3116538524627686,3.997339963912964,-3.0103096961975098,-0.0040336246602237225,0.7689672708511353,1.4999994039535522,-1.4999996423721313,-0.0040336246602237225,1.4999994039535522,-1.4999996423721313,110.798828125,1024.0,9.0,0.00390625,773.6328125,2048.0,407.0,0.001953125,36.82133559900103,11.848269136000454,1.4230076310013828,42.99893349299964,93.19072232100007,0.16226857338839495,0.0007856208585367671,0.006541249089612444,0.023739056847617776,,
46,,,,,428487,448155,19668,440648,440648,440648.0,0.07734766602516174,0.001,0.38671875,1.0,198.0,0.080078125,1.0,41.0,0.39492125398126143,0.1419021543757669,0.0010974776774548508,-0.005410571365732251,69.7151545882225,0.3729639270110931,1e-06,2.4128403663635254,4.0,-3.0,0.88232421875,1.0,0.0,1.5305160284042358,3.0,-3.0,0.0,0.0,0.0,2.4070987701416016,4.311703205108643,-3.827802896499634,-0.045464519411325455,0.7997827529907227,1.4999994039535522,-1.4999996423721313,-0.045464519411325455,1.4999994039535522,-1.4999996423721313,112.0078125,1024.0,17.0,0.00341796875,748.6328125,1828.0,389.0,0.0,36.28057961400191,11.154033646998869,1.7092921779985772,42.69891376799933,91.9345267839999,0.15815974233627114,0.0009697605446970014,0.006328199405760873,0.024225069538497467,,
47,,,,,436437,452907,16470,446738,446739,446738.5,0.07766275852918625,0.001,0.41015625,1.0,210.0,0.087890625,1.0,45.0,0.2955499615134864,0.01802729776707189,0.00090519812937569,1.8640056780362822e-05,31.75221061706543,0.3859560159741707,1e-06,2.401838779449463,4.0,-3.0,0.88427734375,1.0,0.0,1.5175613164901733,3.0,-3.0,0.0,0.0,0.0,2.3953075408935547,3.9985649585723877,-3.010307788848877,-0.02402789518237114,0.7821164727210999,1.4999995231628418,-1.4999996423721313,-0.02402789518237114,1.4999995231628418,-1.4999996423721313,110.6748046875,1024.0,19.0,0.001953125,761.861328125,2048.0,399.0,0.00390625,37.28181415599829,11.85305125800005,1.4214917719982623,41.847956048000924,92.7547400509975,0.16448197825836836,0.0007954831361066163,0.006633103738540584,0.02341859725991879,,
48,,,,,429315,471097,41782,450088,450089,450088.25,0.07416198402643204,0.001,0.361328125,1.0,185.0,0.09765625,1.0,50.0,0.4594449424935925,0.07772313560839862,0.008951266258654575,0.003921495379707325,7.8791051506996155,0.38808898716275236,1e-06,2.299943685531616,4.0,-3.0,0.83203125,1.0,0.0,1.467912197113037,3.0,-3.0,0.0,0.0,0.0,2.2941455841064453,3.9980106353759766,-3.0131471157073975,-0.04395722970366478,0.7732772827148438,1.4999995231628418,-1.4999996423721313,-0.04395722970366478,1.4999995231628418,-1.4999996423721313,112.98291015625,1024.0,20.0,0.00244140625,766.095703125,2048.0,399.0,0.0078125,39.891338274999725,11.70886695900117,1.4957207199986442,41.97149592900314,95.19580233300076,0.17239945837961063,0.0008307930278110149,0.006503650650178699,0.023312925814550335,,
49,,,,,432328,458859,26531,444688,444689,444688.25,0.07592299580574036,0.001,0.333984375,1.0,171.0,0.078125,1.0,40.0,0.3797466626455044,-0.035458291110036705,0.001544713126977199,0.002745746610250127,14.785287022590637,0.3735233465365867,1e-06,2.5025222301483154,4.0,-3.0,0.85009765625,1.0,0.0,1.652424693107605,3.0,-3.0,0.0,0.0,0.0,2.4970219135284424,5.586091995239258,-3.0161404609680176,-0.018464457243680954,0.7642197012901306,1.4999994039535522,-1.4999996423721313,-0.018464457243680954,1.4999994039535522,-1.4999996423721313,105.64697265625,1024.0,11.0,0.00146484375,762.884765625,2048.0,422.0,0.00390625,37.02962408700114,11.570184923999477,1.4023833680003008,43.04644570199889,93.16021278699918,0.17114424277032395,0.0007884081533525457,0.0065046608067559,0.024200350302711445,,
50,2.5685453133657576,0.925,1.643545308895409,0.0,421696,451380,29684,434914,434914,434914.0,0.07795114815235138,0.001,0.365234375,1.0,187.0,0.08203125,1.0,42.0,0.3547649885217349,0.0040276679520805676,0.0009862210310529918,0.00015875144866489183,10.987559139728546,0.37687320610020325,1e-06,2.4504082202911377,4.0,-3.0,0.88134765625,1.0,0.0,1.5690605640411377,3.0,-3.0,0.0,0.0,0.0,2.4443743228912354,4.100590705871582,-3.011037588119507,0.0013358020223677158,0.7709287405014038,1.4999995231628418,-1.4999996423721313,0.0013358020223677158,1.4999995231628418,-1.4999996423721313,107.224609375,1024.0,19.0,0.00048828125,742.216796875,2047.0,413.0,0.0,32.16901122199852,10.875137956998515,1.4224659110004723,41.67951910999909,109.85656306500096,0.14649179047887265,0.0008176707987099014,0.006251315177827407,0.023958483234615975,10.167051681997691,13.425322966999374
51,,,,,437692,462503,24811,448061,448061,448061.0,0.0751781314611435,0.001,0.361328125,1.0,185.0,0.091796875,1.0,47.0,0.3322359025478363,0.030093156041637543,0.0011042675243750695,-5.752625640760074e-05,51.7677760720253,0.3760050492190677,1e-06,2.430863618850708,4.0,-3.0,0.85693359375,1.0,0.0,1.573930263519287,3.0,-3.0,0.0,0.0,0.0,2.428142547607422,4.674703598022461,-3.011016607284546,-0.004981654230505228,0.7769538164138794,1.4999995231628418,-1.4999996423721313,-0.004981654230505228,1.4999995231628418,-1.4999996423721313,107.6640625,1024.0,11.0,0.0029296875,767.455078125,2048.0,393.0,0.00390625,38.42374013799781,11.647577631996683,1.4356342120008776,43.1041642329983,94.7299202969989,0.174260486076835,0.0008010260946617077,0.00649887941150685,0.024050388358392218,,
52,,,,,421880,470229,48349,442236,442237,442236.5,0.08242020010948181,0.001,0.353515625,1.0,181.0,0.0859375,1.0,44.0,0.2727973262468974,-0.0090065094952782,0.0011466312358000626,-8.634314799564891e-05,40.262123703956604,0.3760231339013323,1e-06,2.4705238342285156,4.0,-3.0,0.87890625,1.0,0.0,1.5916177034378052,3.0,-3.0,0.0,0.0,0.0,2.463841199874878,3.997405767440796,-3.015544891357422,-0.01559335645288229,0.7808469533920288,1.4999995231628418,-1.4999996423721313,-0.01559335645288229,1.4999995231628418,-1.4999996423721313,106.2060546875,1024.0,8.0,0.00146484375,757.537109375,2048.0,407.0,0.005859375,35.98024186799739,11.342610255000181,1.4507378099988273,42.49853252399771,91.38348730000143,0.16541879393130152,0.0008201142431701291,0.006412072643823034,0.024024776631959205,,
53,,,,,426426,490589,64163,443989,443990,443989.5,0.07911723107099533,0.001,0.357421875,1.0,183.0,0.046875,1.0,24.0,0.3962604283325134,-0.029217405462517373,0.0030440211055740235,0.0029864615552205286,10.099554508924484,0.3694521076101405,1e-06,2.5244061946868896,4.0,-3.0,0.88232421875,1.0,0.0,1.6420819759368896,3.0,-3.0,0.0,0.0,0.0,2.5178585052490234,3.9988954067230225,-3.017406463623047,-0.000891864241566509,0.7656522989273071,1.4999995231628418,-1.4999996423721313,-0.000891864241566509,1.4999995231628418,-1.4999996423721313,110.4658203125,1024.0,10.0,0.00146484375,756.701171875,2048.0,389.0,0.001953125,37.43566840600033,11.871767370997986,1.7290075139972032,43.46981732899803,94.6169883980001,0.16547321979013027,0.0009735632903465078,0.006684711784286558,0.024476827339947247,,
54,,,,,429566,460480,30914,449128,449129,449128.75,0.07758858799934387,0.001,0.390625,1.0,200.0,0.0625,1.0,32.0,0.29293002039194105,0.0022568482905626296,0.0008325640674835692,3.8670899554441956e-05,12.527528256177902,0.37574996678067063,1e-06,2.5064916610717773,4.0,-3.0,0.869140625,1.0,0.0,1.6373510360717773,3.0,-3.0,0.0,0.0,0.0,2.500540256500244,4.5790252685546875,-3.0141680240631104,0.0017485719872638583,0.7629378437995911,1.4999995231628418,-1.4999996423721313,0.0017485719872638583,1.4999995231628418,-1.4999996423721313,107.24365234375,1024.0,17.0,0.001953125,769.9609375,2048.0,424.0,0.005859375,35.10320853599842,11.289975228999538,1.5220477559996652,43.30561869600206,91.33417883699803,0.15982520334190098,0.0008472224033752377,0.006284375710194202,0.024105347684824262,,
55,,,,,439866,486898,47032,455590,455591,455590.25,0.07632636278867722,0.001,0.32421875,1.0,166.0,0.07421875,1.0,38.0,0.3428999142300698,0.06565363263765786,0.001365572123998596,6.734443037027133e-05,29.076557099819183,0.38079758840513556,1e-06,2.4098691940307617,4.0,-3.0,0.83935546875,1.0,0.0,1.5705136060714722,3.0,-3.0,0.0,0.0,0.0,2.4017248153686523,3.997091054916382,-3.0150225162506104,-0.03777851164340973,0.7607396245002747,1.499998927116394,-1.4999996423721313,-0.03777851164340973,1.499998927116394,-1.4999996423721313,108.77783203125,1024.0,12.0,0.00244140625,781.046875,2048.0,420.0,0.0078125,37.81649499700143,11.960082093002711,1.4461545740014117,43.37028583999927,94.71127869500197,0.16975044549931737,0.0007935609761191178,0.006562959859765826,0.023798954125993296,,
56,,,,,432352,468395,36043,451392,451393,451392.25,0.07836571335792542,0.001,0.357421875,1.0,183.0,0.05078125,1.0,26.0,0.3373681979794656,0.02606466472629578,0.0012796900982427742,0.00016942590187799425,2.1551916301250458,0.3718714510096129,1e-06,2.410358428955078,4.0,-3.0,0.8642578125,1.0,0.0,1.5461006164550781,3.0,-3.0,0.0,0.0,0.0,2.403310775756836,3.997251033782959,-3.010279893875122,-0.006135216448456049,0.7666800618171692,1.4999995231628418,-1.4999996423721313,-0.006135216448456049,1.4999995231628418,-1.4999996423721313,109.71533203125,707.0,17.0,0.0,771.91015625,2048.0,399.0,0.00390625,32.94197897899721,11.35046843300006,1.6528767569980118,43.91442129499774,90.0003914839981,0.14660622517878394,0.0009154326181929418,0.006286366476717345,0.024321652229849836,,
57,,,,,433279,471423,38144,454744,454745,454744.5,0.08097091317176819,0.001,0.369140625,1.0,189.0,0.080078125,1.0,41.0,0.3653907237514373,0.10560991280081292,0.0019590264681967036,0.00019367198007286436,13.21009373664856,0.3792733197026706,1e-06,2.3860411643981934,4.0,-3.0,0.87255859375,1.0,0.0,1.5134825706481934,3.0,-3.0,0.0,0.0,0.0,2.3793139457702637,3.9962985515594482,-3.0119755268096924,-0.01178763061761856,0.7635222673416138,1.4999990463256836,-1.4999996423721313,-0.01178763061761856,1.4999990463256836,-1.4999996423721313,110.6044921875,1024.0,14.0,0.00146484375,777.568359375,2048.0,399.0,0.005859375,38.81259196300016,12.250492169998324,1.4727821740016225,43.41891319199931,96.06107858399992,0.17134440513778224,0.0008096756387386887,0.00673482151515759,0.023869949604667737,,
58,,,,,422212,446689,24477,434323,434323,434323.0,0.07819781452417374,0.001,0.337890625,1.0,173.0,0.05078125,1.0,26.0,0.35417639181531707,0.03299528443864707,0.0011045338690345143,0.00012783637518215733,3.5810595750808716,0.389919501261062,1e-06,2.4597268104553223,4.0,-3.0,0.86181640625,1.0,0.0,1.5979104042053223,3.0,-3.0,0.0,0.0,0.0,2.4536123275756836,3.9969944953918457,-3.0108392238616943,-0.013839037157595158,0.7636201977729797,1.4999995231628418,-1.4999996423721313,-0.013839037157595158,1.4999995231628418,-1.4999996423721313,108.873046875,1024.0,19.0,0.00146484375,739.4140625,2048.0,423.0,0.001953125,36.56237409299865,11.468987283002207,1.3900292190010077,40.259483107998676,89.82542993500101,0.1639774235912969,0.0008001125999549919,0.006601646288017332,0.023173699705057456,,
59,,,,,439010,456198,17188,446164,446165,446164.75,0.07814137637615204,0.001,0.34375,1.0,176.0,0.05859375,1.0,30.0,0.26795754631360374,0.062221994437277314,0.00145152091087463,-7.999124682100955e-05,7.8733131885528564,0.369303443117636,1e-06,2.5984573364257812,4.0,-3.0,0.8818359375,1.0,0.0,1.7166215181350708,3.0,-3.0,0.0,0.0,0.0,2.5915873050689697,3.9974265098571777,-3.010296106338501,-0.019735144451260567,0.7589503526687622,1.4999995231628418,-1.499999761581421,-0.019735144451260567,1.4999995231628418,-1.499999761581421,107.70654296875,1024.0,16.0,0.00146484375,763.708984375,2048.0,389.0,0.005859375,36.98610852300044,11.722265094998875,1.484081097998569,43.70472809800049,93.99899719300083,0.16767433810855978,0.0008315768435306516,0.006568350085365817,0.024489119825132133,,
60,2.5629203137010337,0.925,1.6379203097894788,0.0,445382,454142,8760,448836,448836,448836.0,0.07527033984661102,0.001,0.322265625,1.0,165.0,0.0703125,1.0,36.0,0.34050285239373485,-0.013183312130070502,0.0021084007514160005,0.004053685778701272,30.48220932483673,0.38621137909226466,1e-06,2.383587121963501,4.0,-3.0,0.85400390625,1.0,0.0,1.5295833349227905,3.0,-3.0,0.0,0.0,0.0,2.3822860717773438,5.054004669189453,-3.014071226119995,-0.0002683230268303305,0.7727965712547302,1.4999995231628418,-1.4999996423721313,-0.0002683230268303305,1.4999995231628418,-1.4999996423721313,106.626953125,1024.0,12.0,0.00244140625,770.005859375,2048.0,393.0,0.005859375,36.09461790200294,11.675553461001982,1.4177945859992178,42.06446531600159,111.79387638000117,0.1652895879600083,0.0007897063660218976,0.006503240304366172,0.02342975235720931,7.196715341000527,13.243891977999738
61,,,,,436507,458627,22120,446615,446615,446615.0,0.06803593039512634,0.001,0.359375,1.0,184.0,0.07421875,1.0,38.0,0.30580477224242303,-0.0310953687369493,0.0006572188210538438,7.374329188971916e-05,28.139872312545776,0.39286732724507156,1e-06,2.547287940979004,4.0,-3.0,0.87646484375,1.0,0.0,1.6708228588104248,3.0,-3.0,0.0,0.0,0.0,2.5494816303253174,6.6541242599487305,-3.0098648071289062,0.004108218941837549,0.7827221751213074,1.4999992847442627,-1.4999996423721313,0.004108218941837549,1.4999992847442627,-1.4999996423721313,110.62109375,1024.0,25.0,0.0029296875,761.673828125,2048.0,407.0,0.001953125,36.417419908997545,11.600259950999316,1.6585703879973153,41.12506569299876,90.90602907900029,0.16074640660421247,0.0009284117125473368,0.006493433914556898,0.023020423459242725,,
62,,,,,429042,469988,40946,451162,451162,451162.0,0.07856083661317825,0.001,0.328125,1.0,168.0,0.046875,1.0,24.0,0.3191087120963681,0.0997017614182926,0.001554883573384535,0.00027892962926641976,2.238434612751007,0.3781372489837141,1e-06,2.381466865539551,4.0,-3.0,0.85498046875,1.0,0.0,1.5264862775802612,3.0,-3.0,0.0,0.0,0.0,2.3745131492614746,3.9984049797058105,-3.007390022277832,-0.035586897283792496,0.7560069561004639,1.4999995231628418,-1.4999996423721313,-0.035586897283792496,1.4999995231628418,-1.4999996423721313,108.107421875,1024.0,23.0,0.00048828125,773.068359375,2048.0,402.0,0.0078125,36.27558746499926,11.901376603000244,1.884316433002823,43.22120906700002,93.36809864299721,0.16384341504669864,0.0010441462451418909,0.006594846531290448,0.02394993875093648,,
