step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_s/testing,timing_s/save_checkpoint
34,,,,,438240,458490,20250,448683,448684,448683.5,0.1311092972755432,0.001,0.17372362411791278,-0.009746344346973685,0.0005646963733353562,6.943679839042165e-05,1.3585516512393951,0.41219856147920036,1e-06,2.744565010070801,4.0,-3.0,0.93994140625,1.0,0.0,1.8046236038208008,3.0,-3.0,0.0,0.0,0.0,2.7289562225341797,4.006589412689209,-3.023834228515625,-0.009629359468817711,0.2399805337190628,1.7320514917373657,-1.7320526838302612,-0.009629359468817711,1.7320514917373657,-1.7320526838302612,127.2216796875,1024.0,36.0,0.00146484375,749.11328125,2048.0,399.0,0.001953125,54.98044927002047,19.913054739008658,1.4071828639716841,75.52320971398149,151.9098333720176,0.011095268011309006,0.04208044741670994,0.0007840620749212329,0.211016884551988,,
35,,,,,437112,483454,46342,452750,452751,452750.25,0.13467110693454742,0.001,0.1841423341538757,0.010652763798134401,0.0005374639913497958,8.926154237087758e-06,1.4862578213214874,0.40098774835002055,1e-06,2.691948175430298,4.0,-3.0,0.95654296875,1.0,0.0,1.7354052066802979,3.0,-3.0,0.0,0.0,0.0,2.6755194664001465,4.001302242279053,-3.0266499519348145,0.005521858111023903,0.2794644832611084,1.732051134109497,-1.7320525646209717,0.005521858111023903,1.732051134109497,-1.7320525646209717,131.86572265625,1024.0,43.0,0.0009765625,752.412109375,2048.0,389.0,0.005859375,62.54268510302063,20.14091632599593,1.5838867150014266,78.38466774200788,162.76058044898673,0.011121427501142148,0.043282509364714804,0.0008745918500328971,0.23158725289108992,,
36,,,,,434887,484268,49381,459168,459169,459168.25,0.13241294026374817,0.001,0.19974013466027477,-0.01160820780111657,0.00045663389966883245,4.047369715877839e-05,1.7741081416606903,0.408580706519404,1e-06,2.769577741622925,4.0,-3.0,0.94775390625,1.0,0.0,1.821824073791504,3.0,-3.0,0.0,0.0,0.0,2.7532780170440674,4.002125263214111,-3.021249532699585,-0.013814687728881836,0.3310588598251343,1.7320512533187866,-1.7320526838302612,-0.013814687728881836,1.7320512533187866,-1.7320526838302612,132.94970703125,1024.0,42.0,0.00146484375,763.86328125,1917.0,416.0,0.0,61.326111989008496,20.39692948400625,1.3999521679943427,78.08963264798513,161.3114495619957,0.011105367958262712,0.04251689475915698,0.0007622217825352378,0.22523096355973607,,
37,,,,,437515,457877,20362,449446,449447,449446.75,0.1331508755683899,0.001,0.15815870752257685,0.0035386322997510433,0.00040883332258090377,-5.294272716949514e-05,40.951234579086304,0.40234495886088806,1e-06,2.8617072105407715,4.0,-3.0,0.953125,1.0,0.0,1.908582091331482,3.0,-3.0,0.0,0.0,0.0,2.8548266887664795,23.031909942626953,-3.0346760749816895,-0.0043542045168578625,0.294109582901001,1.732050895690918,-1.732051134109497,-0.0043542045168578625,1.732050895690918,-1.732051134109497,125.01513671875,1024.0,43.0,0.00146484375,752.810546875,2048.0,418.0,0.005859375,59.91199970798334,19.904749636974884,1.4011237740051001,77.52637909498299,158.86011702602264,0.011071806413649049,0.04312322822168754,0.0007793602768320719,0.234002912569116,,
38,,,,,439823,478836,39013,454259,454260,454259.5,0.1429673135280609,0.001,0.17461466952227056,0.0009336730945506133,0.0005409914319898235,0.00031032105141548527,1.6235128939151764,0.40040262726660153,1e-06,2.670496940612793,4.0,-3.0,0.9599609375,1.0,0.0,1.710536241531372,3.0,-3.0,0.0,0.0,0.0,2.6536598205566406,3.9990901947021484,-3.027756452560425,0.0012310835300013423,0.2914474606513977,1.7320514917373657,-1.7320520877838135,0.0012310835300013423,1.7320514917373657,-1.7320520877838135,126.0126953125,595.0,27.0,0.0,761.212890625,2048.0,393.0,0.0078125,50.376374842977384,19.98334859102033,1.3575659159978386,79.55978871401749,151.3863714929903,0.010997760416138974,0.043785429206223254,0.000747131274083337,0.19520127886953892,,
39,,,,,441583,478279,36696,460609,460610,460609.5,0.14723053574562073,0.001,0.1620534968096763,0.00819766144741152,0.0006215826670086244,0.0002789602322650353,1.4551008641719818,0.4026506005907128,1e-06,2.777742624282837,4.0,-3.0,0.9365234375,1.0,0.0,1.841219425201416,3.0,-3.0,0.0,0.0,0.0,2.7604644298553467,4.000042915344238,-3.029939651489258,-0.0009551403345540166,0.24538984894752502,1.732051968574524,-1.7320531606674194,-0.0009551403345540166,1.732051968574524,-1.7320531606674194,129.0634765625,1024.0,42.0,0.00048828125,770.564453125,2048.0,399.0,0.005859375,70.54864798102062,20.452746997994836,1.540478430018993,79.45000677401549,172.09384503800538,0.011100914656555518,0.043122214573307484,0.0008361086940342052,0.26690418497522195,,
40,2.707920830324292,0.975,1.7329208276234567,0.0,463339,490436,27097,475839,475840,475839.5,0.14778418838977814,0.001,0.15533719421364367,0.01792445161845535,0.0006026935689078528,0.00014138525254026035,1.642162710428238,0.40982043329941437,1e-06,2.7643003463745117,4.0,-3.0,0.94775390625,1.0,0.0,1.8165462017059326,3.0,-3.0,0.0,0.0,0.0,2.747175455093384,4.00007963180542,-3.040621519088745,-0.0009926642524078488,0.26749682426452637,1.7320512533187866,-1.7320525646209717,-0.0009926642524078488,1.7320512533187866,-1.7320525646209717,124.5283203125,1024.0,37.0,0.0009765625,804.845703125,2048.0,413.0,0.0078125,65.28258647301118,20.90206202698755,1.3200787659734488,80.75570561099448,205.83740682699136,0.010981676608913063,0.04242801701571353,0.000693552535032006,0.2559760128963635,11.503856233990518,25.95577110099839
41,,,,,428961,465993,37032,448447,448448,448447.25,0.14790205657482147,0.001,0.14835478365421295,-0.005052080874641736,0.0006403538320834438,0.00019264548852030808,1.335131287574768,0.4129227276147819,1e-06,2.7781121730804443,4.0,-3.0,0.94921875,1.0,0.0,1.8288935422897339,3.0,-3.0,0.0,0.0,0.0,2.760890483856201,4.001598358154297,-3.0314784049987793,0.0032712670508772135,0.22055567800998688,1.732051134109497,-1.7320514917373657,0.0032712670508772135,1.732051134109497,-1.7320514917373657,124.80908203125,992.0,42.0,0.0,751.064453125,2048.0,421.0,0.005859375,57.03903814498335,19.98969968999154,1.207779574993765,75.39927698197425,153.7395340789808,0.011143841159685749,0.04203352622965926,0.0006733119530746175,0.22314956885314427,,
42,,,,,440208,474027,33819,456226,456227,456226.75,0.1569085568189621,0.001,0.14189824798414785,-0.028405078897072424,0.0007811621218288858,7.398913270838919e-05,1.6117923855781555,0.40142739540134603,1e-06,2.7280690670013428,4.0,-3.0,0.93505859375,1.0,0.0,1.7930104732513428,3.0,-3.0,0.0,0.0,0.0,2.7097675800323486,3.9994871616363525,-3.0364036560058594,-0.012339426204562187,0.29400163888931274,1.7320513725280762,-1.7320516109466553,-0.012339426204562187,1.7320513725280762,-1.7320516109466553,126.39013671875,1024.0,22.0,0.0029296875,764.677734375,2048.0,389.0,0.00390625,60.14580039400607,20.12097035199986,1.2088547610037494,78.88212533001206,160.4452245720022,0.01102575109416527,0.043225285085767146,0.0006624199266065336,0.2323604306559708,,
43,,,,,417732,468432,50700,439799,439800,439799.75,0.15967294573783875,0.001,0.1285388688246409,0.028539363791545234,0.0007440229140532514,0.0001568231471234564,1.3405383229255676,0.4119857975453623,1e-06,2.777359962463379,4.0,-3.0,0.9453125,1.0,0.0,1.832047700881958,3.0,-3.0,0.0,0.0,0.0,2.759218215942383,4.000791072845459,-3.030003786087036,-0.004126689862459898,0.19251105189323425,1.732050895690918,-1.7320512533187866,-0.004126689862459898,1.732050895690918,-1.7320512533187866,119.91552734375,924.0,31.0,0.0,739.068359375,2048.0,389.0,0.005859375,58.11227122301352,19.47143268500804,1.4399048009945545,74.01833883699146,153.12522966400138,0.011068351383219318,0.04207502325603383,0.0008185002384577041,0.23662600717063004,,
44,,,,,434276,457036,22760,450044,450045,450044.25,0.16375604271888733,0.001,0.12722722347825766,0.014901693983119912,0.0006134454570201342,-2.9080518601176664e-05,1.5031455159187317,0.40497350915912833,1e-06,2.8692471981048584,4.0,-3.0,0.95703125,1.0,0.0,1.912216067314148,3.0,-3.0,0.0,0.0,0.0,2.8510844707489014,4.001269817352295,-3.0295369625091553,-0.0016725707100704312,0.21229778230190277,1.7320514917373657,-1.7320510149002075,-0.0016725707100704312,1.7320514917373657,-1.7320510149002075,118.32666015625,1024.0,43.0,0.00048828125,760.666015625,2048.0,399.0,0.00390625,61.80547136097448,20.02841370299575,1.32762494799681,77.54828806399019,160.82306757199694,0.01112580246442197,0.04307814624005872,0.0007374968950257725,0.2550435613844358,,
45,,,,,438183,477452,39269,461108,461109,461108.5,0.16349050402641296,0.001,0.1274694229941815,-0.0023278849766938947,0.0005529024301722529,7.862041076123205e-05,1.731243908405304,0.41760338369155636,1e-06,2.799062728881836,4.0,-3.0,0.94873046875,1.0,0.0,1.850332260131836,3.0,-3.0,0.0,0.0,0.0,2.780423879623413,3.9983408451080322,-3.032255172729492,-0.006866654381155968,0.2092260867357254,1.7320520877838135,-1.732054352760315,-0.006866654381155968,1.7320520877838135,-1.732054352760315,124.3720703125,1024.0,25.0,0.0009765625,776.23046875,2048.0,427.0,0.001953125,60.584619250003016,20.83846630199696,1.4457828629820142,76.66458850397612,159.66304696898442,0.011298027634492185,0.04156537371571773,0.0007838626174653114,0.23785351119295764,,
46,,,,,443241,506265,63024,466532,466532,466532.0,0.16293862462043762,0.001,0.13258976442739367,-0.013805174428853206,0.0004902101882180432,-5.264683932182379e-05,1.695077657699585,0.403599503134689,1e-06,2.799487829208374,4.0,-3.0,0.94287109375,1.0,0.0,1.856616735458374,3.0,-3.0,0.0,0.0,0.0,2.7809042930603027,3.999129056930542,-3.0315463542938232,-0.022497892379760742,0.2638883590698242,1.7320513725280762,-1.7320514917373657,-0.022497892379760742,1.7320513725280762,-1.7320514917373657,127.8984375,1024.0,41.0,0.00537109375,783.296875,2048.0,416.0,0.0078125,65.14502516499488,20.599257979978574,1.2522698770044371,80.41459174198098,167.51002141300705,0.011038502171329392,0.04309168060389265,0.0006710525092621927,0.24870588680057296,,
47,,,,,421852,473073,51221,441711,441711,441711.0,0.1693803071975708,0.001,0.10793059642116229,0.00047261857738097507,0.0003889323027882104,-5.322388555365857e-05,1.271787941455841,0.41700474203715115,1e-06,2.9217677116394043,4.0,-3.0,0.95556640625,1.0,0.0,1.9662015438079834,3.0,-3.0,0.0,0.0,0.0,2.902803897857666,3.999966621398926,-3.032170057296753,-0.00285373255610466,0.19950714707374573,1.732051134109497,-1.7320513725280762,-0.00285373255610466,1.732051134109497,-1.7320513725280762,118.146484375,1024.0,39.0,0.00048828125,744.5703125,2048.0,399.0,0.005859375,54.41440994301229,19.486677052016603,1.592884306999622,74.21890399599215,149.82519614399644,0.011029087487076733,0.04200648387519903,0.0009015421321857628,0.22488638782220616,,
48,,,,,425677,479592,53915,456663,456664,456663.5,0.1636492908000946,0.001,0.14044753654349235,-0.010041370311932217,0.0006547200910356496,6.72925434041498e-05,1.4168884754180908,0.40690067058071766,1e-06,2.803652763366699,4.0,-3.0,0.93603515625,1.0,0.0,1.8676176071166992,3.0,-3.0,0.0,0.0,0.0,2.78485107421875,3.9979889392852783,-3.0382425785064697,0.004855409264564514,0.2191978543996811,1.732051134109497,-1.7320553064346313,0.004855409264564514,1.732051134109497,-1.7320553064346313,127.0439453125,983.0,35.0,0.0,764.876953125,2048.0,423.0,0.005859375,59.505360286013456,20.13144754600944,1.2156649340176955,77.93101847200887,158.87258572599967,0.01102094186748527,0.042663262156932225,0.0006655146152570193,0.22870315960894688,,
49,,,,,436951,482492,45541,468625,468626,468625.75,0.1643843948841095,0.001,0.15101045020855963,-0.017089350586502405,0.0004483351804083213,0.00013709787072002655,1.4619114696979523,0.41805257168317267,1e-06,2.722393274307251,4.0,-3.0,0.96044921875,1.0,0.0,1.76194429397583,3.0,-3.0,0.0,0.0,0.0,2.7038567066192627,4.000730037689209,-3.036849021911621,-0.0008742744685150683,0.20620505511760712,1.7320513725280762,-1.7320513725280762,-0.0008742744685150683,1.7320513725280762,-1.7320513725280762,121.00341796875,1024.0,43.0,0.00048828125,794.28125,2048.0,416.0,0.00390625,54.78062301001046,20.56356144201709,1.2681951760023367,77.87000405599247,154.56405601499137,0.01097014058767422,0.041541680144546296,0.0006765500914121432,0.221054508443841,,
50,2.6966387782245875,0.975,1.7216387762688101,0.0,444339,456300,11961,450278,450279,450278.5,0.1700071096420288,0.001,0.1286348449366708,-0.023135092229612412,0.0006125005179895989,0.00014175774484673668,1.3222202956676483,0.41128491100944387,1e-06,2.86759877204895,4.0,-3.0,0.951171875,1.0,0.0,1.916426658630371,3.0,-3.0,0.0,0.0,0.0,2.8484363555908203,4.000822067260742,-3.0363991260528564,-0.002115444280207157,0.20900359749794006,1.7320514917373657,-1.7320518493652344,-0.002115444280207157,1.7320514917373657,-1.7320518493652344,123.8466796875,1024.0,43.0,0.00048828125,755.603515625,2048.0,407.0,0.00390625,52.10536141099874,19.999465800006874,1.2828266719880048,75.93554215901531,194.49874734098557,0.011103942226870079,0.04216031975711438,0.0007122406865906349,0.2054319991917565,17.91719475699938,27.156982354004867
51,,,,,424012,457595,33583,444167,444168,444167.75,0.16950669884681702,0.001,0.11020873679268745,0.00721883172950437,0.0007999185022086867,3.0017703407323888e-05,37.23142382502556,0.4158698979021275,1e-06,2.7626895904541016,4.0,-3.0,0.94970703125,1.0,0.0,1.812982439994812,3.0,-3.0,0.0,0.0,0.0,2.7501087188720703,14.573455810546875,-3.043240547180176,0.007509469985961914,0.22606569528579712,1.7320514917373657,-1.7320513725280762,0.007509469985961914,1.7320514917373657,-1.7320513725280762,118.08544921875,1024.0,45.0,0.00048828125,749.4296875,1969.0,416.0,0.0,63.10787996900035,20.304664051014697,1.1911707769904751,74.02668775399798,158.74146263397415,0.011428488477053262,0.04166595152056739,0.0006704509596827297,0.2609499707201913,,
52,,,,,445154,466659,21505,453322,453322,453322.0,0.17329350113868713,0.001,0.13436540340383848,-0.005498967257638773,0.0005229710009492313,0.0002423196247643015,1.545704334974289,0.41346239594915335,1e-06,2.891566276550293,4.0,-3.0,0.9443359375,1.0,0.0,1.947230577468872,3.0,-3.0,0.0,0.0,0.0,2.872580051422119,4.004478931427002,-3.0449280738830566,0.003994039259850979,0.20585492253303528,1.7320510149002075,-1.7320512533187866,0.003994039259850979,1.7320510149002075,-1.7320512533187866,118.55859375,752.0,43.0,0.0,766.8359375,2048.0,393.0,0.005859375,57.080541700008325,20.194129013019847,1.2104417440132238,76.17125870200107,154.7550682379806,0.011136746624375084,0.04200725902449091,0.000667539709088255,0.23508509480745415,,
53,,,,,426638,497442,70804,455908,455908,455908.0,0.1715513914823532,0.001,0.12549197625729344,0.045253281721905354,0.0005063103087576887,9.929519681815779e-05,1.4812264442443848,0.41174231389073956,1e-06,2.7395060062408447,4.0,-3.0,0.93798828125,1.0,0.0,1.8015177249908447,3.0,-3.0,0.0,0.0,0.0,2.719552516937256,4.0010294914245605,-3.040217876434326,-0.002199453068897128,0.23523171246051788,1.7320510149002075,-1.7320513725280762,-0.002199453068897128,1.7320510149002075,-1.7320513725280762,125.154296875,1024.0,41.0,0.00048828125,765.291015625,2048.0,418.0,0.001953125,56.6691045530024,20.570498455985216,1.4681591289991047,76.91072731901659,155.7156232179841,0.011279961338683033,0.04217447781077355,0.0008050742304363516,0.22109078072770486,,
54,,,,,453406,478258,24852,460776,460777,460776.25,0.1717567890882492,0.001,0.1094467923976481,0.04247031894919928,0.0005147291740286164,0.00022630582179772318,1.3066332936286926,0.41323776046604366,1e-06,2.834049701690674,4.0,-3.0,0.9619140625,1.0,0.0,1.8721357583999634,3.0,-3.0,0.0,0.0,0.0,2.8146796226501465,4.000330924987793,-3.0408568382263184,-0.004053135868161917,0.12443701177835464,1.7320520877838135,-1.7320513725280762,-0.004053135868161917,1.7320520877838135,-1.7320513725280762,119.94189453125,1024.0,36.0,0.0009765625,780.01171875,1917.0,424.0,0.0,56.34197619499173,20.507473747013137,1.2380236070021056,77.39070671101217,155.61012028800906,0.011126590046152084,0.0419893097305971,0.000671705413962908,0.22936715041459582,,
55,,,,,437892,484619,46727,461208,461209,461208.5,0.16958150267601013,0.001,0.12987274304032326,0.03350716172644752,0.0008143260711221956,6.969948731239128e-05,1.717012345790863,0.40663014479249987,1e-06,2.7983205318450928,4.0,-3.0,0.96484375,1.0,0.0,1.8334766626358032,3.0,-3.0,0.0,0.0,0.0,2.7787604331970215,4.003958702087402,-3.0410966873168945,-0.006197681184858084,0.18648068606853485,1.732051134109497,-1.7320538759231567,-0.006197681184858084,1.732051134109497,-1.7320538759231567,123.4248046875,1024.0,44.0,0.00146484375,777.373046875,2048.0,389.0,0.009765625,56.520672796992585,20.582274595013587,1.3144299059931654,78.77251591600361,157.31080956500955,0.011156708188928428,0.04269897232813555,0.0007124922383223453,0.22360160774839416,,
56,,,,,452795,461383,8588,457188,457189,457188.75,0.17490652203559875,0.001,0.11307730048429221,-0.009764668546267785,0.0005958276951787411,0.00011623485897871433,1.449565440416336,0.40925459740158426,1e-06,2.922523021697998,4.0,-3.0,0.962890625,1.0,0.0,1.9596322774887085,3.0,-3.0,0.0,0.0,0.0,2.9023184776306152,4.000039100646973,-3.045523166656494,-0.004110373556613922,0.1931033879518509,1.7320512533187866,-1.7320513725280762,-0.004110373556613922,1.7320512533187866,-1.7320513725280762,121.79443359375,1024.0,35.0,0.00048828125,771.15234375,2048.0,399.0,0.0078125,54.38892444598605,20.100723882002058,1.6025405960099306,77.5232184670167,153.72201608802425,0.010991479931429885,0.04239125441462454,0.0008763014159960906,0.21804848736538998,,
57,,,,,433352,471861,38509,449554,449555,449554.5,0.17820417881011963,0.001,0.11020025511582693,0.03366266736993566,0.0007282829746448745,-6.620932532920657e-05,1.3112744390964508,0.4156470717217275,1e-06,2.873581647872925,4.0,-3.0,0.9599609375,1.0,0.0,1.9136205911636353,3.0,-3.0,0.0,0.0,0.0,2.8535072803497314,3.997962474822998,-3.033851385116577,-0.001883822726085782,0.2113533765077591,1.732051134109497,-1.7320547103881836,-0.001883822726085782,1.732051134109497,-1.7320547103881836,119.1923828125,1024.0,43.0,0.0009765625,758.84375,2048.0,399.0,0.005859375,55.205185685976176,20.269955860974733,1.2270288080035243,75.10732474600081,152.32620201600366,0.011272246113082359,0.04176764149063173,0.0006823582057367485,0.22615251442396408,,
58,,,,,440244,464227,23983,452077,452078,452077.25,0.17983824014663696,0.001,0.11470200265607526,0.0022868230608442137,0.0004194554733863521,4.050740778526937e-05,1.2250910103321075,0.4070394112693681,1e-06,2.933253288269043,4.0,-3.0,0.9541015625,1.0,0.0,1.979151964187622,3.0,-3.0,0.0,0.0,0.0,2.912698745727539,3.9976582527160645,-3.0438179969787598,-0.00639541307464242,0.15280619263648987,1.7320520877838135,-1.7320531606674194,-0.00639541307464242,1.7320520877838135,-1.7320531606674194,121.04931640625,1024.0,45.0,0.00048828125,761.9140625,2048.0,418.0,0.00390625,54.826693852985045,20.089983654004754,1.2030586789769586,77.02572431901353,153.26292306100368,0.01110981787626161,0.04259544376487289,0.0006652948577798145,0.22115652861729523,,
59,,,,,452193,482895,30702,464335,464336,464335.25,0.16947895288467407,0.001,0.10894308635033667,-0.010998987956554629,0.0005065634422862786,-3.409359885608865e-05,40.93512988090515,0.4113534824574998,1e-06,2.8130195140838623,4.0,-3.0,0.94677734375,1.0,0.0,1.8662421703338623,3.0,-3.0,0.0,0.0,0.0,2.80540132522583,26.170183181762695,-3.0392568111419678,-0.013039727695286274,0.18109291791915894,1.732050895690918,-1.7320525646209717,-0.013039727695286274,1.732050895690918,-1.7320525646209717,122.75634765625,1024.0,28.0,0.001953125,784.1484375,2048.0,389.0,0.005859375,61.95622345499578,20.554451391013572,1.237959858000977,78.41961724701105,162.27064164399053,0.01106660079706073,0.042221443045197975,0.000666522656852445,0.24643990157314205,,
60,2.826316811516881,0.975,1.851316806487739,0.0,450711,462222,11511,456173,456173,456173.0,0.17923156917095184,0.001,0.09331283054780215,-0.011646384446066804,0.00027301505906507373,8.581429764831228e-05,1.4300581812858582,0.41109992254609384,1e-06,2.8384251594543457,4.0,-3.0,0.96484375,1.0,0.0,1.8735815286636353,3.0,-3.0,0.0,0.0,0.0,2.8175976276397705,4.0011091232299805,-3.0253512859344482,0.0025165651459246874,0.15302470326423645,1.7320512533187866,-1.7320513725280762,0.0025165651459246874,1.7320512533187866,-1.7320513725280762,124.32421875,957.0,43.0,0.0,766.638671875,2048.0,413.0,0.005859375,52.86816229298711,20.05893279297743,1.2069708380149677,76.95634547399823,194.78850278700702,0.010993051316593392,0.04217497828345728,0.0006614655174763564,0.20763880625328773,16.763452517974656,26.85063172801165
61,,,,,439078,461401,22323,450184,450184,450184.0,0.18883159756660461,0.001,0.10425718948245048,0.02970197981533905,0.000608285217701147,0.00034936946285597515,1.3228910267353058,0.4011456226072536,1e-06,2.8742735385894775,4.0,-3.0,0.96044921875,1.0,0.0,1.9138245582580566,3.0,-3.0,0.0,0.0,0.0,2.8526508808135986,3.998635768890381,-3.050668954849243,-0.008243332616984844,0.15749259293079376,1.732050895690918,-1.7320510149002075,-0.008243332616984844,1.732050895690918,-1.7320510149002075,121.18359375,1024.0,34.0,0.0009765625,758.08203125,2048.0,402.0,0.001953125,57.32980914899963,19.89109856900177,1.5297685709956568,77.90439717000118,156.75430052599404,0.011046093691136164,0.04326253108173612,0.0008495240673789255,0.23099720025867757,,
62,,,,,449836,475044,25208,463875,463876,463875.25,0.18609224259853363,0.001,0.09023651119787246,-0.003744948480743915,0.00040606080347060924,0.00036948744696019276,1.7409636080265045,0.4149184141083875,1e-06,2.88185977935791,4.0,-3.0,0.9521484375,1.0,0.0,1.929711103439331,3.0,-3.0,0.0,0.0,0.0,2.8603198528289795,4.000512599945068,-3.043553352355957,-0.016003137454390526,0.1700149029493332,1.732050895690918,-1.7320518493652344,-0.016003137454390526,1.732050895690918,-1.7320518493652344,125.48681640625,1024.0,35.0,0.00146484375,780.51953125,2048.0,393.0,0.0078125,61.21596554998541,20.537167389993556,1.2577207070135046,77.72258614798193,160.81941711599939,0.0110682599416511,0.04188765521979343,0.0006778334837941368,0.23819719899448402,,
63,,,,,423747,453532,29785,439581,439582,439581.25,0.18708276748657227,0.001,0.07739996614641156,0.030621055545734948,0.0003698095910106625,0.0002130360464026784,1.271239310503006,0.4132577950276391,1e-06,2.9967010021209717,4.0,-3.0,0.96728515625,1.0,0.0,2.0294158458709717,3.0,-3.0,0.0,0.0,0.0,2.976484775543213,3.99930477142334,-3.0261776447296143,-0.009296100586652756,0.13723960518836975,1.732050895690918,-1.7320525646209717,-0.009296100586652756,1.732050895690918,-1.7320525646209717,112.45361328125,687.0,46.0,0.0,746.103515625,2048.0,407.0,0.001953125,47.345346398011316,19.39918120400398,1.1955804519820958,73.71178247901844,141.755785751011,0.011032761977452394,0.04192159155959134,0.0006799541904836113,0.205576719558895,,
64,,,,,433459,481707,48248,453032,453033,453032.25,0.19339458644390106,0.001,0.07463191137198479,0.004363129576367717,0.0005299584243461609,0.00034433326506968435,1.444640576839447,0.40957439885611724,1e-06,2.8603262901306152,4.0,-3.0,0.96826171875,1.0,0.0,1.8920645713806152,3.0,-3.0,0.0,0.0,0.0,2.837860107421875,3.997807741165161,-3.0305259227752686,-0.0051990388892591,0.15498404204845428,1.7320512533187866,-1.7320513725280762,-0.0051990388892591,1.7320512533187866,-1.7320513725280762,123.56494140625,990.0,45.0,0.0,761.263671875,2048.0,421.0,0.009765625,55.999205857980996,20.32221849699272,1.2005469279829413,76.79725718300324,154.41433452401543,0.011214553984287386,0.042379575175389414,0.0006625063270787793,0.2212873807421175,,
65,,,,,448643,463326,14683,454181,454181,454181.0,0.19629201292991638,0.001,0.07421929389238358,-0.014762978996926298,0.00032315302232746037,0.0004455361685055929,1.5472487211227417,0.4093802845258599,1e-06,2.969395160675049,4.0,-3.0,0.96923828125,1.0,0.0,2.000156879425049,3.0,-3.0,0.0,0.0,0.0,2.9472503662109375,3.999845504760742,-3.042884111404419,0.00030832772608846426,0.10393558442592621,1.732050895690918,-1.7320514917373657,0.00030832772608846426,1.732050895690918,-1.7320514917373657,119.63671875,664.0,40.0,0.0,767.435546875,2048.0,389.0,0.0078125,51.30484483297914,20.170984239986865,1.228786344989203,77.0239654330071,149.820610862982,0.011102943672229169,0.04239717504310347,0.0006763748070643658,0.2093938552297774,,
66,,,,,433855,475047,41192,453960,453960,453960.0,0.19711637496948242,0.001,0.08060260453531819,0.007710231468081474,0.0006687779809468456,0.00030383980573523946,1.3834129571914673,0.41150646059886054,1e-06,2.9055306911468506,4.0,-3.0,0.96240234375,1.0,0.0,1.9431283473968506,3.0,-3.0,0.0,0.0,0.0,2.884007453918457,3.9990193843841553,-3.048377513885498,-0.0017458152724429965,0.13581311702728271,1.7320512533187866,-1.7320510149002075,-0.0017458152724429965,1.7320512533187866,-1.7320510149002075,116.001953125,593.0,43.0,0.0,770.638671875,2048.0,418.0,0.005859375,48.899234117998276,20.168836693977937,1.4085733429819811,76.63261742799659,147.21587790100602,0.011107166211768623,0.04220229614283009,0.0007757144588631053,0.20582911335510193,,
67,,,,,437224,468891,31667,452060,452060,452060.0,0.20336772501468658,0.001,0.08034544078012308,0.006668597149352233,0.0006963619050414612,-4.0828609780874106e-05,1.272106260061264,0.41646852928462735,1e-06,2.898116111755371,4.0,-3.0,0.96484375,1.0,0.0,1.9332724809646606,3.0,-3.0,0.0,0.0,0.0,2.8750147819519043,4.001856327056885,-3.0623035430908203,-0.0022818304132670164,0.1368519812822342,1.732050895690918,-1.732050895690918,-0.0022818304132670164,1.732050895690918,-1.732050895690918,120.951171875,869.0,44.0,0.0,761.978515625,2048.0,418.0,0.001953125,52.21268737601349,20.35084079299122,1.2438617710140534,75.32515642701765,149.21447704397724,0.011254502053373016,0.04165661440241209,0.0006878853310478992,0.21078320997308722,,
68,,,,,441745,455180,13435,448078,448079,448078.5,0.1883619725704193,0.001,0.08901145032817318,0.011469312132366242,0.00037251653022042685,0.00012819025165123504,2.5970107316970825,0.40521525214775034,1e-06,2.907266139984131,4.0,-3.0,0.95068359375,1.0,0.0,1.9565824270248413,3.0,-3.0,0.0,0.0,0.0,2.9007980823516846,31.404510498046875,-3.040738582611084,0.0008186807972379029,0.10272271931171417,1.7320512533187866,-1.7320513725280762,0.0008186807972379029,1.7320512533187866,-1.7320513725280762,113.4267578125,1024.0,44.0,0.00048828125,761.7265625,2048.0,393.0,0.001953125,47.49933444597991,19.86537987101474,1.4641573039989453,76.72512175500742,145.65265674801776,0.011083649333216579,0.04280785719188012,0.0008169089255559825,0.20447586482010138,,
