step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_per_token_ms/adv,timing_per_token_ms/update_actor,timing_s/testing,timing_s/save_checkpoint
34,,,,,403461,446659,43198,429647,429648,429647.5,0.12890401482582092,0.001,0.12818482425063848,-0.0643564613003816,0.0005805191446727674,0.00015745010361050454,1.9260497093200684,0.37926913379023003,1e-06,1.6405507326126099,3.0,-3.0,0.01416015625,1.0,0.0,1.6263905763626099,3.0,-3.0,0.0,0.0,0.0,1.636581301689148,6.473527431488037,-3.028927803039551,0.013228845782577991,0.3163544535636902,1.732053279876709,-1.7320512533187866,0.013228845782577991,1.732053279876709,-1.7320512533187866,74.7314453125,1024.0,1.0,0.0009765625,764.423828125,2048.0,421.0,0.01171875,34.02288087099987,11.683631421000428,1.591667459000746,40.95575467799972,88.3772746020004,0.22229912362626508,0.0067983820579663725,0.0009261472829475011,0.023831021173170867,,
35,,,,,411476,451248,39772,424512,424513,424512.25,0.12596994638442993,0.001,0.1586516011056715,-0.031027215436614793,0.0075487140907327934,-0.0031456303216239982,16.782760351896286,0.37639005714537205,1e-06,1.8523930311203003,3.0,-3.0,0.02099609375,1.0,0.0,1.8313969373703003,3.0,-3.0,0.0,0.0,0.0,1.8531633615493774,8.355852127075195,-3.021291971206665,0.024100730195641518,0.2796380817890167,1.7320510149002075,-1.7320514917373657,0.024100730195641518,1.7320510149002075,-1.7320514917373657,70.25439453125,1024.0,1.0,0.001953125,758.87109375,1995.0,399.0,0.0,30.423994574000062,11.525225964999663,1.2002494179996575,40.71206025899937,83.96804278400032,0.21145248207894066,0.0067873341493676935,0.0007068402725714379,0.023975786481426255,,
36,,,,,413223,437214,23991,426984,426984,426984.0,0.12715496122837067,0.001,0.11334227374754846,-0.01509890188130417,0.00021455327181943825,8.386403718115989e-05,124.46825021505356,0.3910075157920247,1e-06,1.8332560062408447,3.0,-3.0,0.0244140625,1.0,0.0,1.8088419437408447,3.0,-3.0,0.0,0.0,0.0,1.829131841659546,5.589759826660156,-3.028834819793701,-0.009889110922813416,0.2571392059326172,1.7320514917373657,-1.7320514917373657,-0.009889110922813416,1.7320514917373657,-1.7320514917373657,72.73828125,1024.0,17.0,0.001953125,761.21484375,2048.0,393.0,0.005859375,38.67546003699954,11.3625152730001,1.1873665080001956,39.44562858399968,90.76986653599943,0.2596226037605361,0.006652775790779103,0.0006952055041876251,0.023095495723492964,,
37,,,,,412291,445442,33151,428427,428427,428427.0,0.12951470911502838,0.001,0.21922198736241885,-0.01801524863445333,0.0002584156505430916,-0.0013691377488547524,1.4948351383209229,0.38234445010381346,1e-06,1.845751404762268,3.0,-3.0,0.02587890625,1.0,0.0,1.819872498512268,3.0,-3.0,0.0,0.0,0.0,1.8402247428894043,3.848160743713379,-3.0273280143737793,0.002644519554451108,0.29889193177223206,1.732051134109497,-1.732051134109497,0.002644519554451108,1.732051134109497,-1.732051134109497,77.75390625,1024.0,10.0,0.00244140625,759.017578125,2048.0,402.0,0.001953125,38.479942320999726,11.437036419000833,1.1561185299997305,40.49918933899971,91.6645542339993,0.24164746496483122,0.006673853666436075,0.0006746298260845667,0.023632491263972457,,
38,,,,,407710,462109,54399,425968,425969,425968.5,0.12948817014694214,0.001,0.27318270932883026,0.05556485063085954,0.004362079394437993,0.001124622348167274,14.109645307064056,0.3717775345530805,1e-06,1.7687101364135742,3.0,-3.0,0.029296875,1.0,0.0,1.7394132614135742,3.0,-3.0,0.0,0.0,0.0,1.766350507736206,5.536614418029785,-3.0325112342834473,-0.013388912193477154,0.3077341318130493,1.732051134109497,-1.7320514917373657,-0.013388912193477154,1.732051134109497,-1.7320514917373657,76.8837890625,1024.0,16.0,0.00439453125,755.0859375,2048.0,416.0,0.00390625,38.09735811799965,11.802324859000692,1.2018441549998897,41.37056087900055,92.57999977600048,0.24195250871978335,0.006926759172920469,0.000705359759583097,0.02428029354224582,,
39,,,,,421638,450759,29121,433871,433872,433871.5,0.1331849992275238,0.001,0.16291863123575848,-0.04445940833538771,0.0003161639324389398,5.557373630532917e-05,31.18058741092682,0.3765038399911281,1e-06,1.8473725318908691,3.0,-3.0,0.03173828125,1.0,0.0,1.8156342506408691,3.0,-3.0,0.0,0.0,0.0,1.8469077348709106,6.6982574462890625,-3.022371530532837,-0.010818501003086567,0.26905617117881775,1.732050895690918,-1.7320513725280762,-0.010818501003086567,1.732050895690918,-1.7320513725280762,79.7275390625,1024.0,1.0,0.00537109375,767.677734375,2048.0,407.0,0.005859375,39.036922956000126,11.541656691000753,1.2402219920004427,41.689279860999704,93.61387118099992,0.23907670751215765,0.00665038881961638,0.0007146251781924157,0.024021674540157457,,
40,1.8580772385001183,0.075,1.7830772385001183,0.0,422236,462779,40543,440998,440998,440998.0,0.12702062726020813,0.001,0.1597052377102704,0.01458229827572338,0.004326881245701927,0.0002280381844182808,23.40483558177948,0.3745224945157145,1e-06,1.7635458707809448,3.0,-3.0,0.04052734375,1.0,0.0,1.7230185270309448,3.0,-3.0,0.0,0.0,0.0,1.7606498003005981,6.799068927764893,-3.029479503631592,-0.01907968707382679,0.3163740932941437,1.7320512533187866,-1.7320526838302612,-0.01907968707382679,1.7320512533187866,-1.7320526838302612,79.29296875,1024.0,10.0,0.00341796875,782.03125,2048.0,399.0,0.0078125,37.50338735199966,12.242644270999335,1.2253324690000227,42.60813313500057,132.55347168699973,0.23094356465835547,0.006940306005355656,0.0006946360692112111,0.0241543800283678,7.974340151999968,30.886763685000005
41,,,,,403811,452152,48341,431584,431584,431584.0,0.12287162244319916,0.001,0.1465513089607502,-0.03272080100302038,0.00032716586479339106,9.090414936634198e-05,59.683410584926605,0.3721513634372574,1e-06,1.7701903581619263,3.0,-3.0,0.03662109375,1.0,0.0,1.7335692644119263,3.0,-3.0,0.0,0.0,0.0,1.766756534576416,7.361064910888672,-4.441449165344238,9.822870924836025e-05,0.3188231587409973,1.732053279876709,-1.7320514917373657,9.822870924836025e-05,1.732053279876709,-1.7320514917373657,80.068359375,1024.0,1.0,0.0029296875,762.869140625,2048.0,425.0,0.0078125,37.06118649600012,11.91365760700046,1.2925667309991695,41.910125560999404,92.28190171700044,0.2260104067325291,0.006901123307977392,0.0007487341577764523,0.02427692266221605,,
42,,,,,416621,453587,36966,430003,430004,430003.75,0.13029998540878296,0.001,0.1899770842199879,-0.023543736298701594,0.0001807492080843076,0.003491298873758605,13.522149354219437,0.3751125767332775,1e-06,1.833221673965454,3.0,-3.0,0.0185546875,1.0,0.0,1.814666986465454,3.0,-3.0,0.0,0.0,0.0,1.8337281942367554,8.232295989990234,-3.0333850383758545,-0.012327313423156738,0.29749423265457153,1.732053279876709,-1.7320512533187866,-0.012327313423156738,1.732053279876709,-1.7320512533187866,76.88232421875,1024.0,1.0,0.0029296875,762.96875,2048.0,389.0,0.00390625,35.35375280600056,11.883128334000503,1.1883947650003392,41.41660839499946,89.95086332599931,0.2245324239052463,0.006908735292425068,0.0006909211634784227,0.024079213492323878,,
43,,,,,419468,434269,14801,426925,426925,426925.0,0.1338205486536026,0.001,0.2380130042188934,0.0013256371104424553,0.00021135340960297202,-0.0021385234113690138,141.75888553261757,0.3659900588729778,1e-06,1.7772728204727173,3.0,-3.0,0.03125,1.0,0.0,1.7460228204727173,3.0,-3.0,0.0,0.0,0.0,1.7782726287841797,7.829202651977539,-3.0343425273895264,-0.010355520062148571,0.31523504853248596,1.7320514917373657,-1.7320525646209717,-0.010355520062148571,1.7320514917373657,-1.7320525646209717,78.73046875,1024.0,1.0,0.00390625,755.107421875,2048.0,399.0,0.00390625,35.31683759800035,11.365022834999763,1.372920325999985,42.13283945300009,90.29335871400053,0.2190327313197739,0.006655163573812592,0.0008039587316273262,0.024672272327106688,,
44,,,,,421553,457031,35478,440182,440183,440182.75,0.12502890825271606,0.001,0.2660122244308392,0.00011108967786033948,0.0005166833327772717,0.03688389802725093,5.478116422891617,0.36416549300677037,1e-06,1.7942967414855957,3.0,-3.0,0.0341796875,1.0,0.0,1.7601170539855957,3.0,-3.0,0.0,0.0,0.0,1.7957069873809814,8.065412521362305,-3.0264902114868164,0.0044712405651807785,0.27063119411468506,1.7320517301559448,-1.7320530414581299,0.0044712405651807785,1.7320517301559448,-1.7320530414581299,78.49560546875,1024.0,1.0,0.00341796875,781.236328125,2048.0,402.0,0.0078125,36.67883066399918,11.82395483899927,1.255463067999699,43.71734962899973,93.59935560600024,0.22816035596140297,0.006715366991891022,0.0007130351359746031,0.024829090661208173,,
45,,,,,418341,453722,35381,438967,438968,438967.25,0.12295874953269958,0.001,0.20267120031639935,0.03284559755120427,0.00029158400720916686,0.003416702848668744,39.63007894158363,0.3781650241228044,1e-06,1.8395249843597412,3.0,-3.0,0.02978515625,1.0,0.0,1.8097398281097412,3.0,-3.0,0.0,0.0,0.0,1.8402880430221558,7.836645126342773,-3.020350933074951,-0.013930981047451496,0.28849470615386963,1.7320512533187866,-1.732050895690918,-0.013930981047451496,1.7320512533187866,-1.732050895690918,73.87939453125,1024.0,1.0,0.00244140625,783.478515625,2048.0,399.0,0.001953125,35.837703329999385,11.861091754999507,1.5071097249992818,41.97561971800042,91.551327313,0.23685736314067204,0.006755112001521473,0.0008583269737089052,0.0239058948691505,,
46,,,,,424900,443020,18120,430834,430835,430834.25,0.12854139506816864,0.001,0.18001949920185975,0.007983318197407894,0.0001788886438589543,-5.606440228283256e-05,37.75775057077408,0.38012968888488796,1e-06,1.8629310131072998,3.0,-3.0,0.044921875,1.0,0.0,1.8180091381072998,3.0,-3.0,0.0,0.0,0.0,1.8690712451934814,7.919215202331543,-3.0195846557617188,0.0007302230224013329,0.23830635845661163,1.732050895690918,-1.7320514917373657,0.0007302230224013329,1.732050895690918,-1.7320514917373657,74.24658203125,1024.0,1.0,0.00341796875,767.2265625,2048.0,427.0,0.005859375,38.795213010000225,11.529455978999977,1.66459485499945,41.00210295800025,93.11595512900021,0.25513598854377123,0.006690192329764855,0.000965913721459848,0.0237922721777576,,
47,,,,,424546,438951,14405,431845,431846,431845.5,0.12812167406082153,0.001,0.2744103771567877,0.03163683208237801,0.01132820496318995,0.012300828441441678,46.92190673947334,0.3809672622811669,1e-06,1.800606369972229,3.0,-3.0,0.04052734375,1.0,0.0,1.760079026222229,3.0,-3.0,0.0,0.0,0.0,1.807666301727295,7.9267706871032715,-3.0213711261749268,-0.017609311267733574,0.2838709354400635,1.732051134109497,-1.7320512533187866,-0.017609311267733574,1.732051134109497,-1.7320512533187866,73.7587890625,1024.0,1.0,0.0029296875,769.689453125,2048.0,416.0,0.00390625,29.115582715000528,11.529145995000363,1.4232585820000168,40.988977873000294,83.15441161800027,0.19274439430550205,0.0066743464937115025,0.0008239396856051625,0.023728959704917785,,
48,,,,,413460,439397,25937,424837,424837,424837.0,0.13104435801506042,0.001,0.20458746900589303,-0.012907055848888281,0.00042228179718849473,0.006458405102233067,42.25455513596535,0.3895642722766279,1e-06,1.738715410232544,3.0,-3.0,0.03955078125,1.0,0.0,1.699164628982544,3.0,-3.0,0.0,0.0,0.0,1.7485859394073486,9.034368515014648,-3.034876585006714,-0.02708805911242962,0.2762244939804077,1.732050895690918,-1.7320513725280762,-0.02708805911242962,1.732050895690918,-1.7320513725280762,74.19140625,1024.0,16.0,0.00390625,755.568359375,2048.0,389.0,0.001953125,35.49490735299969,11.45905650900022,1.5739900090002266,39.41044121499999,88.02990386599959,0.2336051923932481,0.0067432076943629085,0.0009262317129865257,0.023191507104489483,,
49,,,,,410019,445606,35587,422150,422151,422150.5,0.1424359530210495,0.001,0.11428255291788705,0.0017515119148551353,0.00019041866263640777,0.00016144425590677462,1.474439114332199,0.3865275031575625,1e-06,1.9698714017868042,3.0,-3.0,0.03271484375,1.0,0.0,1.9371565580368042,3.0,-3.0,0.0,0.0,0.0,1.9688656330108643,9.954731941223145,-3.034613609313965,-0.023587031289935112,0.26977401971817017,1.7320520877838135,-1.7320513725280762,-0.023587031289935112,1.7320520877838135,-1.7320513725280762,74.6767578125,1024.0,1.0,0.00439453125,749.8359375,2048.0,418.0,0.005859375,35.552954398999645,11.78826868499982,1.4244185140005357,39.44734270800018,88.3028900599993,0.232466453065946,0.006981081797249927,0.0008435489914145166,0.02336094752227001,,
50,1.8548991665244103,0.075,1.7798991665244102,0.0,415728,442671,26943,429930,429931,429930.25,0.11103574186563492,0.001,0.2805531260974962,0.022829614916880583,0.00048271590113190227,0.00357099070111119,1.5705168545246124,0.38109590013032685,1e-06,1.8361740112304688,3.0,-3.0,0.04296875,1.0,0.0,1.7932052612304688,3.0,-3.0,0.0,0.0,0.0,1.8578071594238281,11.830767631530762,-3.0247995853424072,-0.0060882726684212685,0.2589230239391327,1.732050895690918,-1.7320525646209717,-0.0060882726684212685,1.732050895690918,-1.7320525646209717,78.42041015625,1024.0,3.0,0.0048828125,761.287109375,2048.0,407.0,0.001953125,36.77650684299988,12.351236163999602,1.2664185359999465,40.78961203000017,127.68410317100006,0.22898730950468466,0.007182116264207741,0.0007364092989502056,0.023718738115078068,8.038854521000758,28.364351438000085
51,,,,,425435,440286,14851,431703,431704,431703.25,0.11809350550174713,0.001,0.29377183283213526,0.10225500615446695,0.0003670819060062058,-0.0009099513100149384,49.1985769867897,0.38152904970431745,1e-06,1.804449439048767,3.0,-3.0,0.04248046875,1.0,0.0,1.761968970298767,3.0,-3.0,0.0,0.0,0.0,1.822219967842102,12.125988006591797,-3.0207366943359375,-0.012514269910752773,0.28391537070274353,1.7320512533187866,-1.7320523262023926,-0.012514269910752773,1.7320512533187866,-1.7320523262023926,77.03173828125,1024.0,1.0,0.00537109375,766.138671875,2048.0,413.0,0.009765625,36.722658484999556,11.495348532000207,1.1854224669996256,40.913233606000176,90.42047889199966,0.23277399664682372,0.006656973587759767,0.0006864799297895172,0.02369291498616247,,
52,,,,,418499,453464,34965,438668,438669,438668.75,0.12938207387924194,0.001,0.16773455475146573,-0.0031351291884978614,0.0049475640271945545,0.003015334572167679,18.84544923901558,0.39069439418912266,1e-06,1.873981237411499,3.0,-3.0,0.04052734375,1.0,0.0,1.833453893661499,3.0,-3.0,0.0,0.0,0.0,1.877005696296692,11.54395866394043,-3.023326873779297,-0.002830435987561941,0.21834111213684082,1.7320512533187866,-1.732051134109497,-0.002830435987561941,1.7320512533187866,-1.732051134109497,77.57373046875,1024.0,1.0,0.00341796875,779.201171875,2048.0,399.0,0.00390625,35.88179781600047,12.229364353000165,1.2299669039994114,40.65369648200067,90.10882784200021,0.22585492516570344,0.006969589441349631,0.0007009656511886312,0.023168789936598325,,
53,,,,,416982,429497,12515,424719,424720,424719.75,0.1304338574409485,0.001,0.14219059136563114,0.031736344662931515,0.0004529084690148011,0.00013931648053195595,7.635492146015167,0.3826608299841385,1e-06,1.9148485660552979,3.0,-3.0,0.04296875,1.0,0.0,1.8718798160552979,3.0,-3.0,0.0,0.0,0.0,1.9177697896957397,11.493751525878906,-3.027913808822632,0.00014541952987201512,0.24062730371952057,1.732050895690918,-1.7320514917373657,0.00014541952987201512,1.732050895690918,-1.7320514917373657,71.64794921875,1024.0,16.0,0.00146484375,757.8828125,2048.0,389.0,0.0078125,29.456861970999853,11.996028727000521,1.1822328800008108,40.09725393500048,82.83980028800033,0.2007487100623563,0.007061143687690836,0.0006958899839251711,0.02360218351925033,,
54,,,,,428911,459299,30388,442567,442568,442567.75,0.11273308843374252,0.001,0.16802976069351036,-0.04158918084576726,0.0049664711696095765,0.0013914179185424776,23.494415670633316,0.3749162308293604,1e-06,1.9303163290023804,3.0,-3.0,0.04833984375,1.0,0.0,1.8819764852523804,3.0,-3.0,0.0,0.0,0.0,1.9480104446411133,12.717925071716309,-3.0365869998931885,0.004133034497499466,0.24209828674793243,1.7320512533187866,-1.732051134109497,0.004133034497499466,1.7320512533187866,-1.732051134109497,79.52880859375,1024.0,1.0,0.0048828125,784.861328125,2048.0,393.0,0.00390625,43.0380717120006,11.72289747099967,1.4976681740008644,42.767527727000015,99.1274371620002,0.2642398877175785,0.0066220920248931765,0.0008460106808510473,0.02415874616202831,,
55,,,,,394213,442803,48590,418144,418145,418144.5,0.1177079975605011,0.001,0.16440503177831747,-0.019324540975503623,0.000501407530724204,-0.0014777687525305996,1.6322630047798157,0.37685994099605996,1e-06,1.9486932754516602,3.0,-3.0,0.0400390625,1.0,0.0,1.9086542129516602,3.0,-3.0,0.0,0.0,0.0,1.9633246660232544,8.696948051452637,-3.0302529335021973,-0.0026834779419004917,0.21053911745548248,1.7320513725280762,-1.7320526838302612,-0.0026834779419004917,1.7320513725280762,-1.7320526838302612,72.8564453125,1024.0,1.0,0.00439453125,743.83203125,1832.0,414.0,0.0,34.266108558999804,11.458713034999164,1.3109070769996833,40.06741771199995,87.22537451500011,0.22965021485825216,0.00685092894621307,0.0007837643906590206,0.02395548531189574,,
56,,,,,420376,440506,20130,431807,431808,431807.75,0.12159895896911621,0.001,0.2573322279956834,0.059730456050099995,0.013250438843709257,0.012063703416688127,24.902670294046402,0.3765179033514961,1e-06,1.8034228086471558,3.0,-3.0,0.05224609375,1.0,0.0,1.7511767148971558,3.0,-3.0,0.0,0.0,0.0,1.8138600587844849,7.461756229400635,-3.0280990600585938,-0.017963755875825882,0.2853412628173828,1.732051134109497,-1.7320514917373657,-0.017963755875825882,1.732051134109497,-1.7320514917373657,75.84326171875,1024.0,1.0,0.00390625,767.53125,2048.0,407.0,0.005859375,35.58324971099955,11.455644564000067,1.233963883000797,41.46816114000012,89.84416075200079,0.2290860552962431,0.006632375498123915,0.0007144174016103215,0.024008462759179356,,
57,,,,,414795,444912,30117,427452,427453,427452.25,0.11804436147212982,0.001,0.19992296896608813,0.014214360387995839,0.005280615306609044,0.001589488800050276,79.49813237786293,0.3865985943872304,1e-06,1.961521029472351,3.0,-3.0,0.0537109375,1.0,0.0,1.907810091972351,3.0,-3.0,0.0,0.0,0.0,1.9735174179077148,13.346776962280273,-3.02768611907959,-0.04288484901189804,0.26244258880615234,1.732050895690918,-1.7320513725280762,-0.04288484901189804,1.732050895690918,-1.7320513725280762,79.02197265625,1024.0,17.0,0.005859375,755.845703125,2034.0,416.0,0.0,42.38056277399937,11.57105619899994,1.2571539310001754,39.95707046999996,95.28348639600063,0.26187190057897375,0.006767455428647259,0.0007352598629438582,0.023369318134364693,,
58,,,,,412438,441209,28771,424863,424864,424863.75,0.13052898645401,0.001,0.2340376270336232,-0.009448656762417938,0.0010342427184306352,0.006574005528201659,11.154492378234863,0.3906961952206539,1e-06,1.8739748001098633,3.0,-3.0,0.0634765625,1.0,0.0,1.8104983568191528,3.0,-3.0,0.0,0.0,0.0,1.8889633417129517,10.703991889953613,-3.028625011444092,0.013256791047751904,0.22233125567436218,1.732051134109497,-1.7320514917373657,0.013256791047751904,1.732051134109497,-1.7320514917373657,72.19873046875,1024.0,16.0,0.00341796875,757.61328125,2048.0,407.0,0.005859375,30.482976901000256,11.847683006999432,1.1742321559995617,39.309507768,82.90152672000022,0.20615689456456487,0.006971460266379181,0.0006909463069040144,0.02313065527948666,,
59,,,,,413993,445475,31482,430768,430769,430768.5,0.10160943865776062,0.001,0.31257366196119357,0.09415043632699442,0.00018532555986894295,0.0014309824648859961,57.98088824748993,0.3812556975449687,1e-06,1.9574437141418457,3.0,-3.0,0.05908203125,1.0,0.0,1.8983616828918457,3.0,-3.0,0.0,0.0,0.0,1.995560884475708,13.308581352233887,-3.0357587337493896,-0.03482215851545334,0.2616470456123352,1.732051134109497,-1.7320514917373657,-0.03482215851545334,1.732051134109497,-1.7320514917373657,78.6279296875,1024.0,1.0,0.0078125,762.716796875,2048.0,418.0,0.00390625,37.27739662500062,11.465136999000606,1.6808531349997793,40.85971272799998,91.38665795599991,0.23149348956716526,0.006653885439047079,0.0009754967778515486,0.023713266364648284,,
60,1.8823991641402245,0.0875,1.7948991641402245,0.0,425206,480809,55603,441047,441048,441047.5,0.11943123489618301,0.001,0.08276993431279371,0.06005783285945654,0.00030460758616441283,5.827893330896241e-05,7.923167496919632,0.3736635945908847,1e-06,1.8897987604141235,3.5,-3.0,0.0673828125,1.0,0.0,1.8224159479141235,3.0,-3.0,0.0,0.0,0.0,1.905968427658081,12.448457717895508,-3.0293521881103516,0.006428862921893597,0.2508523464202881,1.7320512533187866,-1.7320513725280762,0.006428862921893597,1.7320512533187866,-1.7320513725280762,76.9208984375,1024.0,16.0,0.00341796875,784.5,2048.0,402.0,0.0078125,37.02256072399996,12.299079772999903,1.2638655969994943,42.70624968800075,132.4123338899999,0.23501314461640002,0.00697151654470318,0.0007163999325466613,0.02420728475277649,8.59060808600043,30.401332796000133
61,,,,,406175,468621,62446,436598,436599,436598.25,0.11761311441659927,0.001,0.2893217580858618,-0.000488305394537747,0.006057898993215834,-0.0023560994285314035,25.607468098402023,0.38256671425224836,1e-06,1.9395029544830322,3.0,-3.0,0.07861328125,1.0,0.0,1.8608896732330322,3.0,-3.0,0.0,0.0,0.0,1.9577659368515015,12.036728858947754,-3.0257411003112793,-0.005332016386091709,0.18835829198360443,1.7320513725280762,-1.7320520877838135,-0.005332016386091709,1.7320513725280762,-1.7320520877838135,77.20751953125,1024.0,1.0,0.00341796875,775.5234375,2048.0,414.0,0.0078125,36.92770353800006,11.696152268999867,1.164572185999532,41.283154842999465,91.18526951399963,0.23354079178603765,0.006697319714978168,0.000666844281899625,0.02363909775348359,,
62,,,,,428144,442723,14579,438715,438716,438715.5,0.11969737708568573,0.001,0.23410310056702843,0.06563728183893294,0.0020727360789696203,-0.0004025437847303692,18.118938386440277,0.36983624114943914,1e-06,1.878874659538269,3.0,-3.0,0.07275390625,1.0,0.0,1.806120753288269,3.0,-3.0,0.0,0.0,0.0,1.8993698358535767,11.45073127746582,-3.0315496921539307,-0.033509474247694016,0.263285756111145,1.732051134109497,-1.732053279876709,-0.033509474247694016,1.732051134109497,-1.732053279876709,79.4775390625,1024.0,15.0,0.00634765625,777.388671875,2048.0,389.0,0.00390625,34.84158204300002,11.722962114999973,1.7806951010006742,42.95919558300011,91.41210836399932,0.21405407656816378,0.00668027577951997,0.001014720873208648,0.02448009905223323,,
63,,,,,416750,446754,30004,429004,429005,429004.75,0.10084643959999084,0.001,0.268115290665421,-0.0018314817470723185,0.00021488360402270639,0.0011005818130421364,9.531245589256287,0.3754210248790321,1e-06,1.8788527250289917,3.0,-3.0,0.064453125,1.0,0.0,1.8143996000289917,3.0,-3.0,0.0,0.0,0.0,1.919623613357544,12.478403091430664,-3.0287599563598633,0.003593024332076311,0.1930994689464569,1.7320514917373657,-1.732051134109497,0.003593024332076311,1.7320514917373657,-1.732051134109497,82.24560546875,1024.0,1.0,0.0078125,755.654296875,2048.0,393.0,0.005859375,36.624388967000414,11.527886638999917,1.6365055159994881,41.33794763900005,91.22504454699992,0.21743413916611007,0.006717808275432799,0.0009536639839066397,0.024089446351701262,,
64,,,,,418378,456947,38569,442130,442131,442130.25,0.12350079417228699,0.001,0.2188250089770761,0.003257347680307154,0.0003306792089555027,-0.00020719737849190253,1.1929346919059753,0.37179594049623815,1e-06,1.9827226400375366,3.0,-3.0,0.08984375,1.0,0.0,1.8928790092468262,3.0,-3.0,0.0,0.0,0.0,1.9980789422988892,12.618614196777344,-3.0255608558654785,-0.014750013127923012,0.18423207104206085,1.732053279876709,-1.732050895690918,-0.014750013127923012,1.732053279876709,-1.732050895690918,78.76025390625,1024.0,16.0,0.00439453125,784.775390625,2048.0,418.0,0.005859375,39.268846318000215,12.082473274000222,1.5030077300007179,43.051128381000126,96.0431600360007,0.2434507307332268,0.006831964830499735,0.0008498670527523947,0.02434301225770015,,
65,,,,,404228,452303,48075,427422,427423,427422.5,0.09161948412656784,0.001,0.5074398538230785,-0.024275127931364944,0.0001717359180994598,0.01851001978671515,35.056556195020676,0.37459962990392587,1e-06,1.981911301612854,3.0,-3.0,0.0576171875,1.0,0.0,1.924294114112854,3.0,-3.0,0.0,0.0,0.0,2.0235276222229004,11.690114974975586,-3.045659303665161,-0.020471081137657166,0.19862648844718933,1.7320514917373657,-1.732051134109497,-0.020471081137657166,1.7320514917373657,-1.732051134109497,77.9287109375,1024.0,3.0,0.0068359375,756.880859375,2048.0,424.0,0.001953125,32.249814124000295,11.487787903000026,1.901796822999131,41.27299308200054,87.03355269300027,0.20206903672978543,0.006719222726342218,0.0011123635413432442,0.02414062963578224,,
66,,,,,426745,460352,33607,437006,437007,437006.75,0.04992535337805748,0.001,0.34361078763573333,-0.010081072787529436,0.00046137537494109107,0.0022215000688071275,41.056726932525635,0.38187919018787064,1e-06,1.8865292072296143,3.0,-3.0,0.07421875,1.0,0.0,1.8123104572296143,3.0,-3.0,0.0,0.0,0.0,1.9757535457611084,14.412576675415039,-3.0279266834259033,-0.009557566605508327,0.26597297191619873,1.7320517301559448,-1.7320526838302612,-0.009557566605508327,1.7320517301559448,-1.7320526838302612,84.96240234375,1024.0,1.0,0.01220703125,768.56640625,2048.0,393.0,0.0078125,31.917174374999377,12.20510165199994,1.260154403999877,41.41165044900026,86.90106500900038,0.18342887407113312,0.006982215750672009,0.0007209009952362733,0.023690509613982086,,
67,,,,,423432,438347,14915,431084,431085,431084.75,0.05365247279405594,0.001,0.3484328879109983,-0.0019105099075074708,0.00021391641556484892,-0.010127933107079505,4.388918846845627,0.3901575657460641,1e-06,1.8601737022399902,3.0,-3.0,0.0712890625,1.0,0.0,1.7888846397399902,3.0,-3.0,0.0,0.0,0.0,1.948634147644043,13.80069351196289,-3.04459547996521,-0.002299259649589658,0.17436671257019043,1.7320520877838135,-1.7320513725280762,-0.002299259649589658,1.7320520877838135,-1.7320513725280762,85.95263671875,1024.0,17.0,0.01513671875,756.009765625,2048.0,402.0,0.00390625,38.66409989699969,11.911098225999922,1.2756408189998183,39.95244169000034,91.8955984510003,0.21964369853605153,0.006907631403105724,0.0007397854012464013,0.023169714128138574,,
68,,,,,435393,440096,4703,437562,437563,437562.75,0.10091864317655563,0.001,0.22366677128177667,-0.01507549147728631,0.0002438103297858366,-0.009955296322264726,61.657286643981934,0.3735125855189684,1e-06,1.9365215301513672,3.5,-3.0,0.0712890625,1.0,0.0,1.8652324676513672,3.0,-3.0,0.0,0.0,0.0,1.9709924459457397,12.857468605041504,-3.0203933715820312,-0.012844312936067581,0.2159666270017624,1.7320523262023926,-1.7320513725280762,-0.012844312936067581,1.7320523262023926,-1.7320513725280762,79.40576171875,1024.0,4.0,0.0087890625,775.208984375,2048.0,399.0,0.005859375,42.23612956700072,11.839993820999553,1.1784738759997708,42.34679496300032,97.6909405639999,0.2597180568984751,0.006764740497791204,0.0006733170705228969,0.024194698339266952,,
