step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_s/testing,timing_s/save_checkpoint
34,,,,,448436,480574,32138,460727,460728,460727.25,0.13699136674404144,0.001,0.1705606812911649,-0.04415123366690692,0.0011898086278609211,0.00019674192510372508,1.6351548731327057,0.41461645854600093,1e-06,2.737514019012451,4.0,-3.0,0.94482421875,1.0,0.0,1.7926900386810303,3.0,-3.0,0.0,0.0,0.0,2.7200722694396973,4.002603530883789,-3.030613899230957,-0.001222638413310051,0.33288729190826416,1.732050895690918,-1.7320547103881836,-0.001222638413310051,1.732050895690918,-1.7320547103881836,135.63720703125,925.0,36.0,0.0,764.220703125,2048.0,416.0,0.00390625,53.96559842600254,21.398864935006713,1.403855646000011,77.15587003598921,154.02259446500102,0.0007617606978966465,0.19427110328492375,0.011611460432938748,0.04186634827655039,,
35,,,,,439322,481850,42528,455213,455214,455213.75,0.1433025598526001,0.001,0.15093191852793097,-0.024055903893895447,0.0006736339728377061,0.0002271835954843482,1.6803350150585175,0.40595602826016564,1e-06,2.7669100761413574,4.0,-3.0,0.9521484375,1.0,0.0,1.8147614002227783,3.0,-3.0,0.0,0.0,0.0,2.748913049697876,4.000325679779053,-3.037051200866699,-0.007288942579180002,0.3065932095050812,1.732051134109497,-1.732053518295288,-0.007288942579180002,1.732051134109497,-1.732053518295288,133.56787109375,673.0,42.0,0.0,755.521484375,2048.0,393.0,0.001953125,50.90172905899817,20.28790356501122,1.2279751010064501,77.71409206601675,150.23233263700968,0.0006743947766332026,0.1860803776279695,0.011141965486000379,0.04268000036577144,,
36,,,,,445150,472730,27580,452906,452907,452906.5,0.1507694572210312,0.001,0.15678612217307092,0.012433652822316314,0.0008240533323260024,8.35763481821535e-05,1.4401995837688446,0.3998078748408145,1e-06,2.7713727951049805,4.0,-3.0,0.943359375,1.0,0.0,1.82801353931427,3.0,-3.0,0.0,0.0,0.0,2.75370717048645,4.001606464385986,-3.029265880584717,0.003302857978269458,0.22811152040958405,1.732050895690918,-1.7320510149002075,0.003302857978269458,1.732050895690918,-1.7320510149002075,126.1396484375,1024.0,43.0,0.0009765625,758.443359375,2048.0,393.0,0.00390625,56.11360232401057,20.479993982997257,1.4355564930010587,78.52788641498773,156.65672128199367,0.0007924132756987693,0.21721338392937273,0.011304758257497551,0.043346632480979926,,
37,,,,,436916,464982,28066,453451,453452,453451.5,0.1474897861480713,0.001,0.14656792161986232,0.03138564227265306,0.0008811578718450619,0.0001966107047337573,1.5302108228206635,0.40172363061776317,1e-06,2.669386386871338,4.0,-3.0,0.9404296875,1.0,0.0,1.728956699371338,3.0,-3.0,0.0,0.0,0.0,2.651475667953491,4.000748157501221,-3.0436038970947266,-0.0033020603004842997,0.2226262241601944,1.732050895690918,-1.7320520877838135,-0.0033020603004842997,1.732050895690918,-1.7320520877838135,129.9013671875,1024.0,45.0,0.00048828125,755.74609375,2048.0,389.0,0.005859375,57.85599607700715,20.375128662999487,1.78586188601912,78.21834460398532,158.3340437830193,0.0009845936588693167,0.21747267712509924,0.011233356082734033,0.043123875763993125,,
38,,,,,456755,491137,34382,471018,471019,471018.5,0.14460210502147675,0.001,0.1547729601011132,0.04383124624181426,0.0004966309855014763,0.000190247926019021,37.121338337659836,0.40188258964120577,1e-06,2.8924269676208496,4.0,-3.0,0.94140625,1.0,0.0,1.9510207176208496,3.0,-3.0,0.0,0.0,0.0,2.8810300827026367,14.236944198608398,-3.0344340801239014,-0.019082922488451004,0.2481534630060196,1.7320513725280762,-1.7320512533187866,-0.019082922488451004,1.7320513725280762,-1.7320512533187866,134.9306640625,1024.0,42.0,0.001953125,785.02734375,2048.0,413.0,0.009765625,57.5687096019974,21.02208826999413,1.3383743849990424,81.43565684900386,161.4675649429846,0.000710361899266718,0.20832715588155593,0.011157782693245662,0.043223173213474554,,
39,,,,,447391,476315,28924,464845,464846,464845.25,0.1597995012998581,0.001,0.15537173813208938,-0.016726338217267767,0.000598766752773372,1.8751263610283786e-05,1.685037225484848,0.40981680665537856,1e-06,2.6301651000976562,4.0,-3.0,0.94189453125,1.0,0.0,1.6882704496383667,3.0,-3.0,0.0,0.0,0.0,2.6105737686157227,4.001040935516357,-3.0425548553466797,-0.007814117707312107,0.2567540407180786,1.732051134109497,-1.7320513725280762,-0.007814117707312107,1.732051134109497,-1.7320513725280762,130.30322265625,1024.0,23.0,0.00048828125,777.59765625,2048.0,420.0,0.0078125,54.353471598005854,21.398615401994903,1.2253407660173252,78.66863850099617,155.75433617900126,0.0006590046719942418,0.20367708881404872,0.011508461903179017,0.042309047204954854,,
40,2.6990998603403566,0.975,1.7240998595021666,0.0,449108,454565,5457,451957,451957,451957.0,0.158009335398674,0.001,0.13907299687465033,-0.0389032697925965,0.0008598725292055557,0.0004459251819450098,1.5506082475185394,0.4118461042055968,1e-06,2.788329839706421,4.0,-3.0,0.9423828125,1.0,0.0,1.845947027206421,3.0,-3.0,0.0,0.0,0.0,2.769416093826294,4.000292778015137,-3.036522388458252,-0.0100761903449893,0.2657538950443268,1.7320516109466553,-1.7320512533187866,-0.0100761903449893,1.7320516109466553,-1.7320512533187866,129.357421875,1024.0,43.0,0.0009765625,753.37109375,2048.0,422.0,0.00390625,57.07393450898235,20.603567678976106,1.1950963429990225,76.4177053500025,197.76529336499516,0.0006610675036557806,0.21543512293707762,0.011396862798328218,0.04227045125421362,16.04944185601198,26.32649117897381
41,,,,,439443,458515,19072,447092,447092,447092.0,0.1552029848098755,0.001,0.13484274403702828,-0.00925512373026821,0.0006531941171194757,-4.849957997888147e-05,1.5579113960266113,0.41096344999489576,1e-06,2.8826792240142822,4.0,-3.0,0.951171875,1.0,0.0,1.9315073490142822,3.0,-3.0,0.0,0.0,0.0,2.8644862174987793,3.9997947216033936,-3.0420377254486084,-0.003360903589054942,0.22268074750900269,1.7320520877838135,-1.7320513725280762,-0.003360903589054942,1.7320520877838135,-1.7320513725280762,124.49609375,1024.0,24.0,0.00048828125,748.73046875,2048.0,424.0,0.00390625,55.17602569400333,20.5683823430154,1.3798684579960536,75.4413621990243,152.65555268499884,0.0007715797073063562,0.21640372789527834,0.011501202405218278,0.042184473329328356,,
42,,,,,457415,468321,10906,463939,463940,463939.75,0.1604202836751938,0.001,0.13236063113436103,0.014302595285698771,0.0006436011517507723,-3.1763761398906354e-05,1.4420394450426102,0.4144987573670909,1e-06,2.7271015644073486,4.0,-3.0,0.9609375,1.0,0.0,1.7661638259887695,3.0,-3.0,0.0,0.0,0.0,2.7077481746673584,4.001199245452881,-3.04182767868042,-0.0018450482748448849,0.23554237186908722,1.7320510149002075,-1.7320513725280762,-0.0018450482748448849,1.7320510149002075,-1.7320513725280762,133.08740234375,1024.0,38.0,0.00244140625,773.044921875,2048.0,399.0,0.001953125,59.954626022983575,20.96720092999749,1.1965362319897395,77.70674429298379,159.9264558730065,0.0006447691925458744,0.21996612167823063,0.011298450353735312,0.041873295127753,,
43,,,,,456871,465460,8589,460909,460910,460909.75,0.16024145483970642,0.001,0.12993724085390568,-0.03513758321059868,0.000770886562349915,1.931067151872412e-05,1.641118347644806,0.4097778383664795,1e-06,2.7896945476531982,4.0,-3.0,0.93798828125,1.0,0.0,1.8517065048217773,3.0,-3.0,0.0,0.0,0.0,2.769798755645752,4.000272274017334,-3.0460453033447266,0.004379711579531431,0.20835238695144653,1.732051968574524,-1.7320512533187866,0.004379711579531431,1.732051968574524,-1.7320512533187866,134.92333984375,1024.0,35.0,0.0009765625,765.291015625,2048.0,399.0,0.0078125,59.14085757601424,21.445749164005974,1.1984965070150793,78.06915987000684,159.94453395198798,0.0006500711402910652,0.21402799468742828,0.011632293070392834,0.042345144504974584,,
44,,,,,445703,476358,30655,459644,459645,459644.5,0.15801334381103516,0.001,0.16837809886783361,-0.019886076537659392,0.0009119747355725849,0.0003430872830278986,1.6147466003894806,0.4128374999723094,1e-06,2.7660207748413086,4.0,-3.0,0.9482421875,1.0,0.0,1.8177787065505981,3.0,-3.0,0.0,0.0,0.0,2.7472896575927734,3.9993879795074463,-3.035992383956909,-0.006250271573662758,0.2553423345088959,1.7320525646209717,-1.732050895690918,-0.006250271573662758,1.7320525646209717,-1.732050895690918,130.6103515625,1024.0,31.0,0.001953125,767.1328125,2048.0,413.0,0.001953125,63.74856756700319,20.787000112002715,1.4117171940160915,77.44594324400532,163.4922955959919,0.0007678310052747784,0.2383213113275382,0.011306020256960932,0.042122740098056936,,
45,,,,,440726,464353,23627,453989,453990,453989.25,0.1683478057384491,0.001,0.10751388669013977,-0.024801875601648742,0.0004608535673469305,0.00020585594162791191,418991.80760774016,0.41190462353671803,1e-06,2.7579572200775146,4.0,-3.0,0.94970703125,1.0,0.0,1.808249831199646,3.0,-3.0,0.0,0.0,0.0,2.738049268722534,3.9996955394744873,-3.0378897190093994,-0.008841861970722675,0.226263165473938,1.7320512533187866,-1.7320520877838135,-0.008841861970722675,1.7320512533187866,-1.7320520877838135,125.26220703125,1024.0,36.0,0.00048828125,761.435546875,1917.0,425.0,0.0,64.51257672999054,20.653630073997192,1.6323719859938137,76.42789690199425,163.32313813798828,0.0008989045368330933,0.251474745280371,0.011373413618272455,0.042086842861364146,,
46,,,,,451755,480343,28588,463188,463189,463188.25,0.1612042486667633,0.001,0.13063385640271008,0.0004916932084597647,0.0006805188095313497,0.00028615714177249174,1.305503636598587,0.409176939921165,1e-06,2.8981375694274902,4.0,-3.0,0.939453125,1.0,0.0,1.9586844444274902,3.0,-3.0,0.0,0.0,0.0,2.879162549972534,4.003101348876953,-3.0223424434661865,-0.004658421501517296,0.1857331097126007,1.732050895690918,-1.7320526838302612,-0.004658421501517296,1.732050895690918,-1.7320526838302612,129.58642578125,1024.0,40.0,0.0009765625,775.078125,2048.0,399.0,0.005859375,61.31511264201254,20.857321856019553,1.19753835699521,78.56295627099462,162.03895544301486,0.0006463561829316752,0.2310351540621363,0.011257475689430568,0.04240336206229034,,
47,,,,,437180,471334,34154,452736,452737,452736.75,0.1644820123910904,0.001,0.11608298795838509,-0.011963591075337102,0.0005945456270579129,-1.1336897812490801e-06,1.426445096731186,0.4120970015645136,1e-06,2.874990701675415,4.0,-3.0,0.95849609375,1.0,0.0,1.9164948463439941,3.0,-3.0,0.0,0.0,0.0,2.855025053024292,3.9998719692230225,-3.042963981628418,-0.011695497669279575,0.19191700220108032,1.7320513725280762,-1.7320518493652344,-0.011695497669279575,1.7320513725280762,-1.7320518493652344,126.69287109375,942.0,42.0,0.0,757.55859375,2048.0,389.0,0.001953125,53.730520509998314,20.774542046012357,1.3988601920136716,76.27591122701415,152.27891072499915,0.0007724467872409693,0.20708036285923956,0.011471645523591997,0.04211935038795401,,
48,,,,,429912,469070,39158,457140,457140,457140.0,0.16376028954982758,0.001,0.123391168192029,-0.017077583164791577,0.00039292645851674024,0.00021518460593483724,1.3701410591602325,0.4082678305099144,1e-06,2.8440427780151367,4.0,-3.0,0.94677734375,1.0,0.0,1.8972654342651367,3.0,-3.0,0.0,0.0,0.0,2.8250155448913574,4.000997066497803,-3.0183048248291016,-0.00040101169724948704,0.17870156466960907,1.7320512533187866,-1.732051134109497,-0.00040101169724948704,1.7320512533187866,-1.732051134109497,126.2109375,1024.0,45.0,0.00244140625,766.640625,2048.0,416.0,0.00390625,58.84708550898358,20.447544847003883,1.634278852987336,77.7659065540065,158.80102807699586,0.0008937518336764098,0.22766591422540847,0.011182320977711359,0.04252849594982199,,
49,,,,,455033,478191,23158,464719,464720,464719.25,0.16374562680721283,0.001,0.1216560541652143,0.0041339439048897475,0.000612442914643907,-2.3627904489842422e-05,1.4586406350135803,0.4067132336163056,1e-06,2.835773229598999,4.0,-3.0,0.9599609375,1.0,0.0,1.8758125305175781,3.0,-3.0,0.0,0.0,0.0,2.815762519836426,4.002984523773193,-3.0723721981048584,-0.0011480078101158142,0.21866029500961304,1.7320520877838135,-1.7320526838302612,-0.0011480078101158142,1.7320520877838135,-1.7320526838302612,131.06494140625,1024.0,27.0,0.00048828125,776.58984375,2048.0,402.0,0.009765625,55.61060591301066,20.96186828901409,1.2226869970036205,79.27459422798711,157.1644604630128,0.0006577557294020101,0.20717680774980593,0.011276630077737307,0.042646497981301136,,
50,2.6828498600050805,0.975,1.7078498586080968,0.0,458350,464880,6530,460999,460999,460999.0,0.1563079059123993,0.001,0.11971479700878263,0.05340380185225513,0.0005595270731646451,0.00015857146897957364,9.302938044071198,0.4079877637775488,1e-06,2.8274810314178467,4.0,-3.0,0.95556640625,1.0,0.0,1.8719143867492676,3.0,-3.0,0.0,0.0,0.0,2.81663179397583,18.272279739379883,-3.0478053092956543,-0.009058857336640358,0.20002108812332153,1.732051134109497,-1.7320510149002075,-0.009058857336640358,1.732051134109497,-1.7320510149002075,129.966796875,1024.0,25.0,0.00146484375,770.421875,2048.0,407.0,0.0078125,55.75203117800993,20.841018136998173,1.6946349419886246,78.43201799399685,196.78590635198634,0.0009190014197366071,0.20945866273691421,0.01130209508968467,0.04253372458183036,13.687530358001823,26.281779740995262
51,,,,,435636,469140,33504,456048,456049,456048.5,0.16639314591884613,0.001,0.12551304601853894,0.029738838679247325,0.0007284806061145519,0.00032074037435156626,1.3383854925632477,0.41014240496000365,1e-06,2.8570775985717773,4.0,-3.0,0.95654296875,1.0,0.0,1.9005346298217773,3.0,-3.0,0.0,0.0,0.0,2.837001085281372,3.998811960220337,-3.0499651432037354,-0.005345311015844345,0.17847247421741486,1.732050895690918,-1.7320525646209717,-0.005345311015844345,1.732050895690918,-1.7320525646209717,130.6962890625,1024.0,46.0,0.00048828125,760.0234375,2048.0,389.0,0.001953125,60.76244314998621,20.296093034005025,1.4217019619827624,77.31291400198825,159.90203052101424,0.0007793589727752435,0.2270084476548617,0.01112606062403726,0.04238195827965022,,
52,,,,,439227,464698,25471,454695,454696,454695.75,0.17204174399375916,0.001,0.12861119955778122,-0.0047217984233171705,0.0006654415215786186,0.0004019005237721778,1.6945900619029999,0.4161276585337115,1e-06,2.861166000366211,4.0,-3.0,0.95947265625,1.0,0.0,1.9016932249069214,3.0,-3.0,0.0,0.0,0.0,2.8405776023864746,3.998365879058838,-3.036752223968506,-0.007676511537283659,0.21939201653003693,1.732050895690918,-1.732053279876709,-0.007676511537283659,1.732050895690918,-1.732053279876709,126.53857421875,710.0,45.0,0.0,761.5390625,2048.0,399.0,0.001953125,54.17451784500736,20.827652252017288,1.2200298070092686,75.78495589300292,152.12459462299012,0.0006707945956220553,0.2090461462429524,0.011451422325817476,0.04166794823406801,,
53,,,,,445516,461561,16045,451600,451601,451600.75,0.1613321453332901,0.001,0.12258440184016381,0.004571815051378742,0.00039718003338953903,0.0003623779481248705,29.874675631523132,0.4082031994152842,1e-06,2.7865090370178223,4.0,-3.0,0.9541015625,1.0,0.0,1.8324072360992432,3.0,-3.0,0.0,0.0,0.0,2.777157783508301,21.89733123779297,-3.052844762802124,-0.011536083184182644,0.17674411833286285,1.7320514917373657,-1.7320514917373657,-0.011536083184182644,1.7320514917373657,-1.7320514917373657,129.89208984375,1024.0,42.0,0.0029296875,752.140625,2048.0,413.0,0.00390625,57.09858653097763,20.431133956997655,1.2208253180142492,76.66628912099986,155.52836304999073,0.0006758322024566219,0.21464100884138962,0.01131039638275493,0.04244140932062218,,
54,,,,,443897,476351,32454,464536,464536,464536.0,0.17320343852043152,0.001,0.13991553685627878,-0.026960798335494474,0.0006418734237740864,0.00014030309978352307,1.7064764201641083,0.4121169827369631,1e-06,2.7775015830993652,4.0,-3.0,0.94384765625,1.0,0.0,1.8336536884307861,3.0,-3.0,0.0,0.0,0.0,2.7564427852630615,3.9994444847106934,-3.0293848514556885,-0.013101326301693916,0.2092486023902893,1.7320513725280762,-1.7320513725280762,-0.013101326301693916,1.7320513725280762,-1.7320513725280762,131.8203125,1024.0,40.0,0.00048828125,775.4765625,2047.0,418.0,0.0,58.05532142397715,20.871417567017488,1.2444689249969088,78.3735614939942,158.6616108690214,0.000669737611830358,0.21504519581571574,0.011232400485117132,0.04217841108869614,,
55,,,,,446728,479956,33228,461652,461653,461652.75,0.15842628479003906,0.001,0.1556288436986506,0.04474431474955054,0.0007168764295784058,0.00040291294203598227,2648.223482221365,0.40138795441332337,1e-06,2.838066816329956,4.0,-3.0,0.9443359375,1.0,0.0,1.893730878829956,3.0,-3.0,0.0,0.0,0.0,2.8299996852874756,28.715484619140625,-3.0300443172454834,-0.018368173390626907,0.19286662340164185,1.7320512533187866,-1.7320537567138672,-0.018368173390626907,1.7320512533187866,-1.7320537567138672,131.81591796875,1024.0,44.0,0.00244140625,769.849609375,2048.0,402.0,0.009765625,59.3719503780012,20.852672748005716,1.2632008549990132,79.86564334199647,161.46392543698312,0.0006840644050095083,0.21992950921436663,0.011292401457592159,0.04324984706686816,,
56,,,,,447010,474780,27770,457635,457636,457635.5,0.1669970452785492,0.001,0.11717055656481534,-0.012095695055904798,0.0009071765243788832,0.014965027457478186,1.3693456947803497,0.4029202628412892,1e-06,2.8973467350006104,4.0,-3.0,0.9482421875,1.0,0.0,1.9491043090820312,3.0,-3.0,0.0,0.0,0.0,2.888523578643799,23.675756454467773,-3.040024995803833,-0.01006375439465046,0.2177886813879013,1.732052206993103,-1.732051134109497,-0.01006375439465046,1.732052206993103,-1.732051134109497,130.8173828125,1024.0,44.0,0.0009765625,763.001953125,2048.0,399.0,0.009765625,57.435433969978476,20.3681607870094,1.2863027160055935,78.759327207983,158.16332312999293,0.0007026895400409242,0.2143801144023025,0.011126847014168155,0.04302514075502392,,
57,,,,,452571,481392,28821,464506,464507,464506.75,0.15838810801506042,0.001,0.1294303418835625,0.02260587315322482,0.0005937173918937333,5.99166953634267e-05,56.51720327138901,0.4064753968231322,1e-06,2.7380008697509766,4.0,-3.0,0.94384765625,1.0,0.0,1.7941534519195557,3.0,-3.0,0.0,0.0,0.0,2.7332561016082764,35.12010192871094,-3.0437848567962646,-0.009615370072424412,0.2361876517534256,1.7320524454116821,-1.7320513725280762,-0.009615370072424412,1.7320524454116821,-1.7320513725280762,129.91748046875,1024.0,43.0,0.001953125,777.322265625,2048.0,416.0,0.005859375,56.200077468995005,20.772596177994274,1.2705830199993216,79.35028465799405,157.6937549909926,0.0006838345298530762,0.21122210789223556,0.011179921593170753,0.042706744658712735,,
58,,,,,448456,477305,28849,465342,465342,465342.0,0.1745183765888214,0.001,0.11279743630439043,-0.03543613717192784,0.000790236525972432,0.0004550664397129367,1.414486140012741,0.4140940415768017,1e-06,2.949315309524536,4.0,-3.0,0.95751953125,1.0,0.0,1.9917957782745361,3.0,-3.0,0.0,0.0,0.0,2.9279913902282715,4.001319408416748,-3.0507216453552246,-0.011660422198474407,0.20605584979057312,1.732050895690918,-1.7320520877838135,-0.011660422198474407,1.732050895690918,-1.7320520877838135,130.23046875,904.0,26.0,0.0,778.640625,2048.0,389.0,0.005859375,55.23472951698932,20.911328514979687,1.436010494013317,77.95983862300636,155.64623429099447,0.0007714812406860529,0.20709502953368922,0.011234387028776516,0.04188308739755189,,
59,,,,,443315,466781,23466,453027,453027,453027.0,0.1820525974035263,0.001,0.10961032076738775,-0.0003625827739597298,0.00045897948712081416,0.0002735879432407273,1.5095301270484924,0.40404341998794474,1e-06,2.903376579284668,4.0,-3.0,0.95849609375,1.0,0.0,1.944880485534668,3.0,-3.0,0.0,0.0,0.0,2.8820087909698486,3.9986178874969482,-3.0593321323394775,-0.007530643604695797,0.16434144973754883,1.7320510149002075,-1.7320520877838135,-0.007530643604695797,1.7320510149002075,-1.7320520877838135,122.58203125,555.0,44.0,0.0,762.236328125,2048.0,407.0,0.0078125,47.66863492401899,20.242697725974722,1.225483677990269,77.81549695497961,147.05059468300897,0.0006762751877869691,0.18987856873593492,0.011170800926862373,0.042941975287885494,,
60,2.658394729346037,0.975,1.6833947292529046,0.0,443882,487523,43641,460728,460729,460728.75,0.1898527592420578,0.001,0.08928193140309304,0.008512391068506986,0.00034068268450937467,9.075800323898875e-05,1.3853950202465057,0.4085146324160303,1e-06,2.9383020401000977,4.0,-3.0,0.95849609375,1.0,0.0,1.979805827140808,3.0,-3.0,0.0,0.0,0.0,2.9161229133605957,4.000119686126709,-3.0547242164611816,-0.006655604112893343,0.18795065581798553,1.7320513725280762,-1.7320513725280762,-0.006655604112893343,1.7320513725280762,-1.7320513725280762,125.65966796875,1024.0,38.0,0.0009765625,774.201171875,2048.0,414.0,0.005859375,57.99675451099756,20.85933547798777,1.261044924001908,78.37029818698647,197.38223229401046,0.0006842664604726251,0.22536051739063598,0.011318663898219814,0.042525183303075004,12.879233569983626,25.911718374001794
61,,,,,453241,471225,17984,460242,460243,460242.5,0.18822193145751953,0.001,0.10898480808828026,0.014231209817808121,0.0003619884191721212,-9.764671182210805e-05,2.6007513105869293,0.41358971056638766,1e-06,2.8849122524261475,4.0,-3.0,0.96533203125,1.0,0.0,1.9195805788040161,3.0,-3.0,0.0,0.0,0.0,2.8630290031433105,3.9991936683654785,-3.0472514629364014,0.0018530592788010836,0.17610430717468262,1.7320536375045776,-1.7320517301559448,0.0018530592788010836,1.7320536375045776,-1.7320517301559448,123.0576171875,910.0,42.0,0.0,775.853515625,2048.0,399.0,0.005859375,54.133808747981675,20.636724599986337,1.516258151998045,77.19833291901159,153.5986710290017,0.0008236191529454825,0.21479794917896722,0.011209701733317945,0.04193350946458203,,
62,,,,,435593,460340,24747,449291,449292,449291.5,0.18909867107868195,0.001,0.09674551337957382,0.02181072989779134,0.0006920752949231575,0.0008613175124346819,1.527486503124237,0.4044249720966564,1e-06,2.8594841957092285,4.0,-3.0,0.947265625,1.0,0.0,1.9122188091278076,3.0,-3.0,0.0,0.0,0.0,2.836916923522949,3.9977381229400635,-3.02970814704895,-0.004690926056355238,0.19816330075263977,1.732050895690918,-1.7320513725280762,-0.004690926056355238,1.732050895690918,-1.7320513725280762,127.4169921875,829.0,37.0,0.0,750.10546875,2048.0,402.0,0.00390625,51.11460429200088,20.302103068999713,1.2156003979907837,76.95181576098548,149.68250123702455,0.0006763985063098143,0.19587892045219726,0.011296732226739051,0.04281842398586746,,
63,,,,,440457,468813,28356,453839,453840,453839.25,0.1902642846107483,0.001,0.12122778642562128,0.038018946806269306,0.0006627877742322462,4.357529448292729e-05,1.489963710308075,0.40478433184722284,1e-06,2.7343239784240723,4.0,-3.0,0.958984375,1.0,0.0,1.7753396034240723,3.0,-3.0,0.0,0.0,0.0,2.711355447769165,3.9980525970458984,-3.035569667816162,-0.012494157999753952,0.19576136767864227,1.7320512533187866,-1.7320526838302612,-0.012494157999753952,1.7320512533187866,-1.7320526838302612,127.18212890625,1024.0,42.0,0.00048828125,759.22265625,2048.0,418.0,0.001953125,57.71356072399067,20.41239351098193,1.5736397719883826,77.74450184899615,157.55042644101195,0.0008668486540049052,0.2215755453585289,0.01124428611616444,0.04282601265150389,,
64,,,,,449900,469725,19825,459783,459784,459783.25,0.1921759396791458,0.001,0.0930940838297829,0.0008135533425956964,0.0003849555459964904,0.00046353935584875217,1.1526117026805878,0.4126743644631742,1e-06,2.803253173828125,4.0,-3.0,0.94775390625,1.0,0.0,1.8554993867874146,3.0,-3.0,0.0,0.0,0.0,2.780991315841675,3.999424457550049,-3.032031297683716,0.0032558096572756767,0.13605967164039612,1.732051134109497,-1.732051134109497,0.0032558096572756767,1.732051134109497,-1.732051134109497,123.42236328125,543.0,44.0,0.0,774.591796875,2048.0,422.0,0.005859375,48.63972348198877,20.679677445994457,1.2300429530150723,77.25620120199164,147.9214989389875,0.0006688167484434635,0.1924275662046721,0.011244253376995823,0.04200685932012076,,
65,,,,,456300,489301,33001,467447,467447,467447.0,0.19918029010295868,0.001,0.09160392859485,0.021453991834277986,0.0004821877910217154,2.182930577987463e-05,1.665965884923935,0.41234927722292936,1e-06,2.827155590057373,4.0,-3.0,0.96435546875,1.0,0.0,1.8628000020980835,3.0,-3.0,0.0,0.0,0.0,2.803483247756958,3.9991819858551025,-3.0421783924102783,-0.010771430097520351,0.2043759673833847,1.732051134109497,-1.7320513725280762,-0.010771430097520351,1.732051134109497,-1.7320513725280762,128.248046875,1024.0,40.0,0.00048828125,784.734375,2048.0,418.0,0.0078125,54.72986560399295,20.894232571008615,1.2831556930032093,78.81746920000296,155.82046202098718,0.0006862573152695436,0.2083740676027327,0.011174653260695125,0.04215315811204423,,
66,,,,,431927,457969,26042,447213,447213,447213.0,0.1989014446735382,0.001,0.08785610273480415,0.018755240606204156,0.0005342842327551015,0.0004499739584242625,1.3758662939071655,0.41765215201520806,1e-06,2.9325475692749023,4.0,-3.0,0.9580078125,1.0,0.0,1.9745399951934814,3.0,-3.0,0.0,0.0,0.0,2.9098212718963623,3.9995689392089844,-3.0482141971588135,-0.008754746988415718,0.1454317271709442,1.7320514917373657,-1.7320514917373657,-0.008754746988415718,1.7320514917373657,-1.7320514917373657,120.55859375,527.0,44.0,0.0,752.904296875,2048.0,393.0,0.001953125,46.38383151599555,20.15854931398644,1.207606299984036,74.35138169699349,142.21551943497616,0.0006750733431184,0.18786180667788108,0.011268986654002925,0.04156374126925731,,
67,,,,,438599,457235,18636,444979,444980,444979.75,0.19987665116786957,0.001,0.08620882617930571,-0.005097384238615632,0.0007003467190467443,0.0002577864185392779,1.3581868410110474,0.410306239528195,1e-06,2.976083278656006,4.0,-3.0,0.97998046875,1.0,0.0,1.9961028099060059,3.0,-3.0,0.0,0.0,0.0,2.9531235694885254,3.999629497528076,-3.0390849113464355,-0.009912037290632725,0.15153174102306366,1.7320512533187866,-1.7320514917373657,-0.009912037290632725,1.7320512533187866,-1.7320514917373657,120.91162109375,1024.0,43.0,0.00048828125,748.189453125,2048.0,418.0,0.001953125,54.572157897026045,20.07046338400687,1.19831122100004,75.16070318999118,151.0997640400019,0.0006732391872888822,0.22038048313401223,0.011276054350791733,0.042227035719036195,,
68,,,,,438856,468973,30117,453844,453845,453844.75,0.19457954168319702,0.001,0.07684602623339742,-0.017916833792696707,0.0005560601148317801,0.00021039442071923986,91.46842256188393,0.41664226378909675,1e-06,2.9631385803222656,4.0,-3.0,0.96435546875,1.0,0.0,1.998782992362976,3.0,-3.0,0.0,0.0,0.0,2.954479694366455,30.441059112548828,-3.0392398834228516,0.005470691714435816,0.15402851998806,1.732050895690918,-1.732051134109497,0.005470691714435816,1.732050895690918,-1.732051134109497,122.08544921875,1024.0,39.0,0.00048828125,764.330078125,2048.0,414.0,0.001953125,52.651699585985625,20.365280020982027,1.4461426060006488,75.66259575000731,150.22882805400877,0.0007966064419609618,0.21058068633883648,0.01121819742377874,0.041678677427692684,,
