step,val/test_score/rlla,val/test_format/rlla,val/test_correctness/rlla,val/test_length/rlla,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,critic/kl,critic/kl_coeff,actor/entropy_loss,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/grad_norm,mfu/actor,actor/lr,critic/score/mean,critic/score/max,critic/score/min,critic/format_score/mean,critic/format_score/max,critic/format_score/min,critic/correctness_score/mean,critic/correctness_score/max,critic/correctness_score/min,critic/length_score/mean,critic/length_score/max,critic/length_score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/var,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/gen,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_per_token_ms/adv,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_per_token_ms/gen,timing_s/testing,timing_s/save_checkpoint
69,,,,,430324,451966,21642,442733,442733,442733.0,0.09074898809194565,0.001,0.11554187337557474,0.033103615247334045,0.00037171037207978466,-5.1943985393639496e-05,500.0119860768318,0.3793391575752162,1e-06,2.7276573181152344,4.0,-3.0,0.9365234375,1.0,0.0,1.7911338806152344,3.0,-3.0,0.0,0.0,0.0,2.786801815032959,77.26720428466797,-3.0361320972442627,0.0006855830433778465,0.2641931176185608,1.7320513725280762,-1.732051134109497,0.0006855830433778465,1.7320513725280762,-1.732051134109497,95.060546875,1024.0,19.0,0.0009765625,769.65234375,2048.0,407.0,0.00390625,30.56512737699086,11.237160124001093,1.1914300780044869,42.18057053099619,85.25362108599802,0.000672770088295026,0.006345336875724812,0.023818289200825436,0.15699866130237133,,
70,2.7511010874062776,0.9625,1.7886010870337485,0.0,426682,446762,20080,440430,440431,440430.5,0.08584849536418915,0.001,0.11763111514777973,0.01580322337947015,0.011275958056071901,0.01710314900537985,4.431466609239578,0.373418729732007,1e-06,2.7938179969787598,4.0,-3.0,0.93701171875,1.0,0.0,1.8568063974380493,3.0,-3.0,0.0,0.0,0.0,2.8521816730499268,76.87130737304688,-3.030453681945801,-0.01941061019897461,0.21385516226291656,1.7320523262023926,-1.732053279876709,-0.01941061019897461,1.7320523262023926,-1.732053279876709,96.3603515625,1024.0,31.0,0.0009765625,763.85546875,2048.0,414.0,0.005859375,34.99124086700613,11.291183719004039,1.2015427160076797,42.631607475006604,111.4600914670009,0.0006820274231732814,0.006409174500292349,0.024198827893962046,0.17730909603947445,7.294534077998833,13.967559975993936
71,,,,,426666,453103,26437,439008,439224,439062.25,0.04364106431603432,0.001,0.06647812972466151,0.027584788606812558,0.01282799919329894,0.017654601188102484,28.57516610622406,0.3740518183985297,1e-06,2.734039783477783,4.0,-3.0,0.9208984375,1.0,0.0,1.8131417036056519,3.0,-3.0,0.0,0.0,0.0,2.8434152603149414,87.58644104003906,-3.023268699645996,-0.023973707109689713,0.20825104415416718,1.7320513725280762,-1.7320512533187866,-0.023973707109689713,1.7320513725280762,-1.7320512533187866,95.70556640625,1024.0,23.0,0.00146484375,761.837890625,2048.0,389.0,0.001953125,28.75823274301365,11.292568959994242,1.293905687998631,42.377179611998145,83.7987075830024,0.0007367438717395034,0.006429936165084929,0.024129368678358333,0.1467219343537851,,
72,,,,,435749,449138,13389,441826,441827,441826.5,0.12937425076961517,0.001,0.11456087082624436,0.013536839469043115,0.00047701477111938097,0.0002084053307044087,43.68397554755211,0.374786366324334,1e-06,2.6242408752441406,4.0,-3.0,0.921875,1.0,0.0,1.7023658752441406,3.0,-3.0,0.0,0.0,0.0,2.6453118324279785,69.70455169677734,-3.0351009368896484,-0.015894198790192604,0.2175573855638504,1.732051134109497,-1.7320513725280762,-0.015894198790192604,1.732051134109497,-1.7320513725280762,98.1533203125,1024.0,32.0,0.00048828125,764.7890625,2048.0,399.0,0.001953125,30.307587809002143,11.320327711000573,1.2047281800041674,42.63240313601273,85.54704262998712,0.0006816749221720332,0.00640541463164872,0.02412281921524214,0.15077051711290604,,
73,,,,,432667,457323,24656,444564,444564,444564.0,0.11944155395030975,0.001,0.10899725370109081,0.042480220963868005,0.008826425246661529,0.004090707902408516,7.372393012046814,0.3776279612815408,1e-06,2.8074002265930176,4.0,-3.0,0.92578125,1.0,0.0,1.8816190958023071,3.0,-3.0,0.0,0.0,0.0,2.8360414505004883,87.7184066772461,-3.0347812175750732,-0.01976228877902031,0.24662069976329803,1.732050895690918,-1.732050895690918,-0.01976228877902031,1.732050895690918,-1.732050895690918,95.27734375,1024.0,18.0,0.0009765625,773.01171875,2048.0,416.0,0.009765625,35.08771815999353,11.285402203007834,1.2204360329924384,42.596379444003105,90.27917589701246,0.0006863106509931295,0.006346331575997963,0.023954019805923953,0.1798189811815502,,
74,,,,,422167,476251,54084,444819,444819,444819.0,-0.0666431412100792,0.001,0.12554697804152964,0.02828528278817733,0.012502845477623243,0.02092466840307073,22.39979299902916,0.3736972634038123,1e-06,2.842209577560425,4.0,-3.0,0.94775390625,1.0,0.0,1.8944554328918457,3.0,-3.0,0.0,0.0,0.0,3.06632661819458,93.61172485351562,-3.0118231773376465,-0.051047343760728836,0.3044988214969635,1.7320512533187866,-1.7320512533187866,-0.051047343760728836,1.7320512533187866,-1.7320512533187866,97.990234375,1024.0,30.0,0.00341796875,770.796875,2048.0,393.0,0.00390625,35.850663694000104,11.395942857998307,1.20071564099635,43.0208575650031,91.55226213899732,0.0006748338318486564,0.006404820195404371,0.024178855649715444,0.17864236159335126,,
75,,,,,434805,453198,18393,442381,442381,442381.0,0.1157311350107193,0.001,0.1013699740428349,0.011538483077511673,0.0003069747090821379,3.5784906779961856e-05,20.711989253759384,0.3865512423293732,1e-06,2.843778610229492,4.0,-3.0,0.9365234375,1.0,0.0,1.9072551727294922,3.0,-3.0,0.0,0.0,0.0,2.8774499893188477,98.51947021484375,-3.0181691646575928,-0.002503678435459733,0.21679048240184784,1.732050895690918,-1.732051134109497,-0.002503678435459733,1.732050895690918,-1.732051134109497,96.03515625,1024.0,29.0,0.0009765625,767.990234375,2048.0,407.0,0.005859375,34.08635783698992,11.592098515990074,1.2229984730074648,41.35993418599537,88.34811688700574,0.0006911454566354934,0.006550969930891061,0.023373480204843432,0.17330871383460403,,
76,,,,,432756,444823,12067,439186,439186,439186.0,0.16994959115982056,0.001,0.08087701921661695,0.027080081310123204,0.000527598412008956,0.00020083831283651914,1.4374826848506927,0.38248536285451123,1e-06,2.803400993347168,4.0,-3.0,0.9345703125,1.0,0.0,1.868830680847168,3.0,-3.0,0.0,0.0,0.0,2.7902092933654785,4.000986099243164,-3.0133233070373535,-0.0018577890004962683,0.17261376976966858,1.7320517301559448,-1.732051134109497,-0.0018577890004962683,1.7320517301559448,-1.732051134109497,92.9140625,370.0,31.0,0.0,764.87109375,2048.0,422.0,0.00390625,26.044656008001766,11.878596680006012,1.1871294180018594,41.477692518994445,80.67397044599056,0.000675755498810219,0.006761711825972374,0.023610550267423397,0.13686967127723118,,
77,,,,,435433,457292,21859,444421,444422,444421.5,0.12197007983922958,0.001,0.09667440491418043,0.0359471641946584,0.0002744353221108516,6.339244840395017e-05,36.6687308549881,0.3861697971010127,1e-06,2.7445144653320312,4.0,-3.0,0.953125,1.0,0.0,1.7913893461227417,3.0,-3.0,0.0,0.0,0.0,2.7766451835632324,95.38499450683594,-3.02582049369812,-0.014053153805434704,0.23341822624206543,1.732050895690918,-1.732051134109497,-0.014053153805434704,1.732050895690918,-1.732051134109497,97.7177734375,1024.0,28.0,0.0009765625,770.29296875,2048.0,399.0,0.005859375,34.64369325700682,11.881409075009287,1.180220491005457,41.59596378599235,89.37618299599853,0.0006639083004565807,0.006683637647486276,0.023398937599774287,0.1731094073583983,,
78,,,,,412765,447943,35178,436880,436881,436880.25,0.08326610177755356,0.001,0.09572211280465126,0.008950174753166115,0.008241412076555814,0.004615187169292767,10.387739211320877,0.38018563809008965,1e-06,2.8476715087890625,4.0,-3.0,0.9267578125,1.0,0.0,1.9209136962890625,3.0,-3.0,0.0,0.0,0.0,2.920267105102539,91.3733139038086,-3.020724296569824,-0.013759232126176357,0.2025660276412964,1.732051968574524,-1.732050895690918,-0.013759232126176357,1.732051968574524,-1.732050895690918,93.69775390625,1024.0,22.0,0.0009765625,759.583984375,2048.0,414.0,0.00390625,28.99942683399422,11.7391118210071,1.183354866996524,41.502827115997206,83.5070101320016,0.0006771620295244086,0.006717579829373781,0.02374954413480422,0.15112290096040096,,
79,,,,,430452,448797,18345,441429,441430,441429.5,0.16035707294940948,0.001,0.12380362253996634,0.009077399398290342,0.00035526140239991005,2.8486265246981695e-05,1.3512693345546722,0.376218342596038,1e-06,2.825582265853882,4.0,-3.0,0.94482421875,1.0,0.0,1.8807579278945923,3.0,-3.0,0.0,0.0,0.0,2.812732219696045,3.9971749782562256,-3.030456781387329,0.005333825014531612,0.17804139852523804,1.732050895690918,-1.7320514917373657,0.005333825014531612,1.732050895690918,-1.7320514917373657,95.2412109375,517.0,32.0,0.0,766.92578125,2048.0,413.0,0.005859375,30.554834488997585,11.951233706000494,1.1660193129937397,42.40905083299731,86.15370161499595,0.0006603655357162014,0.006768483815649211,0.024018020336767993,0.156648079449781,,
80,2.780476086214185,0.975,1.8054760858416556,0.0,422417,454723,32306,443857,443858,443857.75,-0.018125761300325394,0.001,0.11714752974609534,0.03782656998373568,0.00028129297231013577,7.330825022412076e-05,74.15200710296631,0.37601524388511304,1e-06,2.7811715602874756,4.0,-3.0,0.921875,1.0,0.0,1.8592965602874756,3.0,-3.0,0.0,0.0,0.0,2.960289478302002,104.983154296875,-3.027608871459961,-0.035984791815280914,0.2194226235151291,1.7320512533187866,-1.7320526838302612,-0.035984791815280914,1.7320512533187866,-1.7320526838302612,96.55615234375,1024.0,26.0,0.001953125,770.353515625,2048.0,389.0,0.001953125,34.594275595998624,11.147871010005474,1.6029320100060431,42.70048911399499,111.86997217300814,0.0009028410622581464,0.006278966070776884,0.024050773651014875,0.17494210074488425,7.564588958994136,14.164396002990543
81,,,,,414859,484182,69323,451028,451029,451028.5,0.11813310533761978,0.001,0.0896896214534839,0.030079545391102632,0.00037597685392635566,-7.120590829193437e-05,24.269618093967438,0.3766656081481145,1e-06,2.697404384613037,4.0,-3.0,0.93310546875,1.0,0.0,1.7642987966537476,3.0,-3.0,0.0,0.0,0.0,2.7301344871520996,95.98692321777344,-3.0292723178863525,-0.010897877626121044,0.24624396860599518,1.732050895690918,-1.732050895690918,-0.010897877626121044,1.732050895690918,-1.732050895690918,98.1689453125,1024.0,32.0,0.00048828125,782.74609375,2048.0,420.0,0.005859375,30.095140101999277,11.353346454998245,1.23721556700184,43.310042320998036,86.05878731999837,0.0006857746057077547,0.006293031623832111,0.024006266965944524,0.14968982890822818,,
82,,,,,418116,451255,33139,437211,437212,437211.75,0.12297926843166351,0.001,0.09336204876502355,0.012286974497449895,0.00019270362293658156,0.00022252513608691515,45.3336047232151,0.3795383928951023,1e-06,2.685635805130005,4.0,-3.0,0.93115234375,1.0,0.0,1.754483699798584,3.0,-3.0,0.0,0.0,0.0,2.7186076641082764,98.03468322753906,-3.0354132652282715,-0.01753806695342064,0.21258848905563354,1.732050895690918,-1.7320514917373657,-0.01753806695342064,1.732050895690918,-1.7320514917373657,96.01708984375,1024.0,31.0,0.0009765625,757.912109375,2048.0,399.0,0.005859375,34.25975455500884,11.70457783198799,1.219431080011418,41.63645512300718,88.89579441599199,0.0006972771660479264,0.006692739749096399,0.023807946105638276,0.17422310763672666,,
83,,,,,433036,452520,19484,440952,440953,440952.75,0.16857044398784637,0.001,0.09519831508654973,0.0032779977753244595,0.0003704155899648523,0.0001387810478827932,1.2231291383504868,0.3738857753960389,1e-06,2.875227689743042,4.0,-3.0,0.9521484375,1.0,0.0,1.923079252243042,3.0,-3.0,0.0,0.0,0.0,2.8619747161865234,3.9967920780181885,-3.0264816284179688,0.0023611949291080236,0.1730874925851822,1.7320512533187866,-1.732051134109497,0.0023611949291080236,1.7320512533187866,-1.732051134109497,93.39599609375,385.0,33.0,0.0,767.83984375,2048.0,407.0,0.001953125,30.051909835005063,11.942898961002356,1.4648096470045857,42.60566136399575,86.15603765798733,0.0008304799363449858,0.006771076357388834,0.024155457338680703,0.15711363134233466,,
84,,,,,420078,455972,35894,442853,442854,442853.5,0.11909104883670807,0.001,0.09203397730986278,-0.039722162578254935,0.00045312053601567943,2.6282997472056497e-05,66.97257322072983,0.38595834320846484,1e-06,2.7473905086517334,4.0,-3.0,0.94921875,1.0,0.0,1.7981717586517334,3.0,-3.0,0.0,0.0,0.0,2.784663677215576,104.27455139160156,-3.0227372646331787,-0.0048766061663627625,0.17520618438720703,1.7320514917373657,-1.732051134109497,-0.0048766061663627625,1.7320514917373657,-1.732051134109497,96.2998046875,1024.0,26.0,0.00048828125,768.6484375,2048.0,393.0,0.0078125,27.340689087010105,11.656259359995602,1.238772301003337,41.46980877299211,81.79333492100704,0.0006993126965256777,0.0065802005403568006,0.02341056849104281,0.13862900227667352,,
85,,,,,442005,453798,11793,448051,448052,448051.75,0.0704583153128624,0.001,0.11306767753558233,0.041937385001801886,0.012449185875084368,0.009296668065530866,2.6164245307445526,0.367071762003215,1e-06,2.7768099308013916,4.0,-3.0,0.93701171875,1.0,0.0,1.8397982120513916,3.0,-3.0,0.0,0.0,0.0,2.863149404525757,105.6224136352539,-3.0252554416656494,-0.024950962513685226,0.23755598068237305,1.732050895690918,-1.7320510149002075,-0.024950962513685226,1.732050895690918,-1.7320510149002075,96.51318359375,1024.0,22.0,0.00146484375,778.587890625,2048.0,418.0,0.013671875,42.214671686000656,11.753015716996742,1.2502312330034329,44.18072740800562,99.4742006840097,0.0006975930977858209,0.0065578450017195235,0.024651576189583916,0.21357323312371637,,
86,,,,,427918,453991,26073,436872,436872,436872.0,0.024194031953811646,0.001,0.09393557739155046,0.02828725758169232,0.022540580218352764,0.023315830928748348,25.504982203245163,0.37462115514871464,1e-06,2.8210458755493164,4.0,-3.0,0.9345703125,1.0,0.0,1.8864753246307373,3.0,-3.0,0.0,0.0,0.0,2.9606828689575195,108.94987487792969,-3.027803421020508,-0.023035533726215363,0.20489899814128876,1.732050895690918,-1.732051134109497,-0.023035533726215363,1.732050895690918,-1.732051134109497,93.14453125,1024.0,32.0,0.00146484375,760.12109375,2048.0,389.0,0.001953125,27.83857503400941,11.630661246992531,1.1814820159925148,42.134865053987596,82.88632622199657,0.0006761030782428919,0.006655645845346309,0.02411167633425099,0.14593507566580735,,
87,,,,,428866,438533,9667,431677,431678,431677.5,0.11988099664449692,0.001,0.09811739700621572,-0.038393854340217234,0.00045742126229893546,0.00022861441771212788,1.7444584965705872,0.36950822386001675,1e-06,2.7792069911956787,4.0,-3.0,0.94677734375,1.0,0.0,1.8324297666549683,3.0,-3.0,0.0,0.0,0.0,2.81575083732605,102.3000259399414,-3.025573968887329,-0.005578623153269291,0.1806284636259079,1.732051968574524,-1.732051134109497,-0.005578623153269291,1.732051968574524,-1.732051134109497,96.2626953125,1024.0,28.0,0.00048828125,746.857421875,2048.0,399.0,0.005859375,29.29287835600553,10.976569550999557,1.1845734359958442,42.17962362400431,83.74274209100986,0.0006860291745549885,0.006356927075768112,0.024427740398795576,0.14858469538314514,,
88,,,,,430858,454160,23302,443461,443462,443461.5,0.015892526134848595,0.001,0.08872210016024523,-0.03249170901233748,0.00029058282962068915,0.0002716138649326428,26.847287982702255,0.3693368855352961,1e-06,2.7967936992645264,4.0,-3.0,0.94921875,1.0,0.0,1.8475751876831055,3.0,-3.0,0.0,0.0,0.0,2.941075086593628,112.55984497070312,-3.032775640487671,-0.023499902337789536,0.195155531167984,1.732051134109497,-1.7320526838302612,-0.023499902337789536,1.732051134109497,-1.7320526838302612,96.2646484375,1024.0,31.0,0.00146484375,769.87109375,2048.0,393.0,0.005859375,27.991804418998072,11.208434874992236,1.5459061899891822,43.418718740998884,84.25904672600154,0.0008714996623095703,0.006318719254654708,0.02447716359875597,0.141982269434431,,
89,,,,,422556,438491,15935,430401,430402,430401.25,0.11714302748441696,0.001,0.07029908243566751,0.009628796525898256,0.0004760540344120402,-1.8222959884691852e-05,9.422460287809372,0.37543895435823404,1e-06,2.856529712677002,4.0,-3.0,0.94287109375,1.0,0.0,1.913658618927002,3.0,-3.0,0.0,0.0,0.0,2.8963911533355713,112.30284118652344,-3.0264971256256104,-0.006819865666329861,0.19003111124038696,1.732050895690918,-1.732050895690918,-0.006819865666329861,1.732050895690918,-1.732050895690918,94.44775390625,1024.0,33.0,0.00048828125,746.1796875,2047.0,426.0,0.0,30.663353885000106,10.953574033002951,1.177967980998801,41.363703287992394,84.24377213700791,0.0006842266263160255,0.006362419970320109,0.024026244863364358,0.15852511197907299,,
90,2.7486010858789087,0.975,1.773601084947586,0.0,441198,458834,17636,450797,450798,450797.5,0.11529455333948135,0.001,0.06163095166125605,0.010472577395698717,0.00033363083287352515,0.00015364864982676671,18.75426796078682,0.36878977954470443,1e-06,2.910759210586548,4.0,-3.0,0.9619140625,1.0,0.0,1.9488450288772583,3.0,-3.0,0.0,0.0,0.0,2.9516420364379883,114.62871551513672,-3.0282046794891357,-0.006713514681905508,0.163413867354393,1.732050895690918,-1.732053279876709,-0.006713514681905508,1.732050895690918,-1.732053279876709,94.9873046875,1024.0,26.0,0.00048828125,785.4765625,2048.0,399.0,0.00390625,30.903186591996928,11.72867640700133,1.2323379119916353,44.20612514601089,110.62141697701009,0.0006834209994463342,0.006504404087756327,0.02451551148021611,0.15885750867199014,8.04773742800171,14.42287289199885
91,,,,,421889,449381,27492,437218,437218,437218.0,0.030917303636670113,0.001,0.10672282928536678,-0.016171555259618265,0.00039941971671992335,0.00016069077443309402,148.3272693157196,0.3812119679265044,1e-06,2.7805774211883545,4.0,-3.0,0.935546875,1.0,0.0,1.8450305461883545,3.0,-3.0,0.0,0.0,0.0,2.912841796875,115.83845520019531,-3.0240771770477295,-0.02673477865755558,0.23319077491760254,1.7320536375045776,-1.7320513725280762,-0.02673477865755558,1.7320536375045776,-1.7320513725280762,95.0546875,1024.0,26.0,0.001953125,758.88671875,2048.0,419.0,0.00390625,35.5170467979915,11.727210273995297,1.42543094199209,41.433955626998795,90.17917446099455,0.0008150573295198792,0.006705585242370681,0.02369181714099076,0.1824455843572342,,
92,,,,,416481,442370,25889,430722,430723,430722.5,0.06479837745428085,0.001,0.09998917433300189,0.0029213656837652835,0.011412200488848612,0.008661964232227806,22.462309435009956,0.3677229176416656,1e-06,2.7750463485717773,4.0,-3.0,0.9326171875,1.0,0.0,1.842429280281067,3.0,-3.0,0.0,0.0,0.0,2.872601270675659,119.56641387939453,-3.0281829833984375,-0.00877403561025858,0.13585586845874786,1.732050895690918,-1.7320514917373657,-0.00877403561025858,1.732050895690918,-1.7320514917373657,93.5771484375,1024.0,29.0,0.0009765625,747.677734375,2048.0,419.0,0.009765625,29.633579392000684,10.912179435996222,1.2306272620044183,42.28242546399997,84.15765891100455,0.000714280808411691,0.006333648367566253,0.02454156995745519,0.15462665222337374,,
93,,,,,427733,477111,49378,448065,448066,448065.75,0.0675850659608841,0.001,0.07491342765429328,0.014955050372067959,0.012357935713108389,0.010492579992710343,5.8659800589084625,0.37178504809781837,1e-06,2.82676100730896,4.0,-3.0,0.95068359375,1.0,0.0,1.8760772943496704,3.0,-3.0,0.0,0.0,0.0,2.922978401184082,115.97209930419922,-3.017831325531006,-0.011319536715745926,0.1462802141904831,1.732050895690918,-1.7320516109466553,-0.011319536715745926,1.732050895690918,-1.7320516109466553,95.58154296875,1024.0,21.0,0.0009765625,779.546875,2048.0,393.0,0.009765625,27.72762054100167,11.30578782199882,1.1842168040020624,43.607258907999494,83.9058451049932,0.0006607382978960467,0.0063081075835403734,0.024330836996578904,0.1416474017552997,,
94,,,,,430353,440120,9767,435208,435209,435208.5,0.06944900751113892,0.001,0.09213659380163465,0.013124842895194888,0.00018403060468179838,0.00023678797684364587,30.510512322187424,0.37121043748882643,1e-06,2.81846022605896,4.0,-3.0,0.93896484375,1.0,0.0,1.8794951438903809,3.0,-3.0,0.0,0.0,0.0,2.917708396911621,122.30615234375,-3.0231034755706787,-0.004200703464448452,0.1882449835538864,1.7320523262023926,-1.7320517301559448,-0.004200703464448452,1.7320523262023926,-1.7320517301559448,93.0166015625,1024.0,33.0,0.0009765625,757.0,2048.0,418.0,0.001953125,28.585675408001407,10.986135992992786,1.4317563229997177,42.37744307699904,83.45806227700086,0.0008224542506636001,0.006310846406373489,0.024343184402992497,0.1500576142951706,,
95,,,,,432667,464722,32055,446787,446788,446787.25,0.059481680393218994,0.001,0.08662434729437034,0.00902653536759317,0.00038199232852396866,5.5493829556022926e-05,22.56386089324951,0.3701631778163411,1e-06,2.769313335418701,4.0,-3.0,0.93798828125,1.0,0.0,1.8313249349594116,3.0,-3.0,0.0,0.0,0.0,2.874640464782715,127.70185852050781,-3.054227352142334,-0.001598516246303916,0.18239517509937286,1.7320512533187866,-1.732050895690918,-0.001598516246303916,1.7320512533187866,-1.732050895690918,95.00830078125,1024.0,33.0,0.00146484375,777.623046875,2048.0,416.0,0.00390625,36.40084886000841,11.347619722990203,1.7577783330052625,43.66816335399926,93.28064852299576,0.000983565630512768,0.0063495655499290786,0.02443453979158943,0.18707683261643673,,
96,,,,,442253,463140,20887,451732,451733,451732.75,0.06211385875940323,0.001,0.08557592921199338,0.0052434123710789265,0.0004706621140001282,-7.505127503522559e-05,11.330837905406952,0.37223152439003554,1e-06,2.8700754642486572,4.0,-3.0,0.96630859375,1.0,0.0,1.9037668704986572,3.0,-3.0,0.0,0.0,0.0,2.975752353668213,128.9010467529297,-3.0170583724975586,-0.011458931490778923,0.19638706743717194,1.7320510149002075,-1.7320510149002075,-0.011458931490778923,1.7320510149002075,-1.7320510149002075,96.34716796875,1024.0,32.0,0.0009765625,785.943359375,2048.0,399.0,0.005859375,31.800027004996082,11.611461338005029,1.2788244760013185,43.886086874990724,88.68393434600148,0.0007077328774598026,0.006426067922906314,0.02428763847373847,0.16116049141236313,,
97,,,,,424038,466869,42831,443457,443458,443457.25,0.04851371422410011,0.001,0.0911583443803172,-0.032584636607357574,0.00028926779838999914,9.02300927163519e-05,25.15483060479164,0.3766994759757278,1e-06,2.8764705657958984,4.0,-3.0,0.9541015625,1.0,0.0,1.922369122505188,3.0,-3.0,0.0,0.0,0.0,2.9905810356140137,135.67800903320312,-3.041604995727539,-0.02389410324394703,0.19069968163967133,1.7320514917373657,-1.7320517301559448,-0.02389410324394703,1.7320514917373657,-1.7320517301559448,97.32275390625,1024.0,33.0,0.00146484375,768.8046875,2048.0,399.0,0.001953125,40.2070166580088,11.255193457996938,1.4169458749965997,42.50857180300227,95.46125870700052,0.0007988063533726192,0.006345140065923456,0.0239643008446712,0.2017239706498131,,
98,,,,,427985,434001,6016,431495,431496,431495.75,-0.0526457205414772,0.001,0.07422425132244825,0.021634197660854886,0.011890989552609556,0.01751669319400711,24.36694796383381,0.3787786802656626,1e-06,2.8308112621307373,4.0,-3.0,0.951171875,1.0,0.0,1.8796396255493164,3.0,-3.0,0.0,0.0,0.0,3.0522806644439697,122.9752426147461,-3.0338566303253174,-0.034088753163814545,0.19973966479301453,1.7320514917373657,-1.7320513725280762,-0.034088753163814545,1.7320514917373657,-1.7320513725280762,95.38037109375,1024.0,32.0,0.001953125,747.384765625,2048.0,389.0,0.001953125,27.72870008800237,10.94334045900905,1.4303413029992953,41.13722635600425,81.34649998099485,0.0008287111188228941,0.006340352401506301,0.023834085478248772,0.1419516844460265,,
99,,,,,413181,445521,32340,431774,431774,431774.0,0.18251276016235352,0.001,0.09699115182819038,0.01574052594088275,0.00029641506462839656,-3.5630012195630617e-05,1.2809466421604156,0.37452650327922815,1e-06,2.8598504066467285,4.0,-3.0,0.9541015625,1.0,0.0,1.9057488441467285,3.0,-3.0,0.0,0.0,0.0,2.8453075885772705,3.9959447383880615,-3.044191598892212,0.0012121312320232391,0.17537420988082886,1.7320526838302612,-1.7320510149002075,0.0012121312320232391,1.7320526838302612,-1.7320510149002075,94.328125,704.0,31.0,0.0,748.98046875,2048.0,407.0,0.001953125,30.567737770004896,10.94810365900048,1.6153807349910494,41.650213440007064,84.88170089400955,0.0009353161231286792,0.006339024384863656,0.024115748887153385,0.158231208433436,,
100,2.7390556329861284,0.975,1.7640556305646897,0.0,440989,459036,18047,448449,448450,448449.25,0.12536785006523132,0.001,0.07172623024352136,-0.010983920295632655,0.0004635304944860118,8.637484842761149e-05,11.132705599069595,0.37971034857302877,1e-06,2.794062852859497,4.0,-3.0,0.947265625,1.0,0.0,1.846797227859497,3.0,-3.0,0.0,0.0,0.0,2.840275287628174,126.22457122802734,-3.0321881771087646,-0.005458453204482794,0.19569221138954163,1.7320513725280762,-1.7320516109466553,-0.005458453204482794,1.7320513725280762,-1.7320516109466553,94.78759765625,1024.0,32.0,0.00048828125,781.08984375,2048.0,389.0,0.009765625,31.531262930991943,12.082570247002877,1.5642221500020241,42.73206240699801,139.98679779400118,0.0008720173743194041,0.006735751173071913,0.023822128371826918,0.16242762617381554,7.559164236008655,44.41504811200139
